order_id,customer_nr,order_date,promised_date,shipped_date,status,channel,priority,currency,payment_method,warehouse,billing_city,shipping_city,net_amount,discount_amount,shipping_cost,packing_cost,sales_rep_id,po_number,notes
1215,260,2026-07-13,2026-07-18,2026-07-16,delivered,web,high,USD,prepay,CGN1,München,München,1180.36,0,4.9,0,12,,call before delivery
1216,344,2025-12-29,2026-01-04,2026-01-01,delivered,phone,normal,USD,sepa,HH1,Berlin,Berlin,5251.39,0,7.9,0,11,PO-2025-01216,
1217,193,2026-01-16,2026-01-30,2026-01-28,shipped,edi,rush,USD,paypal,CGN1,Hamburg,Hamburg,2523.78,40,12.9,0,8,,
1218,309,2025-11-10,2025-11-20,2025-11-19,shipped,phone,normal,EUR,card,HH1,München,München,997.7,0,0,0,9,PO-2024-01218,call before delivery
1219,174,2025-11-28,2025-12-09,,cancelled,store,high,EUR,prepay,MUC2,Leipzig,Leipzig,1005.95,40,12.9,0,1,PO-2025-01219,call before delivery
1220,335,2025-05-01,2025-05-10,2025-05-08,delivered,partner,high,USD,card,BER3,Hamburg,Hamburg,688.95,25,4.9,0,12,,call before delivery
1221,35,2025-12-23,2026-01-01,2025-12-30,delivered,web,normal,USD,prepay,BER3,Stuttgart,Stuttgart,2059.39,40,4.9,2.9,2,PO-2024-01221,call before delivery
1222,211,2026-03-17,2026-03-28,2026-03-25,delivered,store,rush,EUR,invoice,HH1,Stuttgart,Stuttgart,462.54,40,7.9,0,1,PO-2025-01222,
1223,103,2024-07-21,2024-08-02,2024-08-01,delivered,phone,high,EUR,card,CGN1,Leipzig,Leipzig,800.21,0,7.9,2.9,7,,
1224,92,2025-05-06,2025-05-09,2025-05-09,delivered,partner,normal,EUR,card,CGN1,Berlin,Berlin,789.76,15,12.9,0,3,PO-2024-01224,call before delivery
1225,255,2026-02-04,2026-02-07,2026-02-05,shipped,partner,high,EUR,paypal,HH1,Stuttgart,Stuttgart,218.44,40,12.9,2.9,12,,leave at gate
1226,210,2024-09-05,2024-09-09,2024-09-09,delivered,partner,normal,CHF,sepa,HH1,Leipzig,Leipzig,1609.33,40,4.9,2.9,4,,call before delivery
1227,83,2026-04-02,2026-04-09,2026-04-08,delivered,edi,normal,EUR,paypal,BER3,München,München,3123.28,0,0,1.5,11,PO-2024-01227,
1228,86,2025-01-30,2025-02-11,2025-02-09,shipped,partner,rush,EUR,paypal,HH1,Stuttgart,Stuttgart,701.09,25,12.9,2.9,7,,
1229,328,2025-12-14,2025-12-21,2025-12-19,delivered,web,normal,USD,sepa,CGN1,Stuttgart,Stuttgart,463.4,0,12.9,2.9,5,PO-2026-01229,
1230,55,2025-03-15,2025-03-27,2025-03-24,delivered,partner,rush,CHF,paypal,CGN1,Frankfurt,Frankfurt,828.5,0,4.9,1.5,4,PO-2024-01230,
1231,214,2024-11-29,2024-12-13,2024-12-10,delivered,edi,rush,CHF,invoice,CGN1,Stuttgart,Frankfurt,1371.69,0,7.9,0,8,,
1232,340,2024-09-29,2024-10-12,2024-10-11,delivered,partner,normal,EUR,card,CGN1,Frankfurt,Frankfurt,471.19,0,12.9,2.9,11,PO-2026-01232,
1233,60,2024-05-06,2024-05-20,,cancelled,partner,high,EUR,invoice,CGN1,Hamburg,Hamburg,1001.19,80,12.9,0,4,PO-2024-01233,
1234,216,2025-04-24,2025-05-01,,cancelled,partner,rush,EUR,invoice,BER3,Köln,Köln,2248.25,15,0,0,8,,call before delivery
1235,184,2024-06-04,2024-06-14,2024-06-14,shipped,edi,high,CHF,prepay,CGN1,Berlin,Berlin,2473.12,25,7.9,1.5,6,PO-2026-01235,
1236,237,2024-02-15,2024-02-23,2024-02-22,shipped,phone,normal,EUR,paypal,HH1,Köln,Köln,709.41,15,0,0,4,PO-2024-01236,call before delivery
1237,348,2025-03-31,2025-04-06,2025-04-06,delivered,edi,high,EUR,prepay,CGN1,Hamburg,Stuttgart,1150.13,80,12.9,0,12,PO-2025-01237,call before delivery
1238,999999,2024-02-07,2024-02-10,2024-02-07,shipped,partner,normal,EUR,invoice,BER3,Köln,Köln,1118.87,40,0,0,4,,leave at gate
1239,156,2025-08-11,2025-08-23,,open,web,rush,EUR,invoice,CGN1,Berlin,Berlin,1258.92,0,7.9,1.5,1,,leave at gate
1240,142,2024-12-27,2025-01-08,,cancelled,partner,rush,EUR,paypal,HH1,Leipzig,Leipzig,3651.99,80,4.9,1.5,8,PO-2025-01240,
1241,46,2024-08-06,2024-08-09,2024-08-07,shipped,phone,normal,USD,paypal,CGN1,Berlin,Berlin,1845.77,0,4.9,0,6,,
1242,129,2024-11-17,2024-11-30,2024-11-28,delivered,edi,normal,EUR,invoice,HH1,Berlin,Leipzig,3513.55,40,12.9,0,4,,call before delivery
1243,254,2026-05-13,2026-05-20,2026-05-19,delivered,store,normal,CHF,prepay,CGN1,München,München,1032.33,40,0,0,2,,
1244,303,2025-02-03,2025-02-08,2025-02-07,delivered,web,high,EUR,sepa,MUC2,Stuttgart,Stuttgart,423.31,0,4.9,0,8,PO-2026-01244,
1245,316,2025-08-04,2025-08-18,2025-08-16,delivered,store,high,EUR,paypal,CGN1,Berlin,Berlin,1424.73,25,7.9,2.9,10,PO-2024-01245,call before delivery
1246,42,2024-04-22,2024-04-30,2024-04-27,delivered,phone,normal,EUR,card,HH1,Stuttgart,Stuttgart,1571.5,25,0,0,7,,
1247,124,2025-03-31,2025-04-09,2025-04-09,delivered,partner,rush,EUR,card,HH1,München,Köln,817.43,15,0,1.5,1,,
1248,189,2024-09-30,2024-10-04,,cancelled,edi,normal,CHF,invoice,MUC2,Leipzig,Leipzig,1094.43,0,4.9,2.9,12,PO-2024-01248,leave at gate
1249,273,2026-07-18,2026-07-26,2026-07-26,delivered,edi,normal,CHF,paypal,MUC2,München,München,1590.08,0,12.9,2.9,12,PO-2025-01249,leave at gate
1250,281,2025-12-06,2025-12-10,2025-12-10,delivered,partner,rush,USD,invoice,CGN1,Köln,Köln,875.7,0,0,2.9,4,PO-2026-01250,
1251,345,2024-03-23,2024-04-03,2024-03-31,delivered,store,high,EUR,prepay,HH1,Leipzig,Leipzig,502.36,25,12.9,1.5,8,PO-2024-01251,
1252,11,2025-01-31,2025-02-05,2025-02-03,delivered,phone,high,EUR,prepay,BER3,Frankfurt,Frankfurt,1981.56,0,12.9,0,10,PO-2025-01252,
1253,222,2025-07-26,2025-07-28,2025-07-25,delivered,partner,normal,EUR,sepa,MUC2,Stuttgart,Stuttgart,536.17,0,12.9,2.9,7,PO-2026-01253,leave at gate
1254,,2024-06-24,2024-07-05,2024-07-05,delivered,edi,rush,EUR,sepa,HH1,Köln,Köln,1130.65,0,0,2.9,4,,
1255,217,2025-07-12,2025-07-14,2025-07-11,shipped,partner,rush,EUR,sepa,HH1,München,München,1034.96,15,4.9,0,1,PO-2025-01255,call before delivery
1256,125,2026-03-01,2026-03-07,2026-03-07,delivered,web,normal,USD,card,MUC2,Frankfurt,Frankfurt,1392.34,0,4.9,0,2,PO-2026-01256,leave at gate
1257,7,2024-08-13,2024-08-22,2024-08-22,delivered,store,normal,EUR,invoice,CGN1,Frankfurt,Frankfurt,2449.05,80,0,2.9,11,PO-2024-01257,
1258,177,2024-03-16,2024-03-19,2024-03-16,shipped,partner,normal,USD,prepay,CGN1,Frankfurt,Frankfurt,2444.31,40,0,1.5,11,PO-2025-01258,call before delivery
1259,324,2025-04-09,2025-04-11,2025-04-08,delivered,partner,normal,EUR,sepa,BER3,Leipzig,Leipzig,1086.93,80,12.9,0,8,,
1260,275,2026-02-17,2026-03-02,2026-02-27,shipped,partner,rush,EUR,sepa,HH1,München,München,959.63,0,7.9,2.9,1,PO-2024-01260,call before delivery
1261,23,2025-08-23,2025-09-02,2025-09-02,delivered,partner,rush,EUR,sepa,CGN1,Berlin,Berlin,1459.45,80,4.9,0,4,PO-2025-01261,call before delivery
1262,175,2026-04-02,2026-04-11,2026-04-08,delivered,store,high,CHF,sepa,CGN1,Stuttgart,Stuttgart,2477.98,0,0,0,5,PO-2026-01262,call before delivery
1263,298,2025-08-01,2025-08-11,2025-08-09,delivered,partner,normal,EUR,prepay,HH1,Hamburg,Hamburg,1444.9,40,4.9,1.5,3,PO-2024-01263,leave at gate
1264,206,2026-01-29,2026-02-01,2026-01-31,delivered,edi,normal,CHF,prepay,BER3,München,München,612.24,40,4.9,2.9,11,,leave at gate
1265,267,2025-03-25,2025-04-02,2025-04-01,delivered,store,rush,USD,card,BER3,Berlin,Berlin,1431.09,0,12.9,0,12,,
1266,136,2025-01-01,2025-01-13,2025-01-13,shipped,store,normal,EUR,card,MUC2,Hamburg,Hamburg,817.31,40,4.9,0,2,,
1267,112,2024-04-20,2024-04-22,2024-04-19,delivered,web,rush,USD,sepa,MUC2,Leipzig,Leipzig,1561.7,15,7.9,2.9,3,PO-2025-01267,call before delivery
1268,106,2024-12-15,2024-12-18,2024-12-17,delivered,edi,high,EUR,paypal,HH1,Leipzig,Leipzig,778.86,25,4.9,1.5,3,PO-2026-01268,call before delivery
1269,323,2024-12-10,2024-12-13,2024-12-13,shipped,partner,normal,EUR,sepa,CGN1,Leipzig,Stuttgart,3337.86,25,4.9,0,9,,call before delivery
1270,259,2025-02-24,2025-03-10,2025-03-10,delivered,store,rush,USD,prepay,BER3,Berlin,Berlin,1284.64,0,7.9,1.5,4,PO-2025-01270,
1271,319,2024-03-07,2024-03-10,2024-03-08,shipped,edi,rush,CHF,card,MUC2,München,München,2021.58,0,12.9,0,9,PO-2026-01271,leave at gate
1272,301,2025-05-23,2025-06-06,2025-06-04,shipped,edi,high,CHF,card,HH1,Frankfurt,Frankfurt,1611.08,0,7.9,0,8,,leave at gate
1273,63,2025-03-13,2025-03-15,,open,web,high,EUR,invoice,MUC2,Berlin,Berlin,559.14,0,0,2.9,2,PO-2025-01273,
1274,11,2024-05-30,2024-06-06,2024-06-04,delivered,partner,high,EUR,paypal,CGN1,Frankfurt,Frankfurt,950.0,0,0,2.9,10,,
1275,159,2024-07-26,2024-08-02,2024-08-01,delivered,store,rush,EUR,sepa,MUC2,Leipzig,Leipzig,1438.86,25,0,0,12,PO-2024-01275,leave at gate
1276,296,2025-01-27,2025-02-07,2025-02-05,delivered,edi,rush,EUR,card,MUC2,Stuttgart,Stuttgart,398.45,0,4.9,0,12,,
1277,48,2026-06-04,2026-06-12,2026-06-09,shipped,web,high,USD,sepa,HH1,Köln,Köln,2696.46,0,4.9,0,8,PO-2026-01277,call before delivery
1278,97,2024-10-16,2024-10-27,2024-10-26,delivered,partner,normal,USD,card,HH1,Stuttgart,Stuttgart,1864.97,80,4.9,0,6,,call before delivery
1279,130,2025-12-22,2026-01-05,2026-01-02,shipped,edi,high,USD,card,HH1,Hamburg,Hamburg,1682.49,0,7.9,0,8,,call before delivery
1280,68,2024-03-20,2024-03-31,2024-03-30,delivered,web,rush,EUR,paypal,CGN1,Stuttgart,Stuttgart,736.45,80,0,1.5,8,PO-2026-01280,call before delivery
1281,175,2025-07-28,2025-08-01,2025-07-30,delivered,edi,normal,USD,prepay,MUC2,Stuttgart,Stuttgart,862.96,40,4.9,2.9,5,PO-2024-01281,leave at gate
1282,134,2026-02-16,2026-03-02,2026-02-28,delivered,partner,normal,EUR,card,CGN1,Hamburg,Stuttgart,1400.89,80,12.9,0,9,,leave at gate
1283,223,2025-01-05,2025-01-15,2025-01-15,delivered,phone,normal,EUR,sepa,HH1,Leipzig,Leipzig,850.38,40,7.9,0,7,PO-2026-01283,leave at gate
1284,245,2024-02-21,2024-02-29,2024-02-27,delivered,store,normal,CHF,paypal,MUC2,Berlin,Berlin,1537.41,15,0,0,8,PO-2024-01284,leave at gate
1285,75,2024-05-08,2024-05-22,2024-05-21,delivered,web,normal,EUR,invoice,HH1,Köln,Köln,1185.37,0,4.9,2.9,4,PO-2025-01285,
1286,63,2026-02-09,2026-02-15,2026-02-12,delivered,partner,rush,USD,invoice,HH1,Berlin,Berlin,340.05,40,7.9,0,2,PO-2026-01286,
1287,128,2024-08-10,2024-08-14,,cancelled,phone,normal,EUR,prepay,BER3,Köln,Köln,701.65,15,12.9,1.5,7,,leave at gate
1288,45,2024-12-27,2025-01-10,2025-01-09,shipped,partner,rush,EUR,paypal,CGN1,Berlin,Berlin,1945.41,0,4.9,2.9,12,,
1289,9,2025-08-11,2025-08-20,,open,store,normal,EUR,sepa,MUC2,Köln,Köln,1252.17,0,12.9,1.5,3,PO-2026-01289,call before delivery
1290,28,2026-01-01,2026-01-12,2026-01-09,delivered,edi,normal,EUR,paypal,BER3,Leipzig,Frankfurt,693.41,0,0,2.9,2,,
1291,178,2024-08-24,2024-08-29,2024-08-28,delivered,partner,normal,USD,paypal,MUC2,Leipzig,Leipzig,2313.07,0,7.9,1.5,8,PO-2025-01291,
1292,140,2024-01-21,2024-01-23,2024-01-22,delivered,phone,rush,EUR,invoice,MUC2,Leipzig,Leipzig,1797.55,25,4.9,0,12,,call before delivery
1293,317,2024-10-02,2024-10-07,2024-10-06,delivered,partner,normal,EUR,invoice,BER3,Berlin,Berlin,219.64,80,4.9,0,6,PO-2024-01293,
1294,15,2025-05-14,2025-05-16,2025-05-14,delivered,web,high,EUR,card,CGN1,Hamburg,Berlin,2334.72,25,7.9,2.9,5,PO-2025-01294,
1295,85,2025-01-15,2025-01-25,2025-01-25,delivered,store,normal,USD,invoice,MUC2,Frankfurt,Frankfurt,762.49,0,7.9,0,5,,call before delivery
1296,206,2026-01-02,2026-01-13,2026-01-10,delivered,web,high,CHF,sepa,CGN1,München,München,788.09,15,7.9,0,11,PO-2024-01296,leave at gate
1297,132,2024-06-26,2024-07-01,,cancelled,web,rush,EUR,paypal,MUC2,Berlin,Berlin,2032.87,0,7.9,2.9,6,PO-2025-01297,call before delivery
1298,,2024-08-31,2024-09-03,2024-09-01,delivered,web,high,EUR,invoice,CGN1,München,München,169.99,0,12.9,2.9,1,,call before delivery
1299,246,2025-09-01,2025-09-14,2025-09-11,delivered,web,normal,USD,invoice,HH1,Köln,Köln,1336.46,15,4.9,0,8,,leave at gate
1300,27,2026-01-20,2026-01-26,2026-01-23,shipped,web,rush,EUR,prepay,HH1,Köln,Köln,1885.48,0,4.9,0,10,PO-2025-01300,call before delivery
1301,208,2025-03-06,2025-03-13,2025-03-10,delivered,edi,normal,CHF,paypal,MUC2,München,München,932.83,25,0,2.9,1,PO-2026-01301,
1302,85,2026-04-23,2026-04-27,,open,phone,rush,EUR,sepa,BER3,Frankfurt,Frankfurt,1334.65,0,7.9,2.9,5,PO-2024-01302,
1303,15,2025-06-30,2025-07-12,2025-07-10,shipped,partner,high,USD,prepay,MUC2,Hamburg,Hamburg,722.81,80,7.9,0,5,,call before delivery
1304,152,2025-07-31,2025-08-03,,open,edi,high,CHF,invoice,HH1,Köln,Köln,231.26,40,12.9,1.5,1,PO-2026-01304,
1305,216,2026-04-20,2026-05-02,2026-04-29,delivered,phone,normal,EUR,invoice,MUC2,Köln,Köln,351.81,0,0,0,8,,call before delivery
1306,123,2024-09-02,2024-09-14,2024-09-13,delivered,web,rush,CHF,prepay,BER3,München,München,3250.47,80,4.9,0,1,,leave at gate
1307,166,2025-07-14,2025-07-26,2025-07-26,delivered,phone,high,EUR,sepa,CGN1,Frankfurt,Frankfurt,797.87,0,4.9,1.5,9,PO-2026-01307,call before delivery
1308,17,2025-06-03,2025-06-15,,cancelled,store,normal,USD,prepay,BER3,Leipzig,Leipzig,2173.63,0,12.9,2.9,8,PO-2024-01308,leave at gate
1309,116,2026-03-28,2026-03-30,2026-03-30,delivered,partner,normal,EUR,card,CGN1,Stuttgart,Stuttgart,1482.14,0,0,0,2,PO-2025-01309,
1310,162,2024-04-18,2024-04-26,2024-04-23,delivered,phone,rush,EUR,sepa,HH1,Leipzig,Leipzig,1889.64,40,7.9,1.5,9,,
1311,84,2025-04-08,2025-04-12,2025-04-11,delivered,web,normal,EUR,sepa,HH1,Stuttgart,Stuttgart,523.71,0,0,0,3,,leave at gate
1312,56,2024-07-07,2024-07-17,2024-07-16,delivered,edi,normal,EUR,invoice,BER3,Stuttgart,Stuttgart,958.14,0,7.9,0,3,PO-2025-01312,
1313,125,2025-08-16,2025-08-28,2025-08-28,shipped,edi,rush,EUR,paypal,HH1,Frankfurt,Frankfurt,408.53,15,7.9,2.9,2,PO-2026-01313,call before delivery
1314,,2024-11-06,2024-11-12,2024-11-09,delivered,phone,normal,EUR,paypal,MUC2,Frankfurt,Frankfurt,2332.86,0,7.9,0,9,PO-2024-01314,
1315,40,2026-05-07,2026-05-19,2026-05-16,delivered,edi,normal,EUR,invoice,MUC2,München,München,1131.07,0,4.9,2.9,1,PO-2025-01315,leave at gate
1316,153,2025-04-10,2025-04-23,2025-04-21,delivered,store,normal,EUR,paypal,BER3,Berlin,Berlin,1185.87,0,0,0,12,,
1317,25,2024-08-13,2024-08-16,2024-08-16,shipped,partner,normal,EUR,invoice,MUC2,Berlin,Berlin,1026.79,0,0,0,12,,leave at gate
1318,2,2024-11-13,2024-11-24,2024-11-22,delivered,web,rush,CHF,invoice,CGN1,Köln,Köln,1397.68,25,12.9,0,9,PO-2025-01318,
1319,122,2024-02-23,2024-03-03,2024-03-02,shipped,phone,rush,EUR,paypal,CGN1,Hamburg,Hamburg,1057.72,40,7.9,1.5,11,PO-2026-01319,call before delivery
1320,141,2024-08-18,2024-08-23,2024-08-23,shipped,phone,rush,USD,sepa,HH1,München,München,345.96,80,0,0,12,,call before delivery
1321,198,2024-01-09,2024-01-12,2024-01-12,shipped,partner,rush,CHF,card,HH1,Berlin,Berlin,330.7,80,7.9,0,4,PO-2025-01321,
1322,238,2025-10-21,2025-10-26,2025-10-23,delivered,web,rush,EUR,invoice,HH1,München,München,921.7,0,4.9,1.5,9,PO-2026-01322,leave at gate
1323,175,2026-06-16,2026-06-25,2026-06-25,delivered,phone,rush,EUR,invoice,HH1,Stuttgart,Berlin,2514.97,15,7.9,0,5,,
1324,259,2025-05-12,2025-05-23,,cancelled,partner,normal,EUR,invoice,BER3,Berlin,Berlin,1878.17,0,12.9,1.5,4,PO-2025-01324,
1325,334,2025-12-21,2025-12-25,2025-12-25,delivered,partner,high,EUR,invoice,CGN1,München,München,6290.67,0,7.9,0,8,,leave at gate
1326,132,2024-08-26,2024-08-30,2024-08-29,delivered,edi,normal,CHF,invoice,MUC2,Berlin,Berlin,1148.62,40,7.9,1.5,6,PO-2024-01326,
1327,31,2024-11-14,2024-11-21,2024-11-20,delivered,store,normal,USD,paypal,BER3,München,München,1653.11,0,12.9,2.9,3,,
1328,177,2026-02-20,2026-02-25,2026-02-23,delivered,edi,rush,EUR,card,MUC2,Frankfurt,Leipzig,514.56,15,12.9,0,11,,leave at gate
1329,150,2025-12-19,2026-01-02,,open,web,rush,USD,paypal,BER3,Köln,Berlin,2970.0,0,7.9,0,3,PO-2024-01329,call before delivery
1330,55,2025-05-04,2025-05-17,2025-05-17,delivered,store,normal,EUR,invoice,BER3,Frankfurt,Frankfurt,62.23,80,4.9,0,4,,
1331,218,2026-02-07,2026-02-10,2026-02-08,shipped,partner,high,CHF,invoice,MUC2,Stuttgart,Stuttgart,944.98,0,12.9,0,4,PO-2026-01331,
1332,54,2026-01-11,2026-01-15,2026-01-15,delivered,partner,normal,USD,card,BER3,Leipzig,Hamburg,1218.47,0,7.9,1.5,5,PO-2024-01332,
1333,60,2025-11-14,2025-11-22,2025-11-22,delivered,edi,rush,EUR,prepay,CGN1,Hamburg,Hamburg,2558.58,25,12.9,0,4,,
1334,47,2026-05-25,2026-06-06,2026-06-03,shipped,edi,normal,USD,paypal,BER3,Hamburg,Hamburg,1794.55,0,4.9,1.5,8,,
1335,151,2024-12-06,2024-12-13,2024-12-11,shipped,store,normal,USD,card,MUC2,Frankfurt,Frankfurt,1707.58,80,4.9,2.9,6,,
1336,11,2025-02-24,2025-03-05,2025-03-02,shipped,web,normal,EUR,card,MUC2,Frankfurt,Frankfurt,1560.38,40,7.9,0,10,,leave at gate
1337,247,2025-06-02,2025-06-10,2025-06-08,shipped,web,normal,EUR,card,HH1,Hamburg,Hamburg,1160.11,0,12.9,2.9,1,,
1338,76,2026-03-18,2026-03-22,2026-03-19,delivered,edi,normal,CHF,prepay,CGN1,Köln,Köln,1811.95,40,12.9,0,10,,call before delivery
1339,90,2024-07-09,2024-07-15,2024-07-13,delivered,phone,rush,USD,paypal,HH1,Leipzig,Hamburg,994.17,40,7.9,1.5,7,PO-2025-01339,
1340,249,2024-09-20,2024-09-29,,open,web,high,EUR,sepa,HH1,Stuttgart,Stuttgart,3134.41,0,7.9,2.9,4,,
1341,307,2025-05-05,2025-05-07,2025-05-05,delivered,store,normal,CHF,card,HH1,Berlin,Berlin,1922.38,25,0,0,8,,leave at gate
1342,12,2024-08-09,2024-08-13,2024-08-11,shipped,partner,rush,CHF,card,BER3,Hamburg,Frankfurt,1339.61,15,0,0,6,,call before delivery
1343,337,2024-11-19,2024-11-25,2024-11-25,delivered,web,normal,CHF,card,BER3,Leipzig,Berlin,184.8,0,7.9,2.9,4,PO-2026-01343,leave at gate
1344,209,2025-02-06,2025-02-10,,cancelled,partner,high,EUR,card,MUC2,Berlin,Berlin,649.75,40,0,0,11,PO-2024-01344,
1345,142,2024-02-02,2024-02-14,2024-02-13,delivered,edi,rush,EUR,card,HH1,Leipzig,Leipzig,744.36,0,4.9,1.5,8,PO-2025-01345,
1346,256,2024-08-23,2024-08-27,2024-08-27,delivered,store,normal,EUR,invoice,BER3,Hamburg,Hamburg,1707.76,15,7.9,0,7,,
1347,145,2026-04-29,2026-05-13,2026-05-12,delivered,store,high,EUR,card,CGN1,Leipzig,Leipzig,259.16,0,12.9,2.9,5,PO-2024-01347,
1348,195,2024-02-11,2024-02-15,,open,store,normal,EUR,invoice,HH1,Leipzig,Leipzig,2258.55,15,7.9,0,11,PO-2025-01348,leave at gate
1349,137,2024-11-25,2024-12-07,,open,partner,normal,EUR,card,BER3,Köln,Köln,1438.33,0,0,0,3,PO-2026-01349,
1350,334,2024-05-24,2024-05-29,2024-05-29,delivered,store,rush,USD,paypal,BER3,München,München,2510.1,0,12.9,2.9,8,PO-2024-01350,
1351,1,2024-09-17,2024-09-20,2024-09-17,delivered,store,high,USD,paypal,HH1,Hamburg,Hamburg,2478.11,0,0,2.9,3,PO-2025-01351,call before delivery
1352,193,2025-07-19,2025-07-25,,open,phone,rush,EUR,prepay,HH1,Hamburg,Hamburg,621.27,0,12.9,2.9,8,PO-2026-01352,
1353,186,2026-04-17,2026-04-30,,open,phone,normal,EUR,card,CGN1,Leipzig,Leipzig,1762.75,40,12.9,0,11,,
1354,321,2024-02-19,2024-03-02,2024-02-29,delivered,phone,high,EUR,invoice,CGN1,Frankfurt,Frankfurt,260.62,0,12.9,2.9,3,PO-2025-01354,call before delivery
1355,111,2025-09-02,2025-09-16,2025-09-15,delivered,partner,high,USD,paypal,MUC2,Köln,Köln,1082.71,0,0,1.5,2,,
1356,127,2024-03-25,2024-03-31,,cancelled,partner,normal,USD,paypal,HH1,Berlin,Berlin,2595.15,0,4.9,0,7,PO-2024-01356,call before delivery
1357,72,2024-07-01,2024-07-13,2024-07-11,delivered,edi,normal,EUR,sepa,CGN1,Hamburg,Hamburg,1011.59,25,7.9,1.5,7,PO-2025-01357,leave at gate
1358,48,2024-04-19,2024-05-03,2024-05-01,delivered,store,rush,EUR,paypal,CGN1,Köln,Köln,3921.42,0,0,1.5,11,PO-2026-01358,leave at gate
1359,317,2024-07-01,2024-07-13,,cancelled,phone,normal,EUR,card,MUC2,Berlin,Berlin,1674.99,0,0,1.5,6,PO-2024-01359,leave at gate
1360,265,2024-04-10,2024-04-12,2024-04-09,shipped,partner,rush,EUR,invoice,MUC2,Berlin,Berlin,1925.33,0,4.9,0,7,,leave at gate
1361,349,2024-05-09,2024-05-23,2024-05-22,delivered,phone,rush,USD,prepay,CGN1,Leipzig,München,869.12,25,12.9,0,3,PO-2026-01361,leave at gate
1362,57,2025-07-13,2025-07-26,2025-07-25,delivered,web,normal,EUR,paypal,MUC2,Frankfurt,Frankfurt,1691.88,0,12.9,2.9,8,PO-2024-01362,call before delivery
1363,184,2025-04-18,2025-04-21,2025-04-21,delivered,store,rush,USD,card,BER3,Berlin,Berlin,1404.21,15,7.9,1.5,6,,call before delivery
1364,132,2024-10-31,2024-11-14,2024-11-12,delivered,phone,high,USD,prepay,MUC2,Berlin,Stuttgart,1221.28,0,12.9,0,6,PO-2026-01364,
1365,334,2025-03-15,2025-03-22,2025-03-19,delivered,edi,normal,CHF,paypal,CGN1,München,München,1091.72,80,4.9,2.9,8,,
1366,120,2024-02-28,2024-03-07,,cancelled,web,normal,EUR,invoice,HH1,Stuttgart,Stuttgart,1201.29,0,12.9,2.9,3,PO-2025-01366,leave at gate
1367,81,2024-07-14,2024-07-19,2024-07-18,shipped,store,high,EUR,prepay,CGN1,Köln,Köln,1942.69,25,7.9,0,9,PO-2026-01367,
1368,75,2026-04-21,2026-04-26,2026-04-24,delivered,partner,normal,EUR,prepay,BER3,Köln,Köln,1881.15,0,4.9,2.9,4,,
1369,70,2024-09-08,2024-09-10,2024-09-09,shipped,partner,high,EUR,sepa,BER3,Berlin,Hamburg,3308.17,15,12.9,1.5,6,,
1370,202,2024-02-28,2024-03-13,2024-03-11,delivered,edi,high,CHF,paypal,HH1,Köln,Köln,1620.61,40,7.9,1.5,2,PO-2026-01370,
1371,350,2024-04-05,2024-04-07,,cancelled,store,rush,EUR,card,MUC2,Frankfurt,Stuttgart,1232.62,0,12.9,1.5,1,,
1372,173,2024-10-17,2024-10-24,2024-10-22,delivered,partner,high,USD,sepa,HH1,Frankfurt,Frankfurt,1135.44,0,0,1.5,12,PO-2025-01372,call before delivery
1373,290,2025-05-25,2025-06-06,2025-06-05,delivered,store,rush,EUR,prepay,HH1,Berlin,Berlin,740.0,15,4.9,0,12,,
1374,115,2024-12-21,2025-01-01,2025-01-01,delivered,phone,normal,EUR,invoice,BER3,Stuttgart,Stuttgart,2080.07,40,4.9,2.9,6,PO-2024-01374,
1375,268,2026-03-02,2026-03-09,2026-03-09,delivered,phone,normal,EUR,card,MUC2,Leipzig,Leipzig,1043.0,80,0,0,6,,leave at gate
1376,277,2026-07-04,2026-07-16,2026-07-15,shipped,phone,normal,USD,card,BER3,Stuttgart,Stuttgart,1685.98,0,0,0,12,,
1377,179,2024-04-24,2024-04-26,,open,edi,normal,EUR,prepay,MUC2,Hamburg,Hamburg,1302.25,0,12.9,0,8,PO-2024-01377,call before delivery
1378,30,2024-11-19,2024-11-29,2024-11-28,shipped,web,rush,EUR,card,MUC2,Frankfurt,Frankfurt,1467.61,80,12.9,0,9,,
1379,92,2025-03-07,2025-03-20,,cancelled,store,high,USD,prepay,CGN1,Berlin,Berlin,840.87,15,7.9,2.9,3,,leave at gate
1380,331,2025-03-02,2025-03-06,2025-03-04,delivered,partner,normal,EUR,paypal,MUC2,Frankfurt,Frankfurt,259.38,40,7.9,2.9,8,PO-2024-01380,call before delivery
1381,,2026-07-16,2026-07-23,2026-07-20,delivered,store,rush,EUR,paypal,HH1,Berlin,Berlin,1379.18,0,7.9,2.9,12,,leave at gate
1382,83,2025-07-12,2025-07-20,2025-07-20,delivered,store,high,EUR,paypal,HH1,München,München,2426.86,0,4.9,0,11,PO-2026-01382,leave at gate
1383,285,2024-08-05,2024-08-08,,open,store,rush,EUR,paypal,CGN1,Stuttgart,Stuttgart,162.35,40,0,0,11,PO-2024-01383,
1384,96,2026-02-18,2026-03-02,2026-02-28,delivered,web,rush,EUR,invoice,HH1,Köln,Stuttgart,364.91,25,4.9,1.5,2,,
1385,,2025-12-20,2025-12-27,2025-12-26,shipped,web,rush,CHF,invoice,HH1,Köln,Köln,7093.77,40,12.9,0,9,PO-2026-01385,call before delivery
