shipment_id,route_id,depot_id,consignee,promised_at,delivered_at,delay_min,weight_kg,status
578,119,3,Südhandel 578,2025-06-30 09:30:00,2025-06-30 09:25:00,-5,305.7,delivered
579,119,3,Westlog 579,2025-06-30 10:45:00,2025-06-30 11:10:00,25,95.9,delivered
580,119,3,Ostbau 580,2025-06-30 11:45:00,2025-06-30 11:55:00,10,154.0,delivered
581,119,3,Alpin 581,2025-06-30 12:30:00,2025-06-30 12:25:00,-5,35.8,delivered
582,119,3,Hanse 582,2025-06-30 13:00:00,2025-06-30 13:55:00,55,57.4,late
583,119,3,Rhein 583,2025-06-30 14:15:00,2025-06-30 14:10:00,-5,289.7,delivered
584,120,6,Südhandel 584,2025-05-16 09:45:00,2025-05-16 10:10:00,25,288.9,exception
585,120,6,Westlog 585,2025-05-16 10:00:00,2025-05-16 10:10:00,10,193.1,delivered
586,120,6,Ostbau 586,2025-05-16 11:45:00,2025-05-16 11:25:00,-20,202.1,delivered
587,120,6,Alpin 587,2025-05-16 12:00:00,2025-05-16 12:00:00,0,322.6,delivered
588,121,6,Südhandel 588,2025-05-30 09:00:00,2025-05-30 09:55:00,55,319.2,late
589,121,6,Westlog 589,2025-05-30 10:45:00,,,110.8,exception
590,121,6,Ostbau 590,2025-05-30 11:00:00,2025-05-30 10:40:00,-20,180.8,delivered
591,121,6,Alpin 591,2025-05-30 12:00:00,2025-05-30 12:25:00,25,210.2,exception
592,122,8,Südhandel 592,2025-04-27 09:30:00,,,122.4,delivered
593,122,8,Westlog 593,2025-04-27 10:30:00,2025-04-27 10:40:00,10,159.4,delivered
594,122,8,Ostbau 594,2025-04-27 11:45:00,2025-04-27 11:25:00,-20,196.5,delivered
595,122,8,Alpin 595,2025-04-27 12:30:00,2025-04-27 12:55:00,25,406.0,delivered
596,122,8,Hanse 596,2025-04-27 13:15:00,2025-04-27 14:10:00,55,354.0,exception
597,123,7,Südhandel 597,2025-04-09 09:00:00,2025-04-09 09:10:00,10,220.6,delivered
598,123,7,Westlog 598,2025-04-09 10:15:00,2025-04-09 10:15:00,0,367.1,delivered
599,123,7,Ostbau 599,2025-04-09 11:45:00,,,36.0,late
600,123,7,Alpin 600,2025-04-09 12:45:00,2025-04-09 13:10:00,25,29.5,exception
601,123,7,Hanse 601,2025-04-09 13:00:00,2025-04-09 13:55:00,55,137.0,exception
602,124,7,Südhandel 602,2025-04-30 09:00:00,2025-04-30 09:00:00,0,361.4,delivered
603,124,7,Westlog 603,2025-04-30 10:30:00,2025-04-30 10:10:00,-20,262.8,delivered
604,124,7,Ostbau 604,2025-04-30 11:00:00,2025-04-30 10:55:00,-5,239.6,delivered
605,125,8,Südhandel 605,2025-06-23 09:45:00,2025-06-23 09:25:00,-20,226.4,delivered
606,125,8,Westlog 606,2025-06-23 10:45:00,2025-06-23 10:55:00,10,159.8,delivered
607,125,8,Ostbau 607,2025-06-23 11:00:00,,,322.7,exception
608,126,1,Südhandel 608,2025-05-20 09:45:00,2025-05-20 09:40:00,-5,230.3,delivered
609,126,1,Westlog 609,2025-05-20 10:30:00,2025-05-20 10:30:00,0,235.9,delivered
610,126,1,Ostbau 610,2025-05-20 11:00:00,2025-05-20 11:00:00,0,219.8,delivered
611,126,1,Alpin 611,2025-05-20 12:30:00,,,405.5,late
612,126,1,Hanse 612,2025-05-20 13:30:00,2025-05-20 13:25:00,-5,255.9,delivered
613,126,1,Rhein 613,2025-05-20 14:45:00,2025-05-20 14:40:00,-5,118.1,delivered
614,126,1,Main 614,2025-05-20 15:30:00,2025-05-20 15:30:00,0,164.7,delivered
615,127,4,Südhandel 615,2025-05-13 09:00:00,2025-05-13 09:25:00,25,322.0,exception
616,127,4,Westlog 616,2025-05-13 10:45:00,2025-05-13 10:25:00,-20,271.7,delivered
617,127,4,Ostbau 617,2025-05-13 11:15:00,2025-05-13 11:25:00,10,369.2,delivered
618,127,4,Alpin 618,2025-05-13 12:00:00,2025-05-13 11:40:00,-20,58.3,delivered
619,127,4,Hanse 619,2025-05-13 13:15:00,2025-05-13 13:10:00,-5,250.9,delivered
620,127,4,Rhein 620,2025-05-13 14:00:00,2025-05-13 14:10:00,10,402.0,delivered
621,127,4,Main 621,2025-05-13 15:45:00,2025-05-13 16:10:00,25,186.1,delivered
622,128,6,Südhandel 622,2025-06-07 09:30:00,2025-06-07 09:30:00,0,288.3,delivered
623,128,6,Westlog 623,2025-06-07 10:30:00,2025-06-07 10:55:00,25,351.9,exception
624,128,6,Ostbau 624,2025-06-07 11:45:00,2025-06-07 11:45:00,0,313.8,delivered
625,128,6,Alpin 625,2025-06-07 12:45:00,2025-06-07 13:40:00,55,397.9,late
626,128,6,Hanse 626,2025-06-07 13:15:00,2025-06-07 13:40:00,25,138.2,exception
627,129,2,Südhandel 627,2025-04-24 09:00:00,2025-04-24 08:55:00,-5,181.3,delivered
628,129,2,Westlog 628,2025-04-24 10:15:00,2025-04-24 10:15:00,0,125.5,delivered
629,129,2,Ostbau 629,2025-04-24 11:15:00,,,180.9,delivered
630,129,2,Alpin 630,2025-04-24 12:30:00,2025-04-24 12:30:00,0,128.1,delivered
631,129,2,Hanse 631,2025-04-24 13:45:00,2025-04-24 13:40:00,-5,417.2,delivered
632,129,2,Rhein 632,2025-04-24 14:30:00,2025-04-24 14:30:00,0,299.4,delivered
633,129,2,Main 633,2025-04-24 15:00:00,2025-04-24 15:10:00,10,56.4,delivered
634,130,3,Südhandel 634,2025-04-22 09:45:00,2025-04-22 09:25:00,-20,355.5,delivered
635,130,3,Westlog 635,2025-04-22 10:30:00,2025-04-22 10:55:00,25,146.7,late
636,130,3,Ostbau 636,2025-04-22 11:15:00,2025-04-22 12:10:00,55,200.9,late
637,131,6,Südhandel 637,2025-04-17 09:45:00,2025-04-17 09:25:00,-20,315.4,delivered
638,131,6,Westlog 638,2025-04-17 10:30:00,2025-04-17 10:55:00,25,296.4,delivered
639,131,6,Ostbau 639,2025-04-17 11:45:00,2025-04-17 11:40:00,-5,39.5,delivered
640,131,6,Alpin 640,2025-04-17 12:30:00,2025-04-17 13:25:00,55,37.6,late
641,131,6,Hanse 641,2025-04-17 13:45:00,2025-04-17 13:40:00,-5,45.0,delivered
642,131,6,Rhein 642,2025-04-17 14:00:00,2025-04-17 13:40:00,-20,16.7,delivered
643,131,6,Main 643,2025-04-17 15:45:00,2025-04-17 16:40:00,55,57.2,late
644,132,5,Südhandel 644,2025-05-26 09:00:00,2025-05-26 08:40:00,-20,297.2,delivered
645,132,5,Westlog 645,2025-05-26 10:00:00,2025-05-26 09:55:00,-5,397.4,delivered
646,132,5,Ostbau 646,2025-05-26 11:00:00,2025-05-26 11:10:00,10,183.5,delivered
647,132,5,Alpin 647,2025-05-26 12:45:00,2025-05-26 12:25:00,-20,385.8,delivered
648,132,5,Hanse 648,2025-05-26 13:30:00,2025-05-26 13:55:00,25,134.0,delivered
649,132,5,Rhein 649,2025-05-26 14:00:00,2025-05-26 14:55:00,55,255.2,delivered
650,133,6,Südhandel 650,2025-05-31 09:45:00,2025-05-31 09:25:00,-20,279.0,delivered
651,133,6,Westlog 651,2025-05-31 10:15:00,2025-05-31 10:40:00,25,355.6,exception
652,133,6,Ostbau 652,2025-05-31 11:15:00,2025-05-31 11:10:00,-5,266.7,delivered
653,133,6,Alpin 653,2025-05-31 12:00:00,2025-05-31 12:10:00,10,285.9,delivered
654,134,6,Südhandel 654,2025-06-13 09:30:00,2025-06-13 10:25:00,55,381.8,late
655,134,6,Westlog 655,2025-06-13 10:15:00,2025-06-13 11:10:00,55,147.2,delivered
656,134,6,Ostbau 656,2025-06-13 11:15:00,2025-06-13 11:25:00,10,153.1,delivered
657,135,6,Südhandel 657,2025-05-30 09:30:00,2025-05-30 09:40:00,10,160.3,delivered
658,135,6,Westlog 658,2025-05-30 10:15:00,2025-05-30 10:10:00,-5,296.7,delivered
659,135,6,Ostbau 659,2025-05-30 11:00:00,2025-05-30 10:55:00,-5,57.1,delivered
660,135,6,Alpin 660,2025-05-30 12:30:00,2025-05-30 12:55:00,25,61.4,delivered
661,135,6,Hanse 661,2025-05-30 13:30:00,2025-05-30 13:30:00,0,144.8,delivered
662,136,3,Südhandel 662,2025-04-24 09:00:00,2025-04-24 09:00:00,0,257.8,delivered
663,136,3,Westlog 663,2025-04-24 10:15:00,2025-04-24 09:55:00,-20,403.3,delivered
664,136,3,Ostbau 664,2025-04-24 11:45:00,,,158.9,delivered
665,136,3,Alpin 665,2025-04-24 12:00:00,2025-04-24 12:00:00,0,168.1,delivered
666,137,1,Südhandel 666,2025-04-12 09:00:00,2025-04-12 09:25:00,25,299.3,delivered
667,137,1,Westlog 667,2025-04-12 10:30:00,2025-04-12 10:10:00,-20,245.1,delivered
668,137,1,Ostbau 668,2025-04-12 11:00:00,2025-04-12 11:00:00,0,372.4,delivered
669,138,1,Südhandel 669,2025-05-19 09:15:00,2025-05-19 09:25:00,10,353.3,delivered
670,138,1,Westlog 670,2025-05-19 10:45:00,2025-05-19 10:55:00,10,296.7,delivered
671,138,1,Ostbau 671,2025-05-19 11:45:00,,,294.1,exception
672,138,1,Alpin 672,2025-05-19 12:15:00,2025-05-19 12:15:00,0,152.1,delivered
673,138,1,Hanse 673,2025-05-19 13:00:00,2025-05-19 12:40:00,-20,329.3,delivered
674,138,1,Rhein 674,2025-05-19 14:15:00,2025-05-19 14:15:00,0,411.9,delivered
675,139,6,Südhandel 675,2025-06-04 09:15:00,2025-06-04 09:15:00,0,93.4,delivered
676,139,6,Westlog 676,2025-06-04 10:30:00,2025-06-04 11:25:00,55,121.6,delivered
677,139,6,Ostbau 677,2025-06-04 11:30:00,2025-06-04 11:10:00,-20,123.7,delivered
678,139,6,Alpin 678,2025-06-04 12:15:00,2025-06-04 11:55:00,-20,29.6,delivered
679,139,6,Hanse 679,2025-06-04 13:00:00,2025-06-04 13:00:00,0,57.9,delivered
680,139,6,Rhein 680,2025-06-04 14:00:00,2025-06-04 13:55:00,-5,322.7,delivered
681,139,6,Main 681,2025-06-04 15:45:00,2025-06-04 16:40:00,55,75.2,delivered
682,140,5,Südhandel 682,2025-06-19 09:00:00,2025-06-19 09:55:00,55,197.9,exception
683,140,5,Westlog 683,2025-06-19 10:30:00,2025-06-19 11:25:00,55,240.2,exception
684,140,5,Ostbau 684,2025-06-19 11:15:00,2025-06-19 11:40:00,25,58.7,late
685,141,4,Südhandel 685,2025-04-11 09:00:00,2025-04-11 09:10:00,10,178.7,delivered
686,141,4,Westlog 686,2025-04-11 10:45:00,2025-04-11 10:25:00,-20,384.4,delivered
687,141,4,Ostbau 687,2025-04-11 11:00:00,2025-04-11 11:00:00,0,193.7,delivered
688,141,4,Alpin 688,2025-04-11 12:30:00,2025-04-11 12:30:00,0,26.3,delivered
689,141,4,Hanse 689,2025-04-11 13:00:00,2025-04-11 13:55:00,55,198.5,delivered
690,141,4,Rhein 690,2025-04-11 14:15:00,2025-04-11 14:10:00,-5,125.2,delivered
691,142,6,Südhandel 691,2025-04-23 09:45:00,2025-04-23 09:55:00,10,70.5,delivered
692,142,6,Westlog 692,2025-04-23 10:45:00,2025-04-23 10:25:00,-20,416.3,delivered
693,142,6,Ostbau 693,2025-04-23 11:30:00,2025-04-23 11:10:00,-20,217.2,delivered
694,142,6,Alpin 694,2025-04-23 12:45:00,2025-04-23 13:40:00,55,176.6,late
695,142,6,Hanse 695,2025-04-23 13:30:00,2025-04-23 14:25:00,55,76.3,exception
696,143,5,Südhandel 696,2025-04-07 09:30:00,2025-04-07 10:25:00,55,391.1,exception
697,143,5,Westlog 697,2025-04-07 10:30:00,2025-04-07 10:40:00,10,50.8,delivered
698,143,5,Ostbau 698,2025-04-07 11:00:00,2025-04-07 10:40:00,-20,143.3,delivered
699,144,4,Südhandel 699,2025-04-18 09:00:00,2025-04-18 09:55:00,55,341.4,late
700,144,4,Westlog 700,2025-04-18 10:30:00,2025-04-18 10:40:00,10,47.4,delivered
701,144,4,Ostbau 701,2025-04-18 11:30:00,2025-04-18 11:55:00,25,206.3,delivered
702,144,4,Alpin 702,2025-04-18 12:30:00,2025-04-18 12:10:00,-20,240.4,delivered
703,144,4,Hanse 703,2025-04-18 13:45:00,2025-04-18 14:10:00,25,210.2,exception
704,144,4,Rhein 704,2025-04-18 14:45:00,2025-04-18 15:10:00,25,411.7,late
705,144,4,Main 705,2025-04-18 15:00:00,2025-04-18 15:00:00,0,279.8,delivered
706,145,3,Südhandel 706,2025-04-26 09:45:00,2025-04-26 09:45:00,0,131.9,delivered
707,145,3,Westlog 707,2025-04-26 10:45:00,2025-04-26 10:40:00,-5,145.1,delivered
708,145,3,Ostbau 708,2025-04-26 11:30:00,2025-04-26 11:10:00,-20,357.1,delivered
709,145,3,Alpin 709,2025-04-26 12:30:00,2025-04-26 13:25:00,55,285.9,delivered
710,145,3,Hanse 710,2025-04-26 13:15:00,2025-04-26 13:25:00,10,343.5,delivered
711,145,3,Rhein 711,2025-04-26 14:30:00,2025-04-26 14:10:00,-20,174.9,delivered
712,146,5,Südhandel 712,2025-06-17 09:45:00,2025-06-17 09:25:00,-20,240.1,delivered
713,146,5,Westlog 713,2025-06-17 10:45:00,2025-06-17 10:45:00,0,416.8,delivered
714,146,5,Ostbau 714,2025-06-17 11:15:00,2025-06-17 11:10:00,-5,239.3,delivered
715,146,5,Alpin 715,2025-06-17 12:30:00,2025-06-17 12:10:00,-20,113.7,delivered
716,146,5,Hanse 716,2025-06-17 13:30:00,2025-06-17 13:10:00,-20,64.0,delivered
717,147,8,Südhandel 717,2025-04-28 09:00:00,2025-04-28 09:10:00,10,185.4,delivered
718,147,8,Westlog 718,2025-04-28 10:15:00,2025-04-28 10:15:00,0,342.4,delivered
719,147,8,Ostbau 719,2025-04-28 11:45:00,2025-04-28 11:55:00,10,371.2,delivered
720,147,8,Alpin 720,2025-04-28 12:45:00,2025-04-28 12:40:00,-5,152.7,delivered
721,148,2,Südhandel 721,2025-05-27 09:45:00,2025-05-27 09:25:00,-20,285.0,delivered
722,148,2,Westlog 722,2025-05-27 10:15:00,2025-05-27 10:25:00,10,90.8,delivered
723,148,2,Ostbau 723,2025-05-27 11:15:00,2025-05-27 11:40:00,25,406.9,exception
724,148,2,Alpin 724,2025-05-27 12:00:00,2025-05-27 12:00:00,0,369.2,delivered
725,149,5,Südhandel 725,2025-04-06 09:30:00,2025-04-06 09:10:00,-20,245.0,delivered
726,149,5,Westlog 726,2025-04-06 10:30:00,2025-04-06 10:25:00,-5,13.1,delivered
727,149,5,Ostbau 727,2025-04-06 11:00:00,2025-04-06 11:55:00,55,210.2,exception
728,149,5,Alpin 728,2025-04-06 12:45:00,2025-04-06 12:25:00,-20,377.5,delivered
729,149,5,Hanse 729,2025-04-06 13:15:00,2025-04-06 13:15:00,0,298.6,delivered
730,149,5,Rhein 730,2025-04-06 14:00:00,2025-04-06 14:10:00,10,371.0,delivered
731,149,5,Main 731,2025-04-06 15:15:00,2025-04-06 15:40:00,25,137.4,delivered
732,150,6,Südhandel 732,2025-04-26 09:15:00,,,157.0,delivered
733,150,6,Westlog 733,2025-04-26 10:15:00,2025-04-26 10:15:00,0,109.4,delivered
734,150,6,Ostbau 734,2025-04-26 11:15:00,2025-04-26 12:10:00,55,254.5,exception
735,151,3,Südhandel 735,2025-04-21 09:45:00,2025-04-21 09:40:00,-5,28.4,delivered
736,151,3,Westlog 736,2025-04-21 10:15:00,2025-04-21 10:15:00,0,163.1,delivered
737,151,3,Ostbau 737,2025-04-21 11:45:00,2025-04-21 11:55:00,10,241.9,delivered
738,151,3,Alpin 738,2025-04-21 12:15:00,2025-04-21 12:10:00,-5,49.8,delivered
739,151,3,Hanse 739,2025-04-21 13:30:00,2025-04-21 13:40:00,10,312.4,delivered
740,151,3,Rhein 740,2025-04-21 14:30:00,2025-04-21 14:40:00,10,280.4,delivered
741,152,1,Südhandel 741,2025-06-21 09:45:00,2025-06-21 10:40:00,55,112.7,exception
742,152,1,Westlog 742,2025-06-21 10:15:00,2025-06-21 10:40:00,25,205.9,late
743,152,1,Ostbau 743,2025-06-21 11:00:00,2025-06-21 10:40:00,-20,308.9,delivered
744,152,1,Alpin 744,2025-06-21 12:15:00,2025-06-21 11:55:00,-20,130.5,delivered
745,152,1,Hanse 745,2025-06-21 13:30:00,2025-06-21 13:25:00,-5,273.2,delivered
746,152,1,Rhein 746,2025-06-21 14:15:00,2025-06-21 14:40:00,25,223.9,exception
747,153,4,Südhandel 747,2025-06-19 09:30:00,2025-06-19 09:30:00,0,343.2,delivered
748,153,4,Westlog 748,2025-06-19 10:45:00,,,231.4,delivered
749,153,4,Ostbau 749,2025-06-19 11:30:00,2025-06-19 11:40:00,10,114.1,delivered
750,153,4,Alpin 750,2025-06-19 12:45:00,2025-06-19 12:45:00,0,238.6,delivered
751,153,4,Hanse 751,2025-06-19 13:30:00,2025-06-19 13:30:00,0,212.2,delivered
752,153,4,Rhein 752,2025-06-19 14:15:00,2025-06-19 14:10:00,-5,254.9,delivered
753,154,4,Südhandel 753,2025-05-11 09:15:00,2025-05-11 09:40:00,25,140.5,exception
754,154,4,Westlog 754,2025-05-11 10:00:00,2025-05-11 09:40:00,-20,86.3,delivered
755,154,4,Ostbau 755,2025-05-11 11:30:00,2025-05-11 11:30:00,0,246.6,delivered
756,155,1,Südhandel 756,2025-04-10 09:30:00,2025-04-10 09:25:00,-5,409.6,delivered
757,155,1,Westlog 757,2025-04-10 10:15:00,2025-04-10 11:10:00,55,124.8,exception
758,155,1,Ostbau 758,2025-04-10 11:00:00,2025-04-10 11:00:00,0,49.3,delivered
759,155,1,Alpin 759,2025-04-10 12:30:00,2025-04-10 12:55:00,25,36.8,delivered
760,155,1,Hanse 760,2025-04-10 13:30:00,2025-04-10 13:25:00,-5,301.8,delivered
761,156,7,Südhandel 761,2025-05-29 09:15:00,2025-05-29 09:25:00,10,82.3,delivered
762,156,7,Westlog 762,2025-05-29 10:00:00,2025-05-29 10:10:00,10,251.8,delivered
763,156,7,Ostbau 763,2025-05-29 11:30:00,,,303.3,exception
764,156,7,Alpin 764,2025-05-29 12:30:00,2025-05-29 12:40:00,10,51.2,delivered
765,156,7,Hanse 765,2025-05-29 13:00:00,2025-05-29 13:55:00,55,95.4,late
766,156,7,Rhein 766,2025-05-29 14:45:00,2025-05-29 15:10:00,25,71.3,late
767,157,1,Südhandel 767,2025-05-28 09:30:00,2025-05-28 09:25:00,-5,241.4,delivered
768,157,1,Westlog 768,2025-05-28 10:45:00,2025-05-28 11:40:00,55,58.6,delivered
769,157,1,Ostbau 769,2025-05-28 11:15:00,2025-05-28 11:25:00,10,248.2,delivered
770,157,1,Alpin 770,2025-05-28 12:30:00,2025-05-28 12:30:00,0,357.4,delivered
771,157,1,Hanse 771,2025-05-28 13:30:00,2025-05-28 13:25:00,-5,100.9,delivered
772,157,1,Rhein 772,2025-05-28 14:30:00,2025-05-28 14:25:00,-5,266.3,delivered
773,157,1,Main 773,2025-05-28 15:30:00,2025-05-28 15:30:00,0,257.0,delivered
774,158,7,Südhandel 774,2025-05-26 09:30:00,,,271.1,exception
775,158,7,Westlog 775,2025-05-26 10:45:00,2025-05-26 10:40:00,-5,180.1,delivered
776,158,7,Ostbau 776,2025-05-26 11:00:00,2025-05-26 10:40:00,-20,342.0,delivered
777,158,7,Alpin 777,2025-05-26 12:45:00,2025-05-26 12:45:00,0,105.2,delivered
778,158,7,Hanse 778,2025-05-26 13:45:00,2025-05-26 13:25:00,-20,99.5,delivered
779,159,3,Südhandel 779,2025-04-01 09:45:00,2025-04-01 10:10:00,25,275.3,late
780,159,3,Westlog 780,2025-04-01 10:30:00,2025-04-01 10:25:00,-5,397.1,delivered
781,159,3,Ostbau 781,2025-04-01 11:00:00,2025-04-01 11:25:00,25,381.1,exception
782,160,5,Südhandel 782,2025-06-26 09:30:00,2025-06-26 09:10:00,-20,112.3,delivered
783,160,5,Westlog 783,2025-06-26 10:15:00,2025-06-26 10:15:00,0,174.3,delivered
784,160,5,Ostbau 784,2025-06-26 11:15:00,2025-06-26 11:10:00,-5,369.0,delivered
785,160,5,Alpin 785,2025-06-26 12:45:00,2025-06-26 12:45:00,0,287.2,delivered
786,160,5,Hanse 786,2025-06-26 13:15:00,2025-06-26 13:25:00,10,359.8,delivered
787,161,3,Südhandel 787,2025-05-21 09:30:00,2025-05-21 09:10:00,-20,189.6,delivered
788,161,3,Westlog 788,2025-05-21 10:30:00,2025-05-21 10:30:00,0,323.0,delivered
789,161,3,Ostbau 789,2025-05-21 11:00:00,2025-05-21 10:40:00,-20,367.1,delivered
790,161,3,Alpin 790,2025-05-21 12:15:00,2025-05-21 12:10:00,-5,358.7,delivered
791,161,3,Hanse 791,2025-05-21 13:45:00,2025-05-21 13:25:00,-20,336.3,delivered
792,162,7,Südhandel 792,2025-04-12 09:00:00,2025-04-12 08:40:00,-20,65.9,delivered
793,162,7,Westlog 793,2025-04-12 10:00:00,2025-04-12 10:55:00,55,135.0,delivered
794,162,7,Ostbau 794,2025-04-12 11:45:00,2025-04-12 11:25:00,-20,86.9,delivered
795,162,7,Alpin 795,2025-04-12 12:15:00,2025-04-12 12:15:00,0,275.6,delivered
796,162,7,Hanse 796,2025-04-12 13:00:00,2025-04-12 12:55:00,-5,47.1,delivered
797,162,7,Rhein 797,2025-04-12 14:45:00,2025-04-12 15:10:00,25,107.7,exception
798,163,2,Südhandel 798,2025-05-22 09:15:00,,,101.9,delivered
799,163,2,Westlog 799,2025-05-22 10:30:00,2025-05-22 10:55:00,25,354.9,exception
800,163,2,Ostbau 800,2025-05-22 11:45:00,2025-05-22 12:40:00,55,137.4,exception
801,163,2,Alpin 801,2025-05-22 12:30:00,2025-05-22 13:25:00,55,284.1,late
802,163,2,Hanse 802,2025-05-22 13:30:00,2025-05-22 13:30:00,0,330.3,delivered
803,163,2,Rhein 803,2025-05-22 14:00:00,2025-05-22 14:00:00,0,183.0,delivered
804,163,2,Main 804,2025-05-22 15:30:00,2025-05-22 15:10:00,-20,65.0,delivered
805,164,3,Südhandel 805,2025-06-14 09:00:00,2025-06-14 09:55:00,55,410.8,late
806,164,3,Westlog 806,2025-06-14 10:30:00,2025-06-14 10:25:00,-5,177.9,delivered
807,164,3,Ostbau 807,2025-06-14 11:30:00,2025-06-14 11:55:00,25,414.7,exception
808,164,3,Alpin 808,2025-06-14 12:15:00,2025-06-14 12:15:00,0,345.9,delivered
809,165,8,Südhandel 809,2025-06-21 09:00:00,2025-06-21 09:25:00,25,242.9,delivered
810,165,8,Westlog 810,2025-06-21 10:15:00,2025-06-21 10:40:00,25,160.9,delivered
811,165,8,Ostbau 811,2025-06-21 11:00:00,2025-06-21 11:25:00,25,318.8,delivered
812,165,8,Alpin 812,2025-06-21 12:45:00,2025-06-21 12:45:00,0,100.5,delivered
813,166,1,Südhandel 813,2025-04-24 09:30:00,2025-04-24 09:30:00,0,277.2,delivered
814,166,1,Westlog 814,2025-04-24 10:45:00,2025-04-24 11:40:00,55,70.3,late
815,166,1,Ostbau 815,2025-04-24 11:45:00,2025-04-24 12:10:00,25,184.5,exception
816,166,1,Alpin 816,2025-04-24 12:45:00,2025-04-24 12:40:00,-5,14.0,delivered
817,166,1,Hanse 817,2025-04-24 13:15:00,2025-04-24 13:40:00,25,215.4,exception
818,166,1,Rhein 818,2025-04-24 14:00:00,2025-04-24 13:40:00,-20,366.5,delivered
819,166,1,Main 819,2025-04-24 15:15:00,2025-04-24 14:55:00,-20,391.7,delivered
820,167,8,Südhandel 820,2025-06-17 09:45:00,2025-06-17 09:25:00,-20,161.6,delivered
821,167,8,Westlog 821,2025-06-17 10:00:00,2025-06-17 10:55:00,55,42.2,exception
822,167,8,Ostbau 822,2025-06-17 11:30:00,2025-06-17 11:30:00,0,338.1,delivered
823,168,5,Südhandel 823,2025-04-25 09:15:00,2025-04-25 10:10:00,55,156.4,delivered
824,168,5,Westlog 824,2025-04-25 10:00:00,2025-04-25 10:10:00,10,346.0,delivered
825,168,5,Ostbau 825,2025-04-25 11:15:00,,,304.4,late
826,169,5,Südhandel 826,2025-05-13 09:45:00,2025-05-13 10:40:00,55,279.9,late
827,169,5,Westlog 827,2025-05-13 10:00:00,2025-05-13 10:00:00,0,342.5,delivered
828,169,5,Ostbau 828,2025-05-13 11:45:00,,,377.9,late
829,169,5,Alpin 829,2025-05-13 12:15:00,2025-05-13 11:55:00,-20,181.7,delivered
830,169,5,Hanse 830,2025-05-13 13:45:00,2025-05-13 13:45:00,0,71.6,delivered
831,169,5,Rhein 831,2025-05-13 14:15:00,2025-05-13 14:15:00,0,191.6,delivered
832,170,7,Südhandel 832,2025-05-07 09:15:00,2025-05-07 10:10:00,55,119.3,exception
833,170,7,Westlog 833,2025-05-07 10:45:00,2025-05-07 10:40:00,-5,75.4,delivered
834,170,7,Ostbau 834,2025-05-07 11:45:00,2025-05-07 11:25:00,-20,140.7,delivered
835,170,7,Alpin 835,2025-05-07 12:00:00,2025-05-07 12:00:00,0,173.3,delivered
836,170,7,Hanse 836,2025-05-07 13:45:00,2025-05-07 13:45:00,0,391.9,delivered
837,171,6,Südhandel 837,2025-04-01 09:15:00,2025-04-01 10:10:00,55,224.2,exception
838,171,6,Westlog 838,2025-04-01 10:30:00,2025-04-01 10:55:00,25,58.9,delivered
839,171,6,Ostbau 839,2025-04-01 11:15:00,2025-04-01 11:10:00,-5,315.9,delivered
840,171,6,Alpin 840,2025-04-01 12:15:00,2025-04-01 12:15:00,0,27.6,delivered
841,171,6,Hanse 841,2025-04-01 13:30:00,2025-04-01 13:25:00,-5,300.4,delivered
842,172,7,Südhandel 842,2025-06-02 09:15:00,2025-06-02 09:10:00,-5,363.0,delivered
843,172,7,Westlog 843,2025-06-02 10:15:00,2025-06-02 10:15:00,0,327.5,delivered
844,172,7,Ostbau 844,2025-06-02 11:45:00,2025-06-02 11:40:00,-5,46.9,delivered
845,173,1,Südhandel 845,2025-04-24 09:00:00,,,290.0,exception
846,173,1,Westlog 846,2025-04-24 10:15:00,2025-04-24 10:15:00,0,242.2,delivered
847,173,1,Ostbau 847,2025-04-24 11:00:00,2025-04-24 11:00:00,0,193.7,delivered
848,173,1,Alpin 848,2025-04-24 12:45:00,2025-04-24 12:40:00,-5,36.7,delivered
849,173,1,Hanse 849,2025-04-24 13:30:00,2025-04-24 13:10:00,-20,63.8,delivered
850,174,3,Südhandel 850,2025-06-08 09:45:00,2025-06-08 10:40:00,55,263.8,late
851,174,3,Westlog 851,2025-06-08 10:00:00,2025-06-08 10:55:00,55,196.7,exception
852,174,3,Ostbau 852,2025-06-08 11:15:00,2025-06-08 11:15:00,0,40.6,delivered
853,174,3,Alpin 853,2025-06-08 12:30:00,,,265.8,exception
854,174,3,Hanse 854,2025-06-08 13:30:00,2025-06-08 13:10:00,-20,189.1,delivered
855,174,3,Rhein 855,2025-06-08 14:15:00,2025-06-08 13:55:00,-20,183.3,delivered
856,175,2,Südhandel 856,2025-05-01 09:30:00,2025-05-01 09:40:00,10,277.5,delivered
857,175,2,Westlog 857,2025-05-01 10:15:00,2025-05-01 10:40:00,25,374.7,late
858,175,2,Ostbau 858,2025-05-01 11:45:00,2025-05-01 11:40:00,-5,158.2,delivered
859,175,2,Alpin 859,2025-05-01 12:45:00,2025-05-01 12:40:00,-5,36.7,delivered
860,175,2,Hanse 860,2025-05-01 13:15:00,2025-05-01 13:15:00,0,30.8,delivered
861,176,4,Südhandel 861,2025-05-19 09:30:00,2025-05-19 09:40:00,10,140.2,delivered
862,176,4,Westlog 862,2025-05-19 10:00:00,2025-05-19 10:10:00,10,138.5,delivered
863,176,4,Ostbau 863,2025-05-19 11:30:00,2025-05-19 11:25:00,-5,353.7,delivered
864,176,4,Alpin 864,2025-05-19 12:15:00,2025-05-19 11:55:00,-20,128.5,delivered
