stop_id,route_id,shipment_id,seq,city,leg_km,dwell_min,arrived_at,departed_at
616,127,616,2,Leipzig,34.5,9,2025-05-13 10:25:00,2025-05-13 10:34:00
617,127,617,3,Berlin,28.4,32,2025-05-13 11:25:00,2025-05-13 11:57:00
618,127,618,4,München,17.3,20,2025-05-13 11:40:00,2025-05-13 12:00:00
619,127,619,5,Hamburg,17.8,7,2025-05-13 13:10:00,2025-05-13 13:17:00
620,127,620,6,Köln,42.5,22,2025-05-13 14:10:00,2025-05-13 14:32:00
621,127,621,7,Frankfurt,15.8,18,2025-05-13 16:10:00,2025-05-13 16:28:00
622,128,622,1,Hamburg,16.1,22,2025-06-07 09:30:00,2025-06-07 09:52:00
623,128,623,2,Hamburg,47.8,30,2025-06-07 10:55:00,2025-06-07 11:25:00
624,128,624,3,Stuttgart,31.3,16,2025-06-07 11:45:00,2025-06-07 12:01:00
625,128,625,4,Köln,43.8,18,2025-06-07 13:40:00,2025-06-07 13:58:00
626,128,626,5,Hamburg,31.0,14,2025-06-07 13:40:00,2025-06-07 13:54:00
627,129,627,1,München,46.3,12,2025-04-24 08:55:00,2025-04-24 09:07:00
628,129,628,2,Hamburg,4.8,25,2025-04-24 10:15:00,2025-04-24 10:40:00
629,129,629,3,München,22.2,23,2025-04-24 11:10:00,2025-04-24 11:33:00
630,129,630,4,München,34.8,19,2025-04-24 12:30:00,2025-04-24 12:49:00
631,129,631,5,Frankfurt,22.0,27,2025-04-24 13:40:00,2025-04-24 14:07:00
632,129,632,6,Stuttgart,13.8,6,2025-04-24 14:30:00,2025-04-24 14:36:00
633,129,633,7,München,4.6,6,2025-04-24 15:10:00,2025-04-24 15:16:00
634,130,634,1,Leipzig,40.8,14,2025-04-22 09:25:00,2025-04-22 09:39:00
635,130,635,2,München,18.4,21,2025-04-22 10:55:00,2025-04-22 11:16:00
636,130,636,3,Berlin,40.6,32,2025-04-22 12:10:00,2025-04-22 12:42:00
637,131,637,1,Berlin,10.4,31,2025-04-17 09:25:00,2025-04-17 09:56:00
638,131,638,2,Hamburg,33.0,33,2025-04-17 10:55:00,2025-04-17 11:28:00
639,131,639,3,München,14.9,24,2025-04-17 11:40:00,2025-04-17 12:04:00
640,131,640,4,Stuttgart,25.0,10,2025-04-17 13:25:00,2025-04-17 13:35:00
641,131,641,5,Berlin,22.7,16,2025-04-17 13:40:00,2025-04-17 13:56:00
642,131,642,6,Stuttgart,4.6,9,2025-04-17 13:40:00,2025-04-17 13:49:00
643,131,643,7,Köln,32.0,11,2025-04-17 16:40:00,2025-04-17 16:51:00
644,132,644,1,Frankfurt,44.8,35,2025-05-26 08:40:00,2025-05-26 09:15:00
645,132,645,2,München,18.7,10,2025-05-26 09:55:00,2025-05-26 10:05:00
646,132,646,3,Hamburg,36.6,34,2025-05-26 11:10:00,2025-05-26 11:44:00
647,132,647,4,Stuttgart,32.2,11,2025-05-26 12:25:00,2025-05-26 12:36:00
648,132,648,5,München,40.7,31,2025-05-26 13:55:00,2025-05-26 14:26:00
649,132,649,6,Stuttgart,26.4,34,2025-05-26 14:55:00,2025-05-26 15:29:00
650,133,650,1,Leipzig,25.7,20,2025-05-31 09:25:00,2025-05-31 09:45:00
651,133,651,2,Hamburg,41.5,25,2025-05-31 10:40:00,2025-05-31 11:05:00
652,133,652,3,Hamburg,38.3,26,2025-05-31 11:10:00,2025-05-31 11:36:00
653,133,653,4,Leipzig,29.4,20,2025-05-31 12:10:00,2025-05-31 12:30:00
654,134,654,1,Leipzig,14.4,28,2025-06-13 10:25:00,2025-06-13 10:53:00
655,134,655,2,Hamburg,45.3,9,2025-06-13 11:10:00,2025-06-13 11:19:00
656,134,656,3,Leipzig,26.7,21,2025-06-13 11:25:00,2025-06-13 11:46:00
657,135,657,1,Berlin,13.4,21,2025-05-30 09:40:00,2025-05-30 10:01:00
658,135,658,2,Hamburg,24.7,14,2025-05-30 10:10:00,2025-05-30 10:24:00
659,135,659,3,Stuttgart,35.4,4,2025-05-30 10:55:00,2025-05-30 10:59:00
660,135,660,4,Leipzig,27.7,24,2025-05-30 12:55:00,2025-05-30 13:19:00
661,135,661,5,Köln,31.6,27,2025-05-30 13:30:00,2025-05-30 13:57:00
662,136,662,1,Hamburg,34.4,19,2025-04-24 09:00:00,2025-04-24 09:19:00
663,136,663,2,Frankfurt,19.6,20,2025-04-24 09:55:00,2025-04-24 10:15:00
664,136,664,3,Köln,32.7,26,2025-04-24 12:10:00,2025-04-24 12:36:00
665,136,665,4,München,17.4,27,2025-04-24 12:00:00,2025-04-24 12:27:00
666,137,666,1,München,22.9,11,2025-04-12 09:25:00,2025-04-12 09:36:00
667,137,667,2,Leipzig,7.8,34,2025-04-12 10:10:00,2025-04-12 10:44:00
668,137,668,3,Leipzig,15.2,11,2025-04-12 11:00:00,2025-04-12 11:11:00
669,138,669,1,Hamburg,41.6,24,2025-05-19 09:25:00,2025-05-19 09:49:00
670,138,670,2,Stuttgart,22.0,32,2025-05-19 10:55:00,2025-05-19 11:27:00
671,138,671,3,Köln,41.9,16,2025-05-19 12:10:00,2025-05-19 12:26:00
672,138,672,4,Hamburg,11.7,6,2025-05-19 12:15:00,2025-05-19 12:21:00
673,138,673,5,Frankfurt,42.3,35,2025-05-19 12:40:00,2025-05-19 13:15:00
674,138,674,6,Leipzig,39.7,12,2025-05-19 14:15:00,2025-05-19 14:27:00
675,139,675,1,Hamburg,35.0,34,2025-06-04 09:15:00,2025-06-04 09:49:00
676,139,676,2,Leipzig,32.7,7,2025-06-04 11:25:00,2025-06-04 11:32:00
677,139,677,3,Frankfurt,43.6,28,2025-06-04 11:10:00,2025-06-04 11:38:00
678,139,678,4,Frankfurt,30.3,8,2025-06-04 11:55:00,2025-06-04 12:03:00
679,139,679,5,Berlin,5.2,5,2025-06-04 13:00:00,2025-06-04 13:05:00
680,139,680,6,Frankfurt,19.5,12,2025-06-04 13:55:00,2025-06-04 14:07:00
681,139,681,7,Berlin,22.4,19,2025-06-04 16:40:00,2025-06-04 16:59:00
682,140,682,1,Stuttgart,30.9,16,2025-06-19 09:55:00,2025-06-19 10:11:00
683,140,683,2,Köln,19.1,29,2025-06-19 11:25:00,2025-06-19 11:54:00
684,140,684,3,Frankfurt,15.1,12,2025-06-19 11:40:00,2025-06-19 11:52:00
685,141,685,1,München,10.0,26,2025-04-11 09:10:00,2025-04-11 09:36:00
686,141,686,2,Leipzig,4.9,15,2025-04-11 10:25:00,2025-04-11 10:40:00
687,141,687,3,München,48.0,25,2025-04-11 11:00:00,2025-04-11 11:25:00
688,141,688,4,Köln,42.6,24,2025-04-11 12:30:00,2025-04-11 12:54:00
689,141,689,5,Stuttgart,37.4,17,2025-04-11 13:55:00,2025-04-11 14:12:00
690,141,690,6,Frankfurt,7.8,7,2025-04-11 14:10:00,2025-04-11 14:17:00
691,142,691,1,Köln,39.6,29,2025-04-23 09:55:00,2025-04-23 10:24:00
692,142,692,2,Köln,14.2,12,2025-04-23 10:25:00,2025-04-23 10:37:00
693,142,693,3,Hamburg,19.2,6,2025-04-23 11:10:00,2025-04-23 11:16:00
694,142,694,4,München,27.5,21,2025-04-23 13:40:00,2025-04-23 14:01:00
695,142,695,5,Hamburg,14.8,33,2025-04-23 14:25:00,2025-04-23 14:58:00
696,143,696,1,Berlin,47.0,26,2025-04-07 10:25:00,2025-04-07 10:51:00
697,143,697,2,Leipzig,37.2,28,2025-04-07 10:40:00,2025-04-07 11:08:00
698,143,698,3,Köln,36.1,9,2025-04-07 10:40:00,2025-04-07 10:49:00
699,144,699,1,Berlin,32.2,25,2025-04-18 09:55:00,2025-04-18 10:20:00
700,144,700,2,Berlin,36.1,33,2025-04-18 10:40:00,2025-04-18 11:13:00
701,144,701,3,München,30.1,13,2025-04-18 11:55:00,2025-04-18 12:08:00
702,144,702,4,München,16.9,22,2025-04-18 12:10:00,2025-04-18 12:32:00
703,144,703,5,Leipzig,15.6,7,2025-04-18 14:10:00,2025-04-18 14:17:00
704,144,704,6,Berlin,38.2,31,2025-04-18 15:10:00,2025-04-18 15:41:00
705,144,705,7,Frankfurt,34.2,5,2025-04-18 15:00:00,2025-04-18 15:05:00
706,145,706,1,München,19.2,4,2025-04-26 09:45:00,2025-04-26 09:49:00
707,145,707,2,Leipzig,8.8,11,2025-04-26 10:40:00,2025-04-26 10:51:00
708,145,708,3,Hamburg,46.8,28,2025-04-26 11:10:00,2025-04-26 11:38:00
709,145,709,4,Köln,40.2,15,2025-04-26 13:25:00,2025-04-26 13:40:00
710,145,710,5,Köln,14.9,10,2025-04-26 13:25:00,2025-04-26 13:35:00
711,145,711,6,Berlin,5.3,34,2025-04-26 14:10:00,2025-04-26 14:44:00
712,146,712,1,München,36.2,30,2025-06-17 09:25:00,2025-06-17 09:55:00
713,146,713,2,Hamburg,22.6,10,2025-06-17 10:45:00,2025-06-17 10:55:00
714,146,714,3,Köln,25.5,34,2025-06-17 11:10:00,2025-06-17 11:44:00
715,146,715,4,München,26.8,16,2025-06-17 12:10:00,2025-06-17 12:26:00
716,146,716,5,Frankfurt,20.4,23,2025-06-17 13:10:00,2025-06-17 13:33:00
717,147,717,1,Berlin,6.7,9,2025-04-28 09:10:00,2025-04-28 09:19:00
718,147,718,2,Berlin,28.0,16,2025-04-28 10:15:00,2025-04-28 10:31:00
719,147,719,3,Frankfurt,22.4,12,2025-04-28 11:55:00,2025-04-28 12:07:00
720,147,720,4,Berlin,28.5,27,2025-04-28 12:40:00,2025-04-28 13:07:00
721,148,721,1,Frankfurt,43.8,11,2025-05-27 09:25:00,2025-05-27 09:36:00
722,148,722,2,Stuttgart,31.0,29,2025-05-27 10:25:00,2025-05-27 10:54:00
723,148,723,3,Leipzig,16.7,32,2025-05-27 11:40:00,2025-05-27 12:12:00
724,148,724,4,Frankfurt,22.9,31,2025-05-27 12:00:00,2025-05-27 12:31:00
725,149,725,1,Hamburg,28.7,15,2025-04-06 09:10:00,2025-04-06 09:25:00
726,149,726,2,Berlin,45.1,16,2025-04-06 10:25:00,2025-04-06 10:41:00
727,149,727,3,Frankfurt,31.2,35,2025-04-06 11:55:00,2025-04-06 12:30:00
728,149,728,4,Leipzig,37.0,35,2025-04-06 12:25:00,2025-04-06 13:00:00
729,149,729,5,Berlin,37.5,19,2025-04-06 13:15:00,2025-04-06 13:34:00
730,149,730,6,Berlin,6.8,12,2025-04-06 14:10:00,2025-04-06 14:22:00
731,149,731,7,Hamburg,40.7,16,2025-04-06 15:40:00,2025-04-06 15:56:00
732,150,732,1,Berlin,40.5,26,2025-04-26 09:40:00,2025-04-26 10:06:00
733,150,733,2,Stuttgart,28.7,33,2025-04-26 10:15:00,2025-04-26 10:48:00
734,150,734,3,Berlin,15.3,23,2025-04-26 12:10:00,2025-04-26 12:33:00
735,151,735,1,Stuttgart,38.8,15,2025-04-21 09:40:00,2025-04-21 09:55:00
736,151,736,2,Stuttgart,26.8,17,2025-04-21 10:15:00,2025-04-21 10:32:00
737,151,737,3,Berlin,41.4,24,2025-04-21 11:55:00,2025-04-21 12:19:00
738,151,738,4,Köln,38.3,29,2025-04-21 12:10:00,2025-04-21 12:39:00
739,151,739,5,Köln,20.4,20,2025-04-21 13:40:00,2025-04-21 14:00:00
740,151,740,6,München,42.8,25,2025-04-21 14:40:00,2025-04-21 15:05:00
741,152,741,1,München,25.5,22,2025-06-21 10:40:00,2025-06-21 11:02:00
742,152,742,2,Frankfurt,38.3,32,2025-06-21 10:40:00,2025-06-21 11:12:00
743,152,743,3,Leipzig,21.2,17,2025-06-21 10:40:00,2025-06-21 10:57:00
744,152,744,4,Leipzig,14.8,34,2025-06-21 11:55:00,2025-06-21 12:29:00
745,152,745,5,Berlin,29.7,20,2025-06-21 13:25:00,2025-06-21 13:45:00
746,152,746,6,München,7.2,32,2025-06-21 14:40:00,2025-06-21 15:12:00
747,153,747,1,München,7.9,5,2025-06-19 09:30:00,2025-06-19 09:35:00
748,153,748,2,Berlin,23.0,28,2025-06-19 10:25:00,2025-06-19 10:53:00
749,153,749,3,Köln,26.8,25,2025-06-19 11:40:00,2025-06-19 12:05:00
750,153,750,4,München,38.7,4,2025-06-19 12:45:00,2025-06-19 12:49:00
751,153,751,5,Köln,40.8,29,2025-06-19 13:30:00,2025-06-19 13:59:00
752,153,752,6,Frankfurt,37.5,27,2025-06-19 14:10:00,2025-06-19 14:37:00
753,154,753,1,Stuttgart,36.4,11,2025-05-11 09:40:00,2025-05-11 09:51:00
754,154,754,2,München,20.4,24,2025-05-11 09:40:00,2025-05-11 10:04:00
755,154,755,3,Berlin,33.1,13,2025-05-11 11:30:00,2025-05-11 11:43:00
756,155,756,1,München,11.7,20,2025-04-10 09:25:00,2025-04-10 09:45:00
757,155,757,2,München,32.9,20,2025-04-10 11:10:00,2025-04-10 11:30:00
758,155,758,3,Leipzig,24.7,30,2025-04-10 11:00:00,2025-04-10 11:30:00
759,155,759,4,Köln,18.5,10,2025-04-10 12:55:00,2025-04-10 13:05:00
760,155,760,5,Hamburg,13.0,28,2025-04-10 13:25:00,2025-04-10 13:53:00
761,156,761,1,Stuttgart,45.2,29,2025-05-29 09:25:00,2025-05-29 09:54:00
762,156,762,2,Hamburg,5.8,35,2025-05-29 10:10:00,2025-05-29 10:45:00
763,156,763,3,München,18.9,10,2025-05-29 11:10:00,2025-05-29 11:20:00
764,156,764,4,Frankfurt,12.8,16,2025-05-29 12:40:00,2025-05-29 12:56:00
765,156,765,5,Stuttgart,27.4,7,2025-05-29 13:55:00,2025-05-29 14:02:00
766,156,766,6,Stuttgart,41.2,32,2025-05-29 15:10:00,2025-05-29 15:42:00
767,157,767,1,Köln,5.5,6,2025-05-28 09:25:00,2025-05-28 09:31:00
768,157,768,2,Leipzig,13.1,30,2025-05-28 11:40:00,2025-05-28 12:10:00
769,157,769,3,München,14.4,7,2025-05-28 11:25:00,2025-05-28 11:32:00
770,157,770,4,Stuttgart,5.5,34,2025-05-28 12:30:00,2025-05-28 13:04:00
771,157,771,5,Stuttgart,6.2,35,2025-05-28 13:25:00,2025-05-28 14:00:00
772,157,772,6,Hamburg,34.3,26,2025-05-28 14:25:00,2025-05-28 14:51:00
773,157,773,7,Stuttgart,31.2,9,2025-05-28 15:30:00,2025-05-28 15:39:00
774,158,774,1,Frankfurt,46.0,8,2025-05-26 09:10:00,2025-05-26 09:18:00
775,158,775,2,Berlin,12.6,10,2025-05-26 10:40:00,2025-05-26 10:50:00
776,158,776,3,München,41.1,32,2025-05-26 10:40:00,2025-05-26 11:12:00
777,158,777,4,München,8.2,23,2025-05-26 12:45:00,2025-05-26 13:08:00
778,158,778,5,München,16.4,11,2025-05-26 13:25:00,2025-05-26 13:36:00
779,159,779,1,Stuttgart,42.2,10,2025-04-01 10:10:00,2025-04-01 10:20:00
780,159,780,2,Stuttgart,22.1,26,2025-04-01 10:25:00,2025-04-01 10:51:00
781,159,781,3,Frankfurt,45.5,35,2025-04-01 11:25:00,2025-04-01 12:00:00
782,160,782,1,Hamburg,11.6,17,2025-06-26 09:10:00,2025-06-26 09:27:00
783,160,783,2,Hamburg,11.2,27,2025-06-26 10:15:00,2025-06-26 10:42:00
784,160,784,3,Frankfurt,38.7,23,2025-06-26 11:10:00,2025-06-26 11:33:00
785,160,785,4,Köln,27.6,7,2025-06-26 12:45:00,2025-06-26 12:52:00
786,160,786,5,Hamburg,12.1,6,2025-06-26 13:25:00,2025-06-26 13:31:00
787,161,787,1,Hamburg,41.2,22,2025-05-21 09:10:00,2025-05-21 09:32:00
788,161,788,2,Berlin,6.7,12,2025-05-21 10:30:00,2025-05-21 10:42:00
789,161,789,3,Köln,17.4,7,2025-05-21 10:40:00,2025-05-21 10:47:00
790,161,790,4,Stuttgart,22.2,5,2025-05-21 12:10:00,2025-05-21 12:15:00
791,161,791,5,München,16.0,28,2025-05-21 13:25:00,2025-05-21 13:53:00
792,162,792,1,Hamburg,44.2,16,2025-04-12 08:40:00,2025-04-12 08:56:00
793,162,793,2,Hamburg,15.4,22,2025-04-12 10:55:00,2025-04-12 11:17:00
794,162,794,3,Stuttgart,4.9,8,2025-04-12 11:25:00,2025-04-12 11:33:00
795,162,795,4,Stuttgart,30.8,4,2025-04-12 12:15:00,2025-04-12 12:19:00
796,162,796,5,Hamburg,27.1,12,2025-04-12 12:55:00,2025-04-12 13:07:00
797,162,797,6,Hamburg,6.5,19,2025-04-12 15:10:00,2025-04-12 15:29:00
798,163,798,1,Leipzig,18.5,33,2025-05-22 09:10:00,2025-05-22 09:43:00
799,163,799,2,Köln,28.1,15,2025-05-22 10:55:00,2025-05-22 11:10:00
800,163,800,3,Stuttgart,42.2,12,2025-05-22 12:40:00,2025-05-22 12:52:00
801,163,801,4,Berlin,17.2,8,2025-05-22 13:25:00,2025-05-22 13:33:00
802,163,802,5,Stuttgart,21.8,23,2025-05-22 13:30:00,2025-05-22 13:53:00
803,163,803,6,Köln,14.3,29,2025-05-22 14:00:00,2025-05-22 14:29:00
804,163,804,7,Frankfurt,31.1,20,2025-05-22 15:10:00,2025-05-22 15:30:00
805,164,805,1,München,30.6,11,2025-06-14 09:55:00,2025-06-14 10:06:00
806,164,806,2,München,43.2,21,2025-06-14 10:25:00,2025-06-14 10:46:00
807,164,807,3,Köln,24.0,23,2025-06-14 11:55:00,2025-06-14 12:18:00
808,164,808,4,Frankfurt,38.0,32,2025-06-14 12:15:00,2025-06-14 12:47:00
809,165,809,1,Frankfurt,34.9,32,2025-06-21 09:25:00,2025-06-21 09:57:00
810,165,810,2,München,24.9,11,2025-06-21 10:40:00,2025-06-21 10:51:00
811,165,811,3,Berlin,31.7,24,2025-06-21 11:25:00,2025-06-21 11:49:00
812,165,812,4,Leipzig,40.6,4,2025-06-21 12:45:00,2025-06-21 12:49:00
813,166,813,1,Leipzig,29.2,23,2025-04-24 09:30:00,2025-04-24 09:53:00
814,166,814,2,Frankfurt,47.2,18,2025-04-24 11:40:00,2025-04-24 11:58:00
815,166,815,3,Hamburg,20.6,12,2025-04-24 12:10:00,2025-04-24 12:22:00
816,166,816,4,Stuttgart,25.2,17,2025-04-24 12:40:00,2025-04-24 12:57:00
817,166,817,5,Köln,9.7,31,2025-04-24 13:40:00,2025-04-24 14:11:00
818,166,818,6,Stuttgart,31.6,23,2025-04-24 13:40:00,2025-04-24 14:03:00
819,166,819,7,Frankfurt,4.2,27,2025-04-24 14:55:00,2025-04-24 15:22:00
820,167,820,1,Leipzig,10.2,27,2025-06-17 09:25:00,2025-06-17 09:52:00
821,167,821,2,Hamburg,36.6,24,2025-06-17 10:55:00,2025-06-17 11:19:00
822,167,822,3,Stuttgart,14.5,28,2025-06-17 11:30:00,2025-06-17 11:58:00
823,168,823,1,München,5.8,17,2025-04-25 10:10:00,2025-04-25 10:27:00
824,168,824,2,Köln,4.6,14,2025-04-25 10:10:00,2025-04-25 10:24:00
825,168,825,3,München,24.7,24,2025-04-25 12:10:00,2025-04-25 12:34:00
826,169,826,1,Frankfurt,35.2,24,2025-05-13 10:40:00,2025-05-13 11:04:00
827,169,827,2,Hamburg,18.6,31,2025-05-13 10:00:00,2025-05-13 10:31:00
828,169,828,3,Frankfurt,24.5,25,2025-05-13 11:55:00,2025-05-13 12:20:00
829,169,829,4,München,31.4,20,2025-05-13 11:55:00,2025-05-13 12:15:00
830,169,830,5,Stuttgart,42.1,30,2025-05-13 13:45:00,2025-05-13 14:15:00
831,169,831,6,Stuttgart,5.1,26,2025-05-13 14:15:00,2025-05-13 14:41:00
832,170,832,1,Stuttgart,16.4,6,2025-05-07 10:10:00,2025-05-07 10:16:00
833,170,833,2,Frankfurt,38.1,28,2025-05-07 10:40:00,2025-05-07 11:08:00
834,170,834,3,München,32.6,9,2025-05-07 11:25:00,2025-05-07 11:34:00
835,170,835,4,Köln,16.1,33,2025-05-07 12:00:00,2025-05-07 12:33:00
836,170,836,5,München,7.4,7,2025-05-07 13:45:00,2025-05-07 13:52:00
837,171,837,1,Hamburg,14.1,6,2025-04-01 10:10:00,2025-04-01 10:16:00
838,171,838,2,Leipzig,45.8,4,2025-04-01 10:55:00,2025-04-01 10:59:00
839,171,839,3,Köln,11.3,22,2025-04-01 11:10:00,2025-04-01 11:32:00
840,171,840,4,München,44.8,19,2025-04-01 12:15:00,2025-04-01 12:34:00
841,171,841,5,Hamburg,33.5,21,2025-04-01 13:25:00,2025-04-01 13:46:00
842,172,842,1,Frankfurt,43.4,23,2025-06-02 09:10:00,2025-06-02 09:33:00
843,172,843,2,Frankfurt,8.9,28,2025-06-02 10:15:00,2025-06-02 10:43:00
844,172,844,3,München,44.2,33,2025-06-02 11:40:00,2025-06-02 12:13:00
845,173,845,1,Frankfurt,7.7,31,2025-04-24 09:00:00,2025-04-24 09:31:00
846,173,846,2,Berlin,44.5,8,2025-04-24 10:15:00,2025-04-24 10:23:00
847,173,847,3,München,47.2,22,2025-04-24 11:00:00,2025-04-24 11:22:00
848,173,848,4,Leipzig,5.5,21,2025-04-24 12:40:00,2025-04-24 13:01:00
849,173,849,5,Frankfurt,27.9,24,2025-04-24 13:10:00,2025-04-24 13:34:00
850,174,850,1,Frankfurt,25.1,9,2025-06-08 10:40:00,2025-06-08 10:49:00
851,174,851,2,Frankfurt,46.1,16,2025-06-08 10:55:00,2025-06-08 11:11:00
852,174,852,3,Stuttgart,19.3,28,2025-06-08 11:15:00,2025-06-08 11:43:00
853,174,853,4,München,31.8,22,2025-06-08 13:25:00,2025-06-08 13:47:00
854,174,854,5,Frankfurt,25.7,14,2025-06-08 13:10:00,2025-06-08 13:24:00
855,174,855,6,Leipzig,32.8,7,2025-06-08 13:55:00,2025-06-08 14:02:00
856,175,856,1,Berlin,25.4,25,2025-05-01 09:40:00,2025-05-01 10:05:00
857,175,857,2,Berlin,18.6,7,2025-05-01 10:40:00,2025-05-01 10:47:00
858,175,858,3,Berlin,10.4,6,2025-05-01 11:40:00,2025-05-01 11:46:00
859,175,859,4,Leipzig,8.0,16,2025-05-01 12:40:00,2025-05-01 12:56:00
860,175,860,5,Stuttgart,9.6,18,2025-05-01 13:15:00,2025-05-01 13:33:00
861,176,861,1,Leipzig,14.2,7,2025-05-19 09:40:00,2025-05-19 09:47:00
862,176,862,2,München,41.1,4,2025-05-19 10:10:00,2025-05-19 10:14:00
863,176,863,3,Leipzig,41.8,5,2025-05-19 11:25:00,2025-05-19 11:30:00
864,176,864,4,Hamburg,40.1,29,2025-05-19 11:55:00,2025-05-19 12:24:00
865,176,865,5,Hamburg,43.4,16,2025-05-19 12:55:00,2025-05-19 13:11:00
866,177,866,1,Köln,39.6,30,2025-04-18 10:10:00,2025-04-18 10:40:00
867,177,867,2,Berlin,19.8,35,2025-04-18 10:55:00,2025-04-18 11:30:00
868,177,868,3,Hamburg,16.7,29,2025-04-18 11:25:00,2025-04-18 11:54:00
869,177,869,4,Hamburg,25.4,26,2025-04-18 12:40:00,2025-04-18 13:06:00
870,178,870,1,Berlin,15.7,8,2025-06-01 10:10:00,2025-06-01 10:18:00
871,178,871,2,Hamburg,30.0,28,2025-06-01 10:15:00,2025-06-01 10:43:00
872,178,872,3,Stuttgart,18.5,23,2025-06-01 11:55:00,2025-06-01 12:18:00
873,179,873,1,Leipzig,40.5,33,2025-06-08 09:25:00,2025-06-08 09:58:00
874,179,874,2,Stuttgart,10.6,12,2025-06-08 09:55:00,2025-06-08 10:07:00
875,179,875,3,Berlin,19.0,13,2025-06-08 11:45:00,2025-06-08 11:58:00
876,179,876,4,Köln,40.5,30,2025-06-08 12:00:00,2025-06-08 12:30:00
877,179,877,5,Berlin,30.2,29,2025-06-08 13:55:00,2025-06-08 14:24:00
878,179,878,6,Stuttgart,12.9,11,2025-06-08 15:25:00,2025-06-08 15:36:00
879,179,879,7,Stuttgart,39.3,31,2025-06-08 14:55:00,2025-06-08 15:26:00
880,180,880,1,Hamburg,21.8,9,2025-06-06 09:55:00,2025-06-06 10:04:00
881,180,881,2,Stuttgart,15.3,12,2025-06-06 11:10:00,2025-06-06 11:22:00
882,180,882,3,München,33.2,25,2025-06-06 10:55:00,2025-06-06 11:20:00
883,180,883,4,München,16.6,8,2025-06-06 12:25:00,2025-06-06 12:33:00
884,180,884,5,Frankfurt,10.5,31,2025-06-06 13:40:00,2025-06-06 14:11:00
885,181,885,1,Hamburg,17.2,34,2025-04-22 10:25:00,2025-04-22 10:59:00
886,181,886,2,Berlin,44.1,30,2025-04-22 10:25:00,2025-04-22 10:55:00
887,181,887,3,Frankfurt,16.9,23,2025-04-22 11:10:00,2025-04-22 11:33:00
888,181,888,4,Stuttgart,22.5,13,2025-04-22 12:55:00,2025-04-22 13:08:00
889,182,889,1,Berlin,43.0,10,2025-05-22 09:10:00,2025-05-22 09:20:00
890,182,890,2,Frankfurt,10.0,13,2025-05-22 10:00:00,2025-05-22 10:13:00
891,182,891,3,Frankfurt,38.4,21,2025-05-22 12:25:00,2025-05-22 12:46:00
892,182,892,4,Frankfurt,47.0,27,2025-05-22 12:40:00,2025-05-22 13:07:00
893,183,893,1,Hamburg,46.2,8,2025-06-26 09:45:00,2025-06-26 09:53:00
894,183,894,2,Frankfurt,36.4,29,2025-06-26 10:40:00,2025-06-26 11:09:00
895,183,895,3,München,9.7,27,2025-06-26 11:40:00,2025-06-26 12:07:00
896,184,896,1,Frankfurt,41.7,24,2025-06-22 09:10:00,2025-06-22 09:34:00
897,184,897,2,München,24.4,5,2025-06-22 09:55:00,2025-06-22 10:00:00
898,184,898,3,Berlin,10.8,26,2025-06-22 10:40:00,2025-06-22 11:06:00
899,184,899,4,Köln,13.6,25,2025-06-22 13:10:00,2025-06-22 13:35:00
900,185,900,1,Leipzig,6.7,5,2025-05-19 09:40:00,2025-05-19 09:45:00
901,185,901,2,Stuttgart,7.3,6,2025-05-19 10:15:00,2025-05-19 10:21:00
902,185,902,3,Stuttgart,6.0,26,2025-05-19 11:40:00,2025-05-19 12:06:00
903,185,903,4,Hamburg,29.3,33,2025-05-19 12:10:00,2025-05-19 12:43:00
904,185,904,5,München,4.4,4,2025-05-19 13:45:00,2025-05-19 13:49:00
905,185,905,6,München,30.6,22,2025-05-19 14:25:00,2025-05-19 14:47:00
906,185,906,7,Stuttgart,45.0,18,2025-05-19 14:40:00,2025-05-19 14:58:00
907,186,907,1,Frankfurt,9.1,27,2025-06-23 09:10:00,2025-06-23 09:37:00
908,186,908,2,Köln,30.2,29,2025-06-23 09:55:00,2025-06-23 10:24:00
909,186,909,3,München,28.0,21,2025-06-23 12:25:00,2025-06-23 12:46:00
910,186,910,4,Frankfurt,28.1,19,2025-06-23 12:25:00,2025-06-23 12:44:00
911,186,911,5,München,36.8,28,2025-06-23 13:15:00,2025-06-23 13:43:00
912,186,912,6,Berlin,43.6,17,2025-06-23 14:10:00,2025-06-23 14:27:00
913,187,913,1,Berlin,38.7,35,2025-06-10 09:55:00,2025-06-10 10:30:00
914,187,914,2,Köln,40.0,29,2025-06-10 11:10:00,2025-06-10 11:39:00
915,187,915,3,Stuttgart,13.4,14,2025-06-10 11:40:00,2025-06-10 11:54:00
916,187,916,4,Hamburg,27.9,13,2025-06-10 11:40:00,2025-06-10 11:53:00
917,188,917,1,Stuttgart,27.2,19,2025-05-16 10:40:00,2025-05-16 10:59:00
918,188,918,2,Frankfurt,33.4,24,2025-05-16 10:10:00,2025-05-16 10:34:00
919,188,919,3,Köln,30.9,23,2025-05-16 11:40:00,2025-05-16 12:03:00
920,188,920,4,Berlin,33.8,16,2025-05-16 12:25:00,2025-05-16 12:41:00
921,188,921,5,München,17.7,24,2025-05-16 14:25:00,2025-05-16 14:49:00
922,188,922,6,Stuttgart,45.5,16,2025-05-16 14:00:00,2025-05-16 14:16:00
923,188,923,7,Leipzig,28.8,19,2025-05-16 15:25:00,2025-05-16 15:44:00
