stop_nr,tour_nr,send_nr,lfd,ort,etappe_km,standzeit_min,ankunft,abfahrt
616,154,616,3,München,47.1,38,2025-05-04 11:40:00,2025-05-04 12:18:00
617,155,617,1,Köln,29.8,20,2025-02-04 08:00:00,2025-02-04 08:20:00
618,155,618,2,München,17.6,11,2025-02-04 09:10:00,2025-02-04 09:21:00
619,155,619,3,München,34.0,16,2025-02-04 10:05:00,2025-02-04 10:21:00
620,155,620,4,Leipzig,45.0,32,2025-02-04 11:18:00,2025-02-04 11:50:00
621,155,621,5,München,20.5,11,2025-02-04 12:20:00,2025-02-04 12:31:00
622,155,622,6,Stuttgart,23.2,9,2025-02-04 13:25:00,2025-02-04 13:34:00
623,156,623,1,Stuttgart,8.3,39,2025-04-11 09:30:00,2025-04-11 10:09:00
624,156,624,2,Stuttgart,52.9,35,2025-04-11 09:15:00,2025-04-11 09:50:00
625,156,625,3,Hamburg,34.8,18,2025-04-11 10:45:00,2025-04-11 11:03:00
626,157,626,1,Köln,19.8,23,2025-02-18 09:30:00,2025-02-18 09:53:00
627,157,627,2,Hamburg,8.8,20,2025-02-18 09:40:00,2025-02-18 10:00:00
628,158,628,1,München,27.8,4,2025-02-27 08:58:00,2025-02-27 09:02:00
629,158,629,2,Frankfurt,36.4,16,2025-02-27 09:40:00,2025-02-27 09:56:00
630,159,630,1,Stuttgart,46.5,40,2025-03-03 09:30:00,2025-03-03 10:10:00
631,159,631,2,Köln,23.3,37,2025-03-03 09:18:00,2025-03-03 09:55:00
632,159,632,3,Frankfurt,30.9,28,2025-03-03 10:38:00,2025-03-03 11:06:00
633,159,633,4,München,46.8,37,2025-03-03 11:18:00,2025-03-03 11:55:00
634,159,634,5,Köln,39.9,18,2025-03-03 12:25:00,2025-03-03 12:43:00
635,159,635,6,Leipzig,7.4,33,2025-03-03 13:25:00,2025-03-03 13:58:00
636,160,636,1,Köln,53.8,35,2025-03-17 08:40:00,2025-03-17 09:15:00
637,160,637,2,Berlin,15.0,19,2025-03-17 10:30:00,2025-03-17 10:49:00
638,161,638,1,Berlin,5.6,16,2025-02-28 08:00:00,2025-02-28 08:16:00
639,161,639,2,Stuttgart,7.3,26,2025-02-28 09:45:00,2025-02-28 10:11:00
640,161,640,3,Berlin,41.5,5,2025-02-28 10:18:00,2025-02-28 10:23:00
641,161,641,4,Köln,17.2,26,2025-02-28 11:38:00,2025-02-28 12:04:00
642,162,642,1,Köln,45.5,30,2025-02-21 08:25:00,2025-02-21 08:55:00
643,162,643,2,Frankfurt,19.4,26,2025-02-21 09:40:00,2025-02-21 10:06:00
644,162,644,3,Berlin,4.1,32,2025-02-21 11:00:00,2025-02-21 11:32:00
645,162,645,4,München,20.7,5,2025-02-21 10:45:00,2025-02-21 10:50:00
646,162,646,5,Berlin,15.3,40,2025-02-21 11:45:00,2025-02-21 12:25:00
647,162,647,6,Stuttgart,9.8,14,2025-02-21 15:10:00,2025-02-21 15:24:00
648,163,648,1,Berlin,41.4,8,2025-02-01 08:25:00,2025-02-01 08:33:00
649,163,649,2,Berlin,21.0,6,2025-02-01 09:10:00,2025-02-01 09:16:00
650,163,650,3,Frankfurt,33.4,34,2025-02-01 10:40:00,2025-02-01 11:14:00
651,163,651,4,Leipzig,43.5,6,2025-02-01 11:28:00,2025-02-01 11:34:00
652,164,652,1,Stuttgart,4.8,18,2025-01-13 08:10:00,2025-01-13 08:28:00
653,164,653,2,Leipzig,36.2,28,2025-01-13 10:20:00,2025-01-13 10:48:00
654,164,654,3,Köln,14.6,36,2025-01-13 10:18:00,2025-01-13 10:54:00
655,164,655,4,Hamburg,31.5,33,2025-01-13 12:50:00,2025-01-13 13:23:00
656,165,656,1,Berlin,19.8,36,2025-05-07 08:50:00,2025-05-07 09:26:00
657,165,657,2,Frankfurt,50.4,28,2025-05-07 09:58:00,2025-05-07 10:26:00
658,166,658,1,Frankfurt,13.7,21,2025-03-06 09:20:00,2025-03-06 09:41:00
659,166,659,2,Hamburg,54.0,27,2025-03-06 09:25:00,2025-03-06 09:52:00
660,166,660,3,München,20.0,16,2025-03-06 10:18:00,2025-03-06 10:34:00
661,166,661,4,München,16.7,27,2025-03-06 11:25:00,2025-03-06 11:52:00
662,166,662,5,Frankfurt,6.9,33,2025-03-06 12:25:00,2025-03-06 12:58:00
663,167,663,1,Berlin,26.1,22,2025-03-22 08:40:00,2025-03-22 09:02:00
664,167,664,2,Hamburg,21.7,25,2025-03-22 08:55:00,2025-03-22 09:20:00
665,167,665,3,München,7.2,28,2025-03-22 10:20:00,2025-03-22 10:48:00
666,167,666,4,Köln,27.3,14,2025-03-22 11:40:00,2025-03-22 11:54:00
667,168,667,1,Stuttgart,24.6,36,2025-04-23 08:00:00,2025-04-23 08:36:00
668,168,668,2,Berlin,34.7,17,2025-04-23 09:15:00,2025-04-23 09:32:00
669,169,669,1,München,17.4,26,2025-04-25 08:45:00,2025-04-25 09:11:00
670,169,670,2,München,50.5,29,2025-04-25 09:20:00,2025-04-25 09:49:00
671,169,671,3,Leipzig,7.2,7,2025-04-25 11:50:00,2025-04-25 11:57:00
672,169,672,4,Köln,24.7,18,2025-04-25 11:15:00,2025-04-25 11:33:00
673,170,673,1,Leipzig,41.7,22,2025-02-15 08:20:00,2025-02-15 08:42:00
674,170,674,2,München,39.6,33,2025-02-15 09:38:00,2025-02-15 10:11:00
675,170,675,3,Berlin,21.2,9,2025-02-15 10:05:00,2025-02-15 10:14:00
676,170,676,4,Köln,5.5,29,2025-02-15 11:25:00,2025-02-15 11:54:00
677,171,677,1,Frankfurt,22.9,37,2025-03-08 09:30:00,2025-03-08 10:07:00
678,171,678,2,München,46.5,39,2025-03-08 10:20:00,2025-03-08 10:59:00
679,171,679,3,Köln,12.5,23,2025-03-08 10:18:00,2025-03-08 10:41:00
680,172,680,1,Berlin,5.1,15,2025-04-16 08:05:00,2025-04-16 08:20:00
681,172,681,2,Berlin,4.9,17,2025-04-16 09:15:00,2025-04-16 09:32:00
682,172,682,3,Stuttgart,49.4,26,2025-04-16 10:28:00,2025-04-16 10:54:00
683,172,683,4,München,14.2,31,2025-04-16 11:38:00,2025-04-16 12:09:00
684,172,684,5,Leipzig,17.9,12,2025-04-16 11:45:00,2025-04-16 11:57:00
685,172,685,6,Frankfurt,34.3,31,2025-04-16 12:45:00,2025-04-16 13:16:00
686,173,686,1,Frankfurt,44.1,40,2025-05-04 08:40:00,2025-05-04 09:20:00
687,173,687,2,Köln,3.9,6,2025-05-04 11:10:00,2025-05-04 11:16:00
688,174,688,1,Berlin,8.7,30,2025-03-31 08:05:00,2025-03-31 08:35:00
689,174,689,2,München,12.8,38,2025-03-31 11:10:00,2025-03-31 11:48:00
690,175,690,1,Köln,31.5,4,2025-04-01 09:40:00,2025-04-01 09:44:00
691,175,691,2,Berlin,6.8,17,2025-04-01 09:05:00,2025-04-01 09:22:00
692,175,692,3,Frankfurt,44.8,26,2025-04-01 10:05:00,2025-04-01 10:31:00
693,175,693,4,Berlin,24.8,5,2025-04-01 10:55:00,2025-04-01 11:00:00
694,176,694,1,Köln,28.1,37,2025-02-16 08:10:00,2025-02-16 08:47:00
695,176,695,2,Köln,29.3,29,2025-02-16 09:50:00,2025-02-16 10:19:00
696,177,696,1,München,11.7,7,2025-01-16 08:50:00,2025-01-16 08:57:00
697,177,697,2,Köln,21.5,12,2025-01-16 09:40:00,2025-01-16 09:52:00
698,177,698,3,München,9.5,18,2025-01-16 10:40:00,2025-01-16 10:58:00
699,177,699,4,Berlin,45.2,35,2025-01-16 11:50:00,2025-01-16 12:25:00
700,177,700,5,München,49.0,26,2025-01-16 12:58:00,2025-01-16 13:24:00
701,178,701,1,Stuttgart,3.7,25,2025-02-11 08:18:00,2025-02-11 08:43:00
702,178,702,2,Hamburg,27.0,7,2025-02-11 09:18:00,2025-02-11 09:25:00
703,178,703,3,Leipzig,34.8,17,2025-02-11 10:15:00,2025-02-11 10:32:00
704,178,704,4,Hamburg,43.1,23,2025-02-11 11:38:00,2025-02-11 12:01:00
705,178,705,5,Leipzig,3.1,38,2025-02-11 12:25:00,2025-02-11 13:03:00
706,179,706,1,Köln,50.6,11,2025-05-09 08:38:00,2025-05-09 08:49:00
707,179,707,2,Leipzig,29.8,38,2025-05-09 09:40:00,2025-05-09 10:18:00
708,179,708,3,Köln,34.5,30,2025-05-09 10:18:00,2025-05-09 10:48:00
709,179,709,4,Leipzig,33.1,26,2025-05-09 11:00:00,2025-05-09 11:26:00
710,179,710,5,Frankfurt,47.7,23,2025-05-09 13:20:00,2025-05-09 13:43:00
711,180,711,1,Leipzig,53.3,3,2025-01-21 08:15:00,2025-01-21 08:18:00
712,180,712,2,Leipzig,10.4,23,2025-01-21 10:50:00,2025-01-21 11:13:00
713,181,713,1,Leipzig,12.3,37,2025-03-24 09:50:00,2025-03-24 10:27:00
714,181,714,2,Frankfurt,28.2,23,2025-03-24 10:50:00,2025-03-24 11:13:00
715,181,715,3,Köln,4.4,24,2025-03-24 10:58:00,2025-03-24 11:22:00
716,182,716,1,Berlin,39.4,6,2025-01-18 09:50:00,2025-01-18 09:56:00
717,182,717,2,Berlin,10.6,30,2025-01-18 09:18:00,2025-01-18 09:48:00
718,183,718,1,München,6.9,36,2025-04-18 09:40:00,2025-04-18 10:16:00
719,183,719,2,Frankfurt,14.9,22,2025-04-18 10:40:00,2025-04-18 11:02:00
720,183,720,3,Berlin,12.8,18,2025-04-18 10:25:00,2025-04-18 10:43:00
721,183,721,4,München,33.7,27,2025-04-18 10:55:00,2025-04-18 11:22:00
722,184,722,1,Berlin,48.1,7,2025-01-29 08:00:00,2025-01-29 08:07:00
723,184,723,2,Frankfurt,50.7,33,2025-01-29 09:10:00,2025-01-29 09:43:00
724,184,724,3,Stuttgart,26.2,14,2025-01-29 10:40:00,2025-01-29 10:54:00
725,184,725,4,Berlin,30.1,33,2025-01-29 11:38:00,2025-01-29 12:11:00
726,184,726,5,Stuttgart,48.6,20,2025-01-29 12:25:00,2025-01-29 12:45:00
727,185,727,1,Köln,12.2,36,2025-02-05 08:40:00,2025-02-05 09:16:00
728,185,728,2,Köln,6.6,13,2025-02-05 09:58:00,2025-02-05 10:11:00
729,185,729,3,Frankfurt,45.1,40,2025-02-05 11:00:00,2025-02-05 11:40:00
730,185,730,4,Köln,41.9,7,2025-02-05 11:20:00,2025-02-05 11:27:00
731,186,731,1,Hamburg,4.1,12,2025-02-14 09:30:00,2025-02-14 09:42:00
732,186,732,2,Stuttgart,7.4,39,2025-02-14 09:40:00,2025-02-14 10:19:00
733,186,733,3,Leipzig,26.9,12,2025-02-14 10:45:00,2025-02-14 10:57:00
734,186,734,4,Berlin,15.5,13,2025-02-14 11:50:00,2025-02-14 12:03:00
735,186,735,5,München,31.7,17,2025-02-14 12:05:00,2025-02-14 12:22:00
736,187,736,1,Frankfurt,38.5,32,2025-02-17 08:00:00,2025-02-17 08:32:00
737,187,737,2,Köln,7.5,3,2025-02-17 09:05:00,2025-02-17 09:08:00
738,188,738,1,Leipzig,9.5,20,2025-01-19 07:55:00,2025-01-19 08:15:00
739,188,739,2,Berlin,37.2,7,2025-01-19 09:05:00,2025-01-19 09:12:00
740,188,740,3,Frankfurt,5.5,20,2025-01-19 10:25:00,2025-01-19 10:45:00
741,188,741,4,Köln,41.0,6,2025-01-19 11:05:00,2025-01-19 11:11:00
742,189,742,1,Berlin,44.1,13,2025-01-22 09:20:00,2025-01-22 09:33:00
743,189,743,2,Köln,34.3,20,2025-01-22 10:40:00,2025-01-22 11:00:00
744,189,744,3,Berlin,40.8,5,2025-01-22 10:58:00,2025-01-22 11:03:00
745,189,745,4,München,12.8,30,2025-01-22 10:45:00,2025-01-22 11:15:00
746,189,746,5,München,29.8,31,2025-01-22 13:30:00,2025-01-22 14:01:00
747,189,747,6,Stuttgart,30.4,39,2025-01-22 13:38:00,2025-01-22 14:17:00
748,190,748,1,Berlin,32.9,8,2025-04-12 07:45:00,2025-04-12 07:53:00
749,190,749,2,Frankfurt,19.9,9,2025-04-12 09:05:00,2025-04-12 09:14:00
750,191,750,1,München,45.5,5,2025-03-29 08:05:00,2025-03-29 08:10:00
751,191,751,2,Hamburg,25.1,33,2025-03-29 09:28:00,2025-03-29 10:01:00
752,191,752,3,Frankfurt,24.0,39,2025-03-29 09:55:00,2025-03-29 10:34:00
753,191,753,4,Leipzig,22.2,31,2025-03-29 11:00:00,2025-03-29 11:31:00
754,191,754,5,Köln,26.7,34,2025-03-29 13:30:00,2025-03-29 14:04:00
755,191,755,6,Hamburg,5.8,34,2025-03-29 14:00:00,2025-03-29 14:34:00
756,192,756,1,Frankfurt,24.1,39,2025-02-17 08:25:00,2025-02-17 09:04:00
757,192,757,2,Frankfurt,30.8,4,2025-02-17 08:45:00,2025-02-17 08:49:00
758,192,758,3,Stuttgart,6.3,39,2025-02-17 10:50:00,2025-02-17 11:29:00
759,192,759,4,Stuttgart,27.0,16,2025-02-17 11:40:00,2025-02-17 11:56:00
760,192,760,5,München,9.3,18,2025-02-17 13:40:00,2025-02-17 13:58:00
761,193,761,1,Frankfurt,28.4,12,2025-01-26 08:38:00,2025-01-26 08:50:00
762,193,762,2,Köln,33.2,31,2025-01-26 10:40:00,2025-01-26 11:11:00
763,193,763,3,Berlin,12.0,8,2025-01-26 10:15:00,2025-01-26 10:23:00
764,193,764,4,Leipzig,13.7,21,2025-01-26 10:45:00,2025-01-26 11:06:00
765,193,765,5,Stuttgart,36.6,37,2025-01-26 12:05:00,2025-01-26 12:42:00
766,193,766,6,Berlin,38.0,38,2025-01-26 15:10:00,2025-01-26 15:48:00
767,194,767,1,Berlin,52.2,40,2025-02-26 08:40:00,2025-02-26 09:20:00
768,194,768,2,Leipzig,31.2,12,2025-02-26 09:40:00,2025-02-26 09:52:00
769,194,769,3,Hamburg,48.8,28,2025-02-26 11:30:00,2025-02-26 11:58:00
770,195,770,1,Berlin,16.2,39,2025-03-13 07:45:00,2025-03-13 08:24:00
771,195,771,2,Köln,34.3,39,2025-03-13 09:20:00,2025-03-13 09:59:00
772,195,772,3,Frankfurt,18.4,12,2025-03-13 12:10:00,2025-03-13 12:22:00
773,195,773,4,Berlin,42.1,22,2025-03-13 12:50:00,2025-03-13 13:12:00
774,195,774,5,Hamburg,17.3,15,2025-03-13 12:25:00,2025-03-13 12:40:00
775,196,775,1,Frankfurt,15.0,6,2025-04-21 08:45:00,2025-04-21 08:51:00
776,196,776,2,Hamburg,5.3,27,2025-04-21 08:45:00,2025-04-21 09:12:00
777,196,777,3,Berlin,37.4,15,2025-04-21 10:40:00,2025-04-21 10:55:00
778,197,778,1,Hamburg,48.8,12,2025-04-29 08:05:00,2025-04-29 08:17:00
779,197,779,2,München,4.1,19,2025-04-29 08:55:00,2025-04-29 09:14:00
780,197,780,3,Hamburg,49.8,12,2025-04-29 10:20:00,2025-04-29 10:32:00
781,198,781,1,Stuttgart,31.9,7,2025-04-04 08:05:00,2025-04-04 08:12:00
782,198,782,2,Stuttgart,41.5,38,2025-04-04 09:15:00,2025-04-04 09:53:00
783,198,783,3,Stuttgart,38.2,16,2025-04-04 10:00:00,2025-04-04 10:16:00
784,198,784,4,Hamburg,30.5,12,2025-04-04 11:25:00,2025-04-04 11:37:00
785,199,785,1,Hamburg,35.5,27,2025-02-06 09:40:00,2025-02-06 10:07:00
786,199,786,2,Leipzig,33.5,35,2025-02-06 09:05:00,2025-02-06 09:40:00
787,200,787,1,Stuttgart,11.7,7,2025-04-14 09:30:00,2025-04-14 09:37:00
788,200,788,2,München,4.1,38,2025-04-14 10:00:00,2025-04-14 10:38:00
789,200,789,3,Leipzig,6.4,24,2025-04-14 10:40:00,2025-04-14 11:04:00
790,201,790,1,Köln,11.4,37,2025-04-13 08:15:00,2025-04-13 08:52:00
791,201,791,2,Leipzig,35.1,38,2025-04-13 10:30:00,2025-04-13 11:08:00
792,202,792,1,Stuttgart,43.6,24,2025-03-28 08:18:00,2025-03-28 08:42:00
793,202,793,2,Leipzig,7.4,40,2025-03-28 09:38:00,2025-03-28 10:18:00
794,202,794,3,Frankfurt,11.9,31,2025-03-28 11:40:00,2025-03-28 12:11:00
795,202,795,4,Berlin,3.8,34,2025-03-28 11:20:00,2025-03-28 11:54:00
796,202,796,5,Frankfurt,31.4,38,2025-03-28 12:40:00,2025-03-28 13:18:00
797,203,797,1,Köln,28.0,8,2025-01-30 10:10:00,2025-01-30 10:18:00
798,203,798,2,München,7.7,12,2025-01-30 09:40:00,2025-01-30 09:52:00
799,204,799,1,Köln,41.9,40,2025-04-03 09:40:00,2025-04-03 10:20:00
800,204,800,2,Berlin,41.9,12,2025-04-03 09:38:00,2025-04-03 09:50:00
801,205,801,1,Köln,9.8,27,2025-01-14 08:18:00,2025-01-14 08:45:00
802,205,802,2,Berlin,4.0,40,2025-01-14 09:40:00,2025-01-14 10:20:00
803,205,803,3,Berlin,15.6,23,2025-01-14 10:18:00,2025-01-14 10:41:00
804,205,804,4,Stuttgart,43.1,13,2025-01-14 11:50:00,2025-01-14 12:03:00
805,205,805,5,Hamburg,7.7,18,2025-01-14 13:40:00,2025-01-14 13:58:00
806,206,806,1,Stuttgart,23.6,16,2025-03-22 08:05:00,2025-03-22 08:21:00
807,206,807,2,Berlin,31.6,19,2025-03-22 09:05:00,2025-03-22 09:24:00
808,206,808,3,München,32.1,10,2025-03-22 12:10:00,2025-03-22 12:20:00
809,207,809,1,Frankfurt,46.1,6,2025-04-26 07:45:00,2025-04-26 07:51:00
810,207,810,2,Leipzig,24.8,13,2025-04-26 09:10:00,2025-04-26 09:23:00
811,208,811,1,Frankfurt,16.6,30,2025-03-08 09:30:00,2025-03-08 10:00:00
812,208,812,2,Frankfurt,47.7,15,2025-03-08 10:50:00,2025-03-08 11:05:00
813,208,813,3,Berlin,53.9,16,2025-03-08 10:25:00,2025-03-08 10:41:00
814,209,814,1,Berlin,25.7,22,2025-02-01 08:50:00,2025-02-01 09:12:00
815,209,815,2,München,44.2,16,2025-02-01 09:28:00,2025-02-01 09:44:00
816,209,816,3,Leipzig,32.0,30,2025-02-01 10:10:00,2025-02-01 10:40:00
817,209,817,4,Stuttgart,28.9,37,2025-02-01 13:10:00,2025-02-01 13:47:00
818,209,818,5,München,52.9,30,2025-02-01 12:38:00,2025-02-01 13:08:00
819,209,819,6,Leipzig,32.7,26,2025-02-01 14:20:00,2025-02-01 14:46:00
820,210,820,1,Berlin,54.0,25,2025-04-30 08:18:00,2025-04-30 08:43:00
821,210,821,2,Frankfurt,35.1,4,2025-04-30 09:00:00,2025-04-30 09:04:00
822,210,822,3,Stuttgart,52.5,6,2025-04-30 11:30:00,2025-04-30 11:36:00
823,210,823,4,Köln,21.6,18,2025-04-30 10:45:00,2025-04-30 11:03:00
824,210,824,5,Frankfurt,32.0,3,2025-04-30 12:25:00,2025-04-30 12:28:00
825,210,825,6,Frankfurt,40.0,19,2025-04-30 13:25:00,2025-04-30 13:44:00
826,211,826,1,Stuttgart,30.6,34,2025-04-06 08:05:00,2025-04-06 08:39:00
827,211,827,2,Hamburg,33.3,9,2025-04-06 09:10:00,2025-04-06 09:19:00
828,211,828,3,München,20.6,12,2025-04-06 10:38:00,2025-04-06 10:50:00
829,211,829,4,Leipzig,25.4,32,2025-04-06 11:25:00,2025-04-06 11:57:00
830,211,830,5,Leipzig,23.7,35,2025-04-06 13:50:00,2025-04-06 14:25:00
831,211,831,6,Köln,33.2,33,2025-04-06 13:05:00,2025-04-06 13:38:00
832,212,832,1,Berlin,33.2,29,2025-04-28 10:10:00,2025-04-28 10:39:00
833,212,833,2,Frankfurt,19.0,28,2025-04-28 09:40:00,2025-04-28 10:08:00
834,212,834,3,Leipzig,44.5,17,2025-04-28 11:40:00,2025-04-28 11:57:00
835,212,835,4,Köln,18.8,35,2025-04-28 11:00:00,2025-04-28 11:35:00
836,212,836,5,Berlin,46.7,7,2025-04-28 14:10:00,2025-04-28 14:17:00
837,212,837,6,Berlin,24.5,3,2025-04-28 13:40:00,2025-04-28 13:43:00
838,213,838,1,Köln,27.6,9,2025-04-05 09:40:00,2025-04-05 09:49:00
839,213,839,2,Köln,53.1,12,2025-04-05 10:20:00,2025-04-05 10:32:00
840,213,840,3,Köln,19.1,31,2025-04-05 09:55:00,2025-04-05 10:26:00
841,213,841,4,Leipzig,30.9,29,2025-04-05 11:15:00,2025-04-05 11:44:00
842,213,842,5,Stuttgart,22.1,36,2025-04-05 12:00:00,2025-04-05 12:36:00
843,214,843,1,Hamburg,32.6,32,2025-03-10 09:40:00,2025-03-10 10:12:00
844,214,844,2,München,20.6,17,2025-03-10 09:38:00,2025-03-10 09:55:00
845,214,845,3,Leipzig,17.7,36,2025-03-10 10:18:00,2025-03-10 10:54:00
846,215,846,1,Frankfurt,20.1,18,2025-03-19 08:28:00,2025-03-19 08:46:00
847,215,847,2,Leipzig,49.9,28,2025-03-19 09:15:00,2025-03-19 09:43:00
848,215,848,3,Köln,20.3,24,2025-03-19 10:28:00,2025-03-19 10:52:00
849,216,849,1,Berlin,45.0,6,2025-02-01 09:30:00,2025-02-01 09:36:00
850,216,850,2,München,33.4,21,2025-02-01 09:00:00,2025-02-01 09:21:00
851,216,851,3,Stuttgart,30.5,23,2025-02-01 11:50:00,2025-02-01 12:13:00
852,216,852,4,Leipzig,39.1,32,2025-02-01 11:15:00,2025-02-01 11:47:00
853,216,853,5,München,43.4,8,2025-02-01 13:20:00,2025-02-01 13:28:00
854,217,854,1,Leipzig,44.4,30,2025-03-08 07:55:00,2025-03-08 08:25:00
855,217,855,2,Hamburg,22.7,38,2025-03-08 08:55:00,2025-03-08 09:33:00
856,217,856,3,Köln,28.5,4,2025-03-08 10:00:00,2025-03-08 10:04:00
857,217,857,4,Frankfurt,47.5,4,2025-03-08 12:20:00,2025-03-08 12:24:00
858,217,858,5,Frankfurt,50.3,11,2025-03-08 12:15:00,2025-03-08 12:26:00
859,218,859,1,München,46.2,9,2025-04-15 08:10:00,2025-04-15 08:19:00
860,218,860,2,Stuttgart,38.6,12,2025-04-15 11:10:00,2025-04-15 11:22:00
861,218,861,3,München,46.3,18,2025-04-15 10:58:00,2025-04-15 11:16:00
862,218,862,4,Köln,4.9,13,2025-04-15 11:45:00,2025-04-15 11:58:00
863,219,863,1,München,40.6,36,2025-03-16 08:25:00,2025-03-16 09:01:00
864,219,864,2,Leipzig,22.3,10,2025-03-16 09:25:00,2025-03-16 09:35:00
865,219,865,3,Stuttgart,51.7,28,2025-03-16 09:55:00,2025-03-16 10:23:00
866,220,866,1,Köln,39.3,40,2025-05-09 10:10:00,2025-05-09 10:50:00
867,220,867,2,Frankfurt,23.9,13,2025-05-09 10:30:00,2025-05-09 10:43:00
868,220,868,3,Frankfurt,28.6,30,2025-05-09 12:10:00,2025-05-09 12:40:00
869,220,869,4,Berlin,34.3,8,2025-05-09 11:25:00,2025-05-09 11:33:00
870,220,870,5,Berlin,3.8,38,2025-05-09 12:18:00,2025-05-09 12:56:00
871,221,871,1,Hamburg,31.7,17,2025-03-05 08:18:00,2025-03-05 08:35:00
872,221,872,2,Leipzig,18.8,30,2025-03-05 08:45:00,2025-03-05 09:15:00
873,221,873,3,Stuttgart,29.3,20,2025-03-05 10:58:00,2025-03-05 11:18:00
874,221,874,4,Frankfurt,38.6,19,2025-03-05 11:50:00,2025-03-05 12:09:00
875,222,875,1,Leipzig,19.9,34,2025-02-03 08:40:00,2025-02-03 09:14:00
876,222,876,2,Leipzig,12.4,37,2025-02-03 08:55:00,2025-02-03 09:32:00
877,222,877,3,Hamburg,13.9,20,2025-02-03 12:10:00,2025-02-03 12:30:00
878,223,878,1,Frankfurt,32.9,40,2025-03-09 08:40:00,2025-03-09 09:20:00
879,223,879,2,Köln,26.3,22,2025-03-09 10:40:00,2025-03-09 11:02:00
880,224,880,1,Berlin,32.5,5,2025-04-03 08:50:00,2025-04-03 08:55:00
881,224,881,2,Stuttgart,21.6,14,2025-04-03 09:40:00,2025-04-03 09:54:00
882,224,882,3,Frankfurt,15.1,14,2025-04-03 10:25:00,2025-04-03 10:39:00
883,225,883,1,Hamburg,3.6,31,2025-01-24 09:40:00,2025-01-24 10:11:00
884,225,884,2,Berlin,28.5,6,2025-01-24 10:50:00,2025-01-24 10:56:00
885,225,885,3,Köln,48.6,20,2025-01-24 10:25:00,2025-01-24 10:45:00
886,225,886,4,Köln,8.0,29,2025-01-24 11:05:00,2025-01-24 11:34:00
887,226,887,1,Hamburg,19.6,34,2025-04-20 08:58:00,2025-04-20 09:32:00
888,226,888,2,Köln,23.5,38,2025-04-20 10:00:00,2025-04-20 10:38:00
889,226,889,3,Leipzig,33.7,7,2025-04-20 10:18:00,2025-04-20 10:25:00
890,226,890,4,Leipzig,30.5,20,2025-04-20 11:15:00,2025-04-20 11:35:00
891,226,891,5,Frankfurt,21.4,28,2025-04-20 12:58:00,2025-04-20 13:26:00
892,226,892,6,Köln,36.8,39,2025-04-20 13:20:00,2025-04-20 13:59:00
893,227,893,1,Berlin,13.0,17,2025-04-29 07:45:00,2025-04-29 08:02:00
894,227,894,2,Hamburg,42.1,21,2025-04-29 09:38:00,2025-04-29 09:59:00
895,228,895,1,Frankfurt,15.2,14,2025-04-01 09:50:00,2025-04-01 10:04:00
896,228,896,2,Leipzig,51.9,19,2025-04-01 09:40:00,2025-04-01 09:59:00
897,228,897,3,Frankfurt,7.8,29,2025-04-01 09:55:00,2025-04-01 10:24:00
898,228,898,4,Berlin,4.4,7,2025-04-01 10:45:00,2025-04-01 10:52:00
899,229,899,1,Berlin,3.0,25,2025-04-11 08:10:00,2025-04-11 08:35:00
900,229,900,2,Stuttgart,33.4,6,2025-04-11 10:20:00,2025-04-11 10:26:00
901,229,901,3,Leipzig,20.2,18,2025-04-11 10:40:00,2025-04-11 10:58:00
902,229,902,4,Hamburg,31.8,36,2025-04-11 12:40:00,2025-04-11 13:16:00
903,230,903,1,München,49.8,12,2025-05-04 08:05:00,2025-05-04 08:17:00
904,230,904,2,München,39.3,21,2025-05-04 10:30:00,2025-05-04 10:51:00
905,230,905,3,Hamburg,51.3,14,2025-05-04 11:00:00,2025-05-04 11:14:00
906,230,906,4,Köln,25.1,37,2025-05-04 11:00:00,2025-05-04 11:37:00
907,231,907,1,Hamburg,54.1,39,2025-02-14 08:10:00,2025-02-14 08:49:00
908,231,908,2,Hamburg,11.6,26,2025-02-14 08:45:00,2025-02-14 09:11:00
909,231,909,3,Stuttgart,44.2,24,2025-02-14 10:40:00,2025-02-14 11:04:00
910,231,910,4,München,39.2,32,2025-02-14 11:10:00,2025-02-14 11:42:00
911,231,911,5,München,54.3,4,2025-02-14 11:55:00,2025-02-14 11:59:00
912,232,912,1,Hamburg,49.0,25,2025-03-13 09:30:00,2025-03-13 09:55:00
913,232,913,2,Hamburg,38.9,20,2025-03-13 11:10:00,2025-03-13 11:30:00
914,233,914,1,München,6.2,10,2025-03-03 08:25:00,2025-03-03 08:35:00
915,233,915,2,Stuttgart,50.8,29,2025-03-03 09:58:00,2025-03-03 10:27:00
916,233,916,3,Hamburg,33.3,32,2025-03-03 10:28:00,2025-03-03 11:00:00
917,234,917,1,München,24.6,18,2025-02-21 09:50:00,2025-02-21 10:08:00
918,234,918,2,Köln,25.8,27,2025-02-21 10:00:00,2025-02-21 10:27:00
919,234,919,3,München,27.1,29,2025-02-21 10:28:00,2025-02-21 10:57:00
920,235,920,1,Hamburg,23.2,13,2025-04-13 09:50:00,2025-04-13 10:03:00
921,235,921,2,München,7.8,20,2025-04-13 10:20:00,2025-04-13 10:40:00
922,235,922,3,Frankfurt,20.6,18,2025-04-13 10:58:00,2025-04-13 11:16:00
923,236,923,1,München,18.7,35,2025-04-27 08:58:00,2025-04-27 09:33:00
