scan_id,send_nr,stop_nr,scan_ts,evt,ort_txt
923,362,362,2025-02-21 08:48:00,uebernahme,Berlin
924,362,362,2025-02-21 08:42:00,scan_hub,Stuttgart
925,362,362,2025-02-21 08:23:00,zustellung,Leipzig
926,363,363,2025-02-21 09:36:00,uebernahme,Frankfurt
927,363,363,2025-02-21 09:47:00,scan_hub,Frankfurt
928,363,363,2025-02-21 10:05:00,zustellung,Hamburg
929,364,364,2025-02-21 10:29:00,uebernahme,Leipzig
930,364,364,2025-02-21 10:39:00,scan_hub,Stuttgart
931,365,365,2025-02-21 11:29:00,uebernahme,München
932,365,365,2025-02-21 11:16:00,scan_hub,Hamburg
933,366,366,2025-04-14 07:37:00,uebernahme,Frankfurt
934,366,366,2025-04-14 08:08:00,scan_hub,Berlin
935,366,366,2025-04-14 07:57:00,zustellung,Stuttgart
936,367,367,2025-04-14 08:30:00,uebernahme,München
937,367,367,2025-04-14 08:30:00,scan_hub,Hamburg
938,368,368,2025-04-14 12:08:00,uebernahme,Hamburg
939,368,368,2025-04-14 11:22:00,scan_hub,Frankfurt
940,368,368,2025-04-14 11:38:00,zustellung,Leipzig
941,369,369,2025-04-14 10:44:00,uebernahme,Köln
942,369,369,2025-04-14 10:45:00,scan_hub,Köln
943,369,369,2025-04-14 10:09:00,zustellung,Frankfurt
944,370,370,2025-04-14 12:28:00,uebernahme,Hamburg
945,370,370,2025-04-14 12:10:00,scan_hub,Stuttgart
946,370,370,2025-04-14 12:23:00,zustellung,Hamburg
947,371,371,2025-03-23 07:32:00,uebernahme,Stuttgart
948,371,371,2025-03-23 07:11:00,scan_hub,Stuttgart
949,372,372,2025-03-23 08:42:00,uebernahme,Frankfurt
950,372,372,2025-03-23 08:45:00,scan_hub,Frankfurt
951,372,372,2025-03-23 09:23:00,zustellung,Köln
952,373,373,2025-01-24 09:20:00,uebernahme,Hamburg
953,373,373,2025-01-24 09:27:00,scan_hub,Leipzig
954,374,374,2025-01-24 09:41:00,uebernahme,Köln
955,374,374,2025-01-24 09:33:00,scan_hub,München
956,374,374,2025-01-24 09:17:00,zustellung,Leipzig
957,375,375,2025-01-24 09:54:00,uebernahme,Hamburg
958,375,375,2025-01-24 10:17:00,scan_hub,Köln
959,375,375,2025-01-24 10:04:00,zustellung,Frankfurt
960,376,376,2025-01-24 10:57:00,uebernahme,Leipzig
961,376,376,2025-01-24 10:53:00,scan_hub,Stuttgart
962,377,377,2025-01-28 08:52:00,uebernahme,Stuttgart
963,377,377,2025-01-28 08:35:00,scan_hub,Hamburg
964,378,378,2025-01-28 10:00:00,uebernahme,Berlin
965,378,378,2025-01-28 10:13:00,scan_hub,Frankfurt
966,379,379,2025-01-28 09:42:00,uebernahme,München
967,379,379,2025-01-28 09:46:00,scan_hub,Frankfurt
968,380,380,2025-05-08 07:38:00,uebernahme,Hamburg
969,380,380,2025-05-08 07:15:00,scan_hub,Hamburg
970,380,380,2025-05-08 07:01:00,zustellung,Stuttgart
971,381,381,2025-05-08 09:13:00,uebernahme,Hamburg
972,381,381,2025-05-08 09:10:00,scan_hub,Köln
973,382,382,2025-05-08 10:30:00,uebernahme,Stuttgart
974,382,382,2025-05-08 10:35:00,scan_hub,Stuttgart
975,383,383,2025-05-08 11:46:00,uebernahme,Stuttgart
976,383,383,2025-05-08 11:39:00,scan_hub,Frankfurt
977,383,383,2025-05-08 11:20:00,zustellung,Berlin
978,384,384,2025-05-08 12:38:00,uebernahme,Stuttgart
979,384,384,2025-05-08 12:48:00,scan_hub,Berlin
980,384,384,2025-05-08 13:12:00,zustellung,Frankfurt
981,385,385,2025-05-08 14:27:00,uebernahme,Leipzig
982,385,385,2025-05-08 14:02:00,scan_hub,Leipzig
983,385,385,2025-05-08 14:28:00,zustellung,Stuttgart
984,386,386,2025-04-19 08:40:00,uebernahme,München
985,386,386,2025-04-19 08:17:00,scan_hub,Köln
986,386,386,2025-04-19 08:36:00,zustellung,München
987,387,387,2025-04-19 09:07:00,uebernahme,Leipzig
988,387,387,2025-04-19 08:59:00,scan_hub,Stuttgart
989,388,388,2025-04-11 07:07:00,uebernahme,Hamburg
990,388,388,2025-04-11 07:39:00,scan_hub,Leipzig
991,389,389,2025-04-11 09:54:00,uebernahme,Frankfurt
992,389,389,2025-04-11 09:55:00,scan_hub,Köln
993,390,390,2025-03-25 08:01:00,uebernahme,Hamburg
994,390,390,2025-03-25 07:52:00,scan_hub,Berlin
995,390,390,2025-03-25 07:59:00,zustellung,Hamburg
996,391,391,2025-03-25 10:36:00,uebernahme,Hamburg
997,391,391,2025-03-25 10:31:00,scan_hub,Frankfurt
998,392,392,2025-03-25 09:39:00,uebernahme,Frankfurt
999,392,392,2025-03-25 09:29:00,scan_hub,Hamburg
1000,392,392,2025-03-25 09:35:00,zustellung,Hamburg
1001,393,393,2025-03-25 10:25:00,uebernahme,Leipzig
1002,393,393,2025-03-25 10:34:00,scan_hub,Köln
1003,393,393,2025-03-25 10:14:00,zustellung,Köln
1004,394,394,2025-03-30 08:46:00,uebernahme,Frankfurt
1005,394,394,2025-03-30 08:51:00,scan_hub,Stuttgart
1006,395,395,2025-03-30 08:51:00,uebernahme,Stuttgart
1007,395,395,2025-03-30 08:50:00,scan_hub,München
1008,395,395,2025-03-30 08:24:00,zustellung,Leipzig
1009,396,396,2025-03-30 11:02:00,uebernahme,Stuttgart
1010,396,396,2025-03-30 10:58:00,scan_hub,Berlin
1011,397,397,2025-03-30 10:49:00,uebernahme,Hamburg
1012,397,397,2025-03-30 10:22:00,scan_hub,München
1013,398,398,2025-03-30 11:18:00,uebernahme,München
1014,398,398,2025-03-30 11:39:00,scan_hub,Leipzig
1015,398,398,2025-03-30 11:53:00,zustellung,Leipzig
1016,399,399,2025-03-30 13:08:00,uebernahme,Köln
1017,399,399,2025-03-30 13:08:00,scan_hub,Frankfurt
1018,399,399,2025-03-30 13:09:00,zustellung,München
1019,400,400,2025-03-05 07:40:00,uebernahme,München
1020,400,400,2025-03-05 08:08:00,scan_hub,Hamburg
1021,400,400,2025-03-05 07:31:00,zustellung,München
1022,401,401,2025-03-05 08:55:00,uebernahme,München
1023,401,401,2025-03-05 09:25:00,scan_hub,München
1024,402,402,2025-03-05 09:20:00,uebernahme,Berlin
1025,402,402,2025-03-05 10:04:00,scan_hub,Frankfurt
1026,402,402,2025-03-05 09:19:00,zustellung,Hamburg
1027,403,403,2025-03-05 10:53:00,uebernahme,Berlin
1028,403,403,2025-03-05 11:15:00,scan_hub,Stuttgart
1029,403,403,2025-03-05 11:05:00,zustellung,Hamburg
1030,404,404,2025-05-08 08:09:00,uebernahme,München
1031,404,404,2025-05-08 07:43:00,scan_hub,Berlin
1032,405,405,2025-05-08 09:43:00,uebernahme,Frankfurt
1033,405,405,2025-05-08 10:14:00,scan_hub,Stuttgart
1034,405,405,2025-05-08 09:40:00,zustellung,Berlin
1035,406,406,2025-05-08 09:31:00,uebernahme,Köln
1036,406,406,2025-05-08 09:55:00,scan_hub,Köln
1037,406,406,2025-05-08 09:32:00,zustellung,Hamburg
1038,407,407,2025-05-08 10:49:00,uebernahme,Stuttgart
1039,407,407,2025-05-08 11:02:00,scan_hub,Stuttgart
1040,407,407,2025-05-08 10:40:00,zustellung,Berlin
1041,408,408,2025-01-18 08:18:00,uebernahme,Köln
1042,408,408,2025-01-18 08:12:00,scan_hub,München
1043,409,409,2025-01-18 09:02:00,uebernahme,Köln
1044,409,409,2025-01-18 08:44:00,scan_hub,Frankfurt
1045,410,410,2025-01-18 09:54:00,uebernahme,Leipzig
1046,410,410,2025-01-18 09:53:00,scan_hub,Berlin
1047,410,410,2025-01-18 09:15:00,zustellung,Hamburg
1048,411,411,2025-01-29 07:53:00,uebernahme,Köln
1049,411,411,2025-01-29 08:31:00,scan_hub,München
1050,411,411,2025-01-29 07:52:00,zustellung,Köln
1051,412,412,2025-01-29 09:20:00,uebernahme,Frankfurt
1052,412,412,2025-01-29 08:48:00,scan_hub,München
1053,413,413,2025-01-29 10:53:00,uebernahme,Leipzig
1054,413,413,2025-01-29 10:47:00,scan_hub,Stuttgart
1055,414,414,2025-03-23 07:44:00,uebernahme,Stuttgart
1056,414,414,2025-03-23 07:41:00,scan_hub,Berlin
1057,415,415,2025-03-23 09:30:00,uebernahme,Stuttgart
1058,415,415,2025-03-23 09:47:00,scan_hub,Leipzig
1059,415,415,2025-03-23 09:30:00,zustellung,Köln
1060,416,416,2025-03-16 07:31:00,uebernahme,München
1061,416,416,2025-03-16 07:35:00,scan_hub,Frankfurt
1062,416,416,2025-03-16 07:39:00,zustellung,Hamburg
1063,417,417,2025-03-16 10:21:00,uebernahme,Leipzig
1064,417,417,2025-03-16 09:56:00,scan_hub,Frankfurt
1065,418,418,2025-03-16 09:40:00,uebernahme,Berlin
1066,418,418,2025-03-16 10:23:00,scan_hub,Stuttgart
1067,418,418,2025-03-16 10:20:00,zustellung,München
1068,419,419,2025-03-16 11:18:00,uebernahme,Hamburg
1069,419,419,2025-03-16 10:43:00,scan_hub,München
1070,419,419,2025-03-16 11:10:00,zustellung,Frankfurt
1071,420,420,2025-03-16 12:40:00,uebernahme,Berlin
1072,420,420,2025-03-16 12:41:00,scan_hub,Berlin
1073,420,420,2025-03-16 12:31:00,zustellung,Berlin
1074,421,421,2025-03-16 13:11:00,uebernahme,Stuttgart
1075,421,421,2025-03-16 13:01:00,scan_hub,Köln
1076,422,422,2025-01-31 08:51:00,uebernahme,Berlin
1077,422,422,2025-01-31 09:10:00,scan_hub,Leipzig
1078,423,423,2025-01-31 09:21:00,uebernahme,Frankfurt
1079,423,423,2025-01-31 09:00:00,scan_hub,Köln
1080,423,423,2025-01-31 09:04:00,zustellung,Stuttgart
1081,424,424,2025-01-31 10:57:00,uebernahme,Leipzig
1082,424,424,2025-01-31 11:08:00,scan_hub,Leipzig
1083,424,424,2025-01-31 11:15:00,zustellung,Berlin
1084,425,425,2025-01-31 12:12:00,uebernahme,München
1085,425,425,2025-01-31 12:01:00,scan_hub,München
1086,426,426,2025-01-31 12:51:00,uebernahme,München
1087,426,426,2025-01-31 12:37:00,scan_hub,Stuttgart
1088,426,426,2025-01-31 12:56:00,zustellung,Stuttgart
1089,427,427,2025-01-25 08:03:00,uebernahme,Frankfurt
1090,427,427,2025-01-25 07:59:00,scan_hub,Leipzig
1091,427,427,2025-01-25 07:54:00,zustellung,München
1092,428,428,2025-01-25 09:17:00,uebernahme,Stuttgart
1093,428,428,2025-01-25 09:01:00,scan_hub,Köln
1094,428,428,2025-01-25 09:16:00,zustellung,Frankfurt
1095,429,429,2025-01-25 09:40:00,uebernahme,Köln
1096,429,429,2025-01-25 10:09:00,scan_hub,Berlin
1097,429,429,2025-01-25 09:38:00,zustellung,München
1098,430,430,2025-01-25 10:34:00,uebernahme,Leipzig
1099,430,430,2025-01-25 11:03:00,scan_hub,Hamburg
1100,431,431,2025-01-25 13:26:00,uebernahme,Frankfurt
1101,431,431,2025-01-25 12:54:00,scan_hub,Berlin
1102,432,432,2025-02-28 08:30:00,uebernahme,Stuttgart
1103,432,432,2025-02-28 08:34:00,scan_hub,Berlin
1104,432,432,2025-02-28 08:13:00,zustellung,Köln
1105,433,433,2025-02-28 09:40:00,uebernahme,Berlin
1106,433,433,2025-02-28 09:16:00,scan_hub,Hamburg
1107,433,433,2025-02-28 09:17:00,zustellung,Frankfurt
1108,434,434,2025-02-28 10:08:00,uebernahme,Stuttgart
1109,434,434,2025-02-28 09:45:00,scan_hub,Frankfurt
1110,434,434,2025-02-28 09:54:00,zustellung,München
1111,435,435,2025-02-28 11:22:00,uebernahme,Frankfurt
1112,435,435,2025-02-28 10:57:00,scan_hub,München
1113,435,435,2025-02-28 10:43:00,zustellung,Hamburg
1114,436,436,2025-01-18 08:19:00,uebernahme,München
1115,436,436,2025-01-18 08:11:00,scan_hub,Köln
1116,436,436,2025-01-18 07:49:00,zustellung,München
1117,437,437,2025-01-18 09:30:00,uebernahme,Hamburg
1118,437,437,2025-01-18 09:52:00,scan_hub,München
1119,437,437,2025-01-18 09:11:00,zustellung,Berlin
1120,438,438,2025-01-18 09:57:00,uebernahme,Köln
1121,438,438,2025-01-18 09:16:00,scan_hub,Köln
1122,439,439,2025-01-18 11:14:00,uebernahme,München
1123,439,439,2025-01-18 11:26:00,scan_hub,Stuttgart
1124,439,439,2025-01-18 11:18:00,zustellung,Stuttgart
1125,440,440,2025-02-27 07:28:00,uebernahme,München
1126,440,440,2025-02-27 07:38:00,scan_hub,Frankfurt
1127,440,440,2025-02-27 07:18:00,zustellung,Köln
1128,441,441,2025-02-27 08:30:00,uebernahme,Köln
1129,441,441,2025-02-27 08:44:00,scan_hub,Hamburg
1130,442,442,2025-02-27 10:19:00,uebernahme,Hamburg
1131,442,442,2025-02-27 10:01:00,scan_hub,Stuttgart
1132,442,442,2025-02-27 09:37:00,zustellung,München
1133,443,443,2025-02-27 10:52:00,uebernahme,Hamburg
1134,443,443,2025-02-27 11:09:00,scan_hub,Frankfurt
1135,443,443,2025-02-27 11:25:00,zustellung,Frankfurt
1136,444,444,2025-04-04 09:42:00,uebernahme,München
1137,444,444,2025-04-04 09:37:00,scan_hub,Köln
1138,445,445,2025-04-04 09:08:00,uebernahme,München
1139,445,445,2025-04-04 08:51:00,scan_hub,Leipzig
1140,445,445,2025-04-04 08:54:00,zustellung,Berlin
1141,446,446,2025-04-04 09:42:00,uebernahme,Berlin
1142,446,446,2025-04-04 10:03:00,scan_hub,München
1143,446,446,2025-04-04 09:52:00,zustellung,Hamburg
1144,447,447,2025-04-04 11:14:00,uebernahme,Leipzig
1145,447,447,2025-04-04 11:44:00,scan_hub,Stuttgart
1146,448,448,2025-04-04 12:43:00,uebernahme,Leipzig
1147,448,448,2025-04-04 12:47:00,scan_hub,Köln
1148,448,448,2025-04-04 12:34:00,zustellung,Hamburg
1149,449,449,2025-01-25 08:14:00,uebernahme,München
1150,449,449,2025-01-25 07:55:00,scan_hub,Stuttgart
1151,449,449,2025-01-25 08:10:00,zustellung,Hamburg
1152,450,450,2025-01-25 11:10:00,uebernahme,Stuttgart
1153,450,450,2025-01-25 10:36:00,scan_hub,Berlin
1154,451,451,2025-04-12 08:06:00,uebernahme,Frankfurt
1155,451,451,2025-04-12 08:18:00,scan_hub,Hamburg
1156,451,451,2025-04-12 07:40:00,zustellung,Frankfurt
1157,452,452,2025-04-12 09:29:00,uebernahme,Frankfurt
1158,452,452,2025-04-12 09:50:00,scan_hub,Köln
1159,453,453,2025-04-12 11:21:00,uebernahme,Frankfurt
1160,453,453,2025-04-12 11:15:00,scan_hub,Berlin
1161,453,453,2025-04-12 11:11:00,zustellung,München
1162,454,454,2025-04-12 10:43:00,uebernahme,Hamburg
1163,454,454,2025-04-12 10:55:00,scan_hub,Stuttgart
1164,454,454,2025-04-12 10:46:00,zustellung,Hamburg
1165,455,455,2025-03-14 08:08:00,uebernahme,Frankfurt
1166,455,455,2025-03-14 07:53:00,scan_hub,Köln
1167,455,455,2025-03-14 08:15:00,zustellung,Hamburg
1168,456,456,2025-03-14 08:41:00,uebernahme,Berlin
1169,456,456,2025-03-14 08:50:00,scan_hub,Stuttgart
1170,456,456,2025-03-14 08:15:00,zustellung,Leipzig
1171,457,457,2025-03-14 11:24:00,uebernahme,Hamburg
1172,457,457,2025-03-14 11:38:00,scan_hub,Leipzig
1173,457,457,2025-03-14 11:26:00,zustellung,Köln
1174,458,458,2025-03-14 12:37:00,uebernahme,Berlin
1175,458,458,2025-03-14 12:32:00,scan_hub,Frankfurt
1176,458,458,2025-03-14 12:26:00,zustellung,Frankfurt
1177,459,459,2025-02-01 07:21:00,uebernahme,München
1178,459,459,2025-02-01 07:58:00,scan_hub,Stuttgart
1179,459,459,2025-02-01 07:41:00,zustellung,Köln
1180,460,460,2025-02-01 09:57:00,uebernahme,Leipzig
1181,460,460,2025-02-01 10:12:00,scan_hub,Berlin
1182,461,461,2025-02-01 10:32:00,uebernahme,München
1183,461,461,2025-02-01 09:52:00,scan_hub,Stuttgart
1184,462,462,2025-03-02 08:34:00,uebernahme,Stuttgart
1185,462,462,2025-03-02 08:34:00,scan_hub,Frankfurt
1186,463,463,2025-03-02 08:36:00,uebernahme,Hamburg
1187,463,463,2025-03-02 08:25:00,scan_hub,Berlin
1188,464,464,2025-03-02 10:39:00,uebernahme,Köln
1189,464,464,2025-03-02 09:57:00,scan_hub,Hamburg
1190,464,464,2025-03-02 10:39:00,zustellung,Berlin
1191,465,465,2025-02-18 08:02:00,uebernahme,Leipzig
1192,465,465,2025-02-18 08:15:00,scan_hub,Berlin
1193,466,466,2025-02-18 08:29:00,uebernahme,Hamburg
1194,466,466,2025-02-18 08:42:00,scan_hub,Leipzig
1195,467,467,2025-02-18 10:51:00,uebernahme,Köln
1196,467,467,2025-02-18 10:43:00,scan_hub,Berlin
1197,468,468,2025-02-18 11:03:00,uebernahme,Frankfurt
1198,468,468,2025-02-18 10:56:00,scan_hub,Berlin
1199,469,469,2025-02-13 07:43:00,uebernahme,Stuttgart
1200,469,469,2025-02-13 07:28:00,scan_hub,Stuttgart
1201,470,470,2025-02-13 08:42:00,uebernahme,Berlin
1202,470,470,2025-02-13 07:56:00,scan_hub,Köln
1203,470,470,2025-02-13 08:05:00,zustellung,Hamburg
1204,471,471,2025-02-13 10:10:00,uebernahme,Köln
1205,471,471,2025-02-13 10:08:00,scan_hub,Leipzig
1206,472,472,2025-02-13 10:26:00,uebernahme,München
1207,472,472,2025-02-13 10:58:00,scan_hub,Köln
1208,473,473,2025-02-13 12:32:00,uebernahme,Stuttgart
1209,473,473,2025-02-13 12:09:00,scan_hub,Leipzig
1210,474,474,2025-02-13 12:55:00,uebernahme,München
1211,474,474,2025-02-13 13:17:00,scan_hub,Stuttgart
1212,474,474,2025-02-13 13:27:00,zustellung,Leipzig
1213,475,475,2025-04-29 07:57:00,uebernahme,Köln
1214,475,475,2025-04-29 07:46:00,scan_hub,Leipzig
1215,475,475,2025-04-29 07:37:00,zustellung,Stuttgart
1216,476,476,2025-04-29 10:03:00,uebernahme,Berlin
1217,476,476,2025-04-29 10:11:00,scan_hub,Berlin
1218,476,476,2025-04-29 10:28:00,zustellung,München
1219,477,477,2025-04-14 08:23:00,uebernahme,Leipzig
1220,477,477,2025-04-14 07:59:00,scan_hub,Berlin
1221,477,477,2025-04-14 08:17:00,zustellung,Frankfurt
1222,478,478,2025-04-14 10:05:00,uebernahme,Frankfurt
1223,478,478,2025-04-14 10:03:00,scan_hub,Frankfurt
1224,479,479,2025-04-14 09:23:00,uebernahme,Berlin
1225,479,479,2025-04-14 09:53:00,scan_hub,Frankfurt
1226,479,479,2025-04-14 09:53:00,zustellung,Köln
1227,480,480,2025-04-14 11:31:00,uebernahme,Frankfurt
1228,480,480,2025-04-14 11:10:00,scan_hub,Leipzig
1229,480,480,2025-04-14 11:12:00,zustellung,München
1230,481,481,2025-04-14 12:31:00,uebernahme,Hamburg
1231,481,481,2025-04-14 12:22:00,scan_hub,Frankfurt
1232,481,481,2025-04-14 12:21:00,zustellung,Köln
1233,482,482,2025-05-05 09:04:00,uebernahme,Hamburg
1234,482,482,2025-05-05 08:41:00,scan_hub,Frankfurt
1235,482,482,2025-05-05 08:44:00,zustellung,Hamburg
1236,483,483,2025-05-05 09:11:00,uebernahme,Hamburg
1237,483,483,2025-05-05 09:10:00,scan_hub,Köln
1238,483,483,2025-05-05 09:06:00,zustellung,Hamburg
1239,484,484,2025-05-05 11:20:00,uebernahme,Frankfurt
1240,484,484,2025-05-05 11:09:00,scan_hub,Köln
1241,485,485,2025-05-05 13:09:00,uebernahme,Leipzig
1242,485,485,2025-05-05 12:25:00,scan_hub,Hamburg
1243,485,485,2025-05-05 12:31:00,zustellung,Stuttgart
1244,486,486,2025-03-10 07:51:00,uebernahme,Frankfurt
1245,486,486,2025-03-10 07:51:00,scan_hub,Köln
1246,486,486,2025-03-10 07:11:00,zustellung,Hamburg
1247,487,487,2025-03-10 08:21:00,uebernahme,Frankfurt
1248,487,487,2025-03-10 08:05:00,scan_hub,München
1249,487,487,2025-03-10 08:05:00,zustellung,Stuttgart
1250,488,488,2025-03-18 08:47:00,uebernahme,Frankfurt
1251,488,488,2025-03-18 09:13:00,scan_hub,Hamburg
1252,489,489,2025-03-18 09:27:00,uebernahme,Stuttgart
1253,489,489,2025-03-18 09:30:00,scan_hub,Berlin
1254,489,489,2025-03-18 09:54:00,zustellung,Berlin
1255,490,490,2025-03-18 09:23:00,uebernahme,München
1256,490,490,2025-03-18 09:23:00,scan_hub,Berlin
1257,490,490,2025-03-18 09:33:00,zustellung,Stuttgart
1258,491,491,2025-03-18 10:31:00,uebernahme,Leipzig
1259,491,491,2025-03-18 10:37:00,scan_hub,Frankfurt
1260,491,491,2025-03-18 10:13:00,zustellung,München
1261,492,492,2025-03-18 11:25:00,uebernahme,Frankfurt
1262,492,492,2025-03-18 11:59:00,scan_hub,Stuttgart
1263,492,492,2025-03-18 11:56:00,zustellung,Berlin
1264,493,493,2025-04-20 07:12:00,uebernahme,Berlin
1265,493,493,2025-04-20 07:35:00,scan_hub,Frankfurt
1266,493,493,2025-04-20 06:58:00,zustellung,Frankfurt
1267,494,494,2025-04-20 08:49:00,uebernahme,Berlin
1268,494,494,2025-04-20 09:11:00,scan_hub,Köln
1269,495,495,2025-04-20 10:50:00,uebernahme,Köln
1270,495,495,2025-04-20 10:36:00,scan_hub,Hamburg
1271,495,495,2025-04-20 11:12:00,zustellung,Hamburg
1272,496,496,2025-04-20 10:21:00,uebernahme,Berlin
1273,496,496,2025-04-20 10:44:00,scan_hub,Leipzig
1274,496,496,2025-04-20 10:07:00,zustellung,Hamburg
1275,497,497,2025-01-19 07:28:00,uebernahme,Stuttgart
1276,497,497,2025-01-19 07:34:00,scan_hub,Köln
1277,498,498,2025-01-19 09:50:00,uebernahme,Frankfurt
1278,498,498,2025-01-19 09:08:00,scan_hub,Frankfurt
1279,499,499,2025-01-19 10:06:00,uebernahme,Hamburg
1280,499,499,2025-01-19 10:04:00,scan_hub,Frankfurt
1281,500,500,2025-02-26 07:54:00,uebernahme,Leipzig
1282,500,500,2025-02-26 08:34:00,scan_hub,Stuttgart
1283,501,501,2025-02-26 09:47:00,uebernahme,Berlin
1284,501,501,2025-02-26 09:34:00,scan_hub,München
1285,501,501,2025-02-26 09:08:00,zustellung,Frankfurt
1286,502,502,2025-02-26 09:06:00,uebernahme,Köln
1287,502,502,2025-02-26 09:14:00,scan_hub,Köln
1288,503,503,2025-02-26 12:03:00,uebernahme,Köln
1289,503,503,2025-02-26 12:03:00,scan_hub,München
1290,503,503,2025-02-26 12:30:00,zustellung,Hamburg
1291,504,504,2025-02-26 11:49:00,uebernahme,Frankfurt
1292,504,504,2025-02-26 11:22:00,scan_hub,Leipzig
1293,505,505,2025-02-26 12:21:00,uebernahme,Köln
1294,505,505,2025-02-26 13:01:00,scan_hub,Hamburg
1295,506,506,2025-01-12 08:46:00,uebernahme,Hamburg
1296,506,506,2025-01-12 09:18:00,scan_hub,Berlin
1297,507,507,2025-01-12 08:55:00,uebernahme,München
1298,507,507,2025-01-12 09:18:00,scan_hub,Leipzig
1299,507,507,2025-01-12 09:25:00,zustellung,München
1300,508,508,2025-01-12 09:12:00,uebernahme,Leipzig
1301,508,508,2025-01-12 10:00:00,scan_hub,Leipzig
1302,509,509,2025-02-15 08:04:00,uebernahme,Stuttgart
1303,509,509,2025-02-15 07:42:00,scan_hub,Berlin
1304,510,510,2025-02-15 09:10:00,uebernahme,Stuttgart
1305,510,510,2025-02-15 09:15:00,scan_hub,München
1306,510,510,2025-02-15 09:11:00,zustellung,Leipzig
1307,511,511,2025-02-15 09:48:00,uebernahme,Berlin
1308,511,511,2025-02-15 10:21:00,scan_hub,Stuttgart
1309,511,511,2025-02-15 09:39:00,zustellung,Köln
1310,512,512,2025-02-15 11:17:00,uebernahme,Stuttgart
1311,512,512,2025-02-15 11:33:00,scan_hub,Stuttgart
1312,512,512,2025-02-15 10:50:00,zustellung,Hamburg
1313,513,513,2025-03-13 08:30:00,uebernahme,Frankfurt
1314,513,513,2025-03-13 08:46:00,scan_hub,Köln
1315,513,513,2025-03-13 08:57:00,zustellung,Köln
1316,514,514,2025-03-13 09:18:00,uebernahme,Frankfurt
1317,514,514,2025-03-13 08:39:00,scan_hub,Hamburg
1318,514,514,2025-03-13 09:05:00,zustellung,Berlin
1319,515,515,2025-03-13 09:42:00,uebernahme,Frankfurt
1320,515,515,2025-03-13 09:15:00,scan_hub,Hamburg
1321,515,515,2025-03-13 09:44:00,zustellung,Köln
1322,516,516,2025-03-13 10:02:00,uebernahme,Stuttgart
1323,516,516,2025-03-13 10:23:00,scan_hub,Köln
1324,517,517,2025-03-13 12:45:00,uebernahme,Frankfurt
1325,517,517,2025-03-13 12:50:00,scan_hub,München
1326,517,517,2025-03-13 12:44:00,zustellung,Stuttgart
1327,518,518,2025-01-17 07:24:00,uebernahme,Frankfurt
1328,518,518,2025-01-17 07:33:00,scan_hub,München
1329,518,518,2025-01-17 07:45:00,zustellung,München
1330,519,519,2025-01-17 09:43:00,uebernahme,Berlin
1331,519,519,2025-01-17 10:15:00,scan_hub,Stuttgart
1332,519,519,2025-01-17 09:59:00,zustellung,Hamburg
1333,520,520,2025-04-02 08:13:00,uebernahme,Berlin
1334,520,520,2025-04-02 08:13:00,scan_hub,Hamburg
1335,521,521,2025-04-02 09:07:00,uebernahme,Köln
1336,521,521,2025-04-02 08:36:00,scan_hub,Leipzig
1337,521,521,2025-04-02 09:25:00,zustellung,Berlin
1338,522,522,2025-04-02 11:32:00,uebernahme,Berlin
1339,522,522,2025-04-02 10:57:00,scan_hub,Leipzig
1340,522,522,2025-04-02 11:22:00,zustellung,Berlin
1341,523,523,2025-04-02 12:08:00,uebernahme,Leipzig
1342,523,523,2025-04-02 12:33:00,scan_hub,Frankfurt
1343,523,523,2025-04-02 12:04:00,zustellung,Hamburg
1344,524,524,2025-04-02 13:07:00,uebernahme,Köln
1345,524,524,2025-04-02 13:38:00,scan_hub,Köln
1346,525,525,2025-04-02 12:57:00,uebernahme,München
1347,525,525,2025-04-02 13:05:00,scan_hub,Berlin
1348,525,525,2025-04-02 12:53:00,zustellung,Berlin
1349,526,526,2025-01-14 07:41:00,uebernahme,München
1350,526,526,2025-01-14 07:49:00,scan_hub,Frankfurt
1351,527,527,2025-01-14 08:52:00,uebernahme,Berlin
1352,527,527,2025-01-14 08:54:00,scan_hub,Berlin
1353,527,527,2025-01-14 08:57:00,zustellung,Stuttgart
1354,528,528,2025-01-14 11:11:00,uebernahme,Leipzig
1355,528,528,2025-01-14 11:13:00,scan_hub,Leipzig
1356,529,529,2025-04-13 07:38:00,uebernahme,Hamburg
1357,529,529,2025-04-13 08:02:00,scan_hub,Köln
1358,529,529,2025-04-13 07:15:00,zustellung,Leipzig
1359,530,530,2025-04-13 09:45:00,uebernahme,München
1360,530,530,2025-04-13 09:23:00,scan_hub,Frankfurt
1361,531,531,2025-04-13 10:03:00,uebernahme,Stuttgart
1362,531,531,2025-04-13 09:17:00,scan_hub,Stuttgart
1363,531,531,2025-04-13 09:30:00,zustellung,München
1364,532,532,2025-04-13 12:41:00,uebernahme,München
1365,532,532,2025-04-13 12:40:00,scan_hub,Frankfurt
1366,532,532,2025-04-13 12:26:00,zustellung,München
1367,533,533,2025-04-13 11:38:00,uebernahme,Stuttgart
1368,533,533,2025-04-13 12:16:00,scan_hub,Stuttgart
1369,534,534,2025-04-13 13:08:00,uebernahme,Köln
1370,534,534,2025-04-13 13:14:00,scan_hub,Berlin
1371,534,534,2025-04-13 13:12:00,zustellung,Köln
1372,535,535,2025-03-02 08:38:00,uebernahme,Berlin
1373,535,535,2025-03-02 08:31:00,scan_hub,Köln
