send_nr,tour_nr,nl_id,empf,soll_ts,ist_ts,versp_min,gew_kg,stat_txt
573,143,9,Empf 573,2025-04-14 09:00:00,2025-04-14 08:45:00,-15,71.7,zugestellt
574,143,9,Empf 574,2025-04-14 10:00:00,2025-04-14 10:40:00,40,212.4,fehl
575,143,9,Empf 575,2025-04-14 11:10:00,2025-04-14 11:15:00,5,91.6,zugestellt
576,143,9,Empf 576,2025-04-14 12:20:00,2025-04-14 12:38:00,18,268.1,zugestellt
577,144,2,Empf 577,2025-03-31 08:40:00,2025-03-31 08:40:00,0,245.6,zugestellt
578,144,2,Empf 578,2025-03-31 09:10:00,2025-03-31 08:55:00,-15,39.5,zugestellt
579,144,2,Empf 579,2025-03-31 10:00:00,2025-03-31 11:30:00,90,49.2,verspätet
580,144,2,Empf 580,2025-03-31 11:40:00,2025-03-31 11:40:00,0,217.7,zugestellt
581,145,8,Empf 581,2025-03-29 08:10:00,,,102.8,verspätet
582,145,8,Empf 582,2025-03-29 09:10:00,2025-03-29 09:50:00,40,447.9,unterwegs
583,145,8,Empf 583,2025-03-29 10:10:00,2025-03-29 10:15:00,5,432.7,zugestellt
584,146,10,Empf 584,2025-03-05 08:20:00,2025-03-05 08:25:00,5,194.6,zugestellt
585,146,10,Empf 585,2025-03-05 09:20:00,2025-03-05 09:20:00,0,392.4,zugestellt
586,146,10,Empf 586,2025-03-05 10:20:00,2025-03-05 10:05:00,-15,277.0,zugestellt
587,147,7,Empf 587,2025-02-26 08:40:00,2025-02-26 09:20:00,40,457.1,unterwegs
588,147,7,Empf 588,2025-02-26 09:10:00,2025-02-26 09:50:00,40,289.7,fehl
589,148,7,Empf 589,2025-01-28 08:40:00,2025-01-28 09:20:00,40,305.0,verspätet
590,148,7,Empf 590,2025-01-28 09:10:00,2025-01-28 09:15:00,5,353.1,zugestellt
591,148,7,Empf 591,2025-01-28 10:20:00,2025-01-28 10:38:00,18,113.9,zugestellt
592,148,7,Empf 592,2025-01-28 11:20:00,2025-01-28 12:50:00,90,217.5,verspätet
593,149,1,Empf 593,2025-03-29 08:40:00,2025-03-29 09:20:00,40,361.6,unterwegs
594,149,1,Empf 594,2025-03-29 09:20:00,2025-03-29 10:50:00,90,82.2,verspätet
595,149,1,Empf 595,2025-03-29 10:40:00,,,217.6,fehl
596,149,1,Empf 596,2025-03-29 11:20:00,2025-03-29 12:00:00,40,310.4,unterwegs
597,150,5,Empf 597,2025-01-17 08:40:00,2025-01-17 09:20:00,40,219.2,fehl
598,150,5,Empf 598,2025-01-17 09:00:00,2025-01-17 08:45:00,-15,422.6,zugestellt
599,151,4,Empf 599,2025-02-07 08:40:00,2025-02-07 08:25:00,-15,77.3,zugestellt
600,151,4,Empf 600,2025-02-07 09:10:00,2025-02-07 09:28:00,18,123.0,zugestellt
601,151,4,Empf 601,2025-02-07 10:10:00,2025-02-07 10:10:00,0,172.5,zugestellt
602,151,4,Empf 602,2025-02-07 11:20:00,2025-02-07 11:20:00,0,274.9,zugestellt
603,151,4,Empf 603,2025-02-07 12:00:00,2025-02-07 13:30:00,90,390.3,unterwegs
604,151,4,Empf 604,2025-02-07 13:10:00,2025-02-07 14:40:00,90,445.9,verspätet
605,152,9,Empf 605,2025-01-23 08:20:00,2025-01-23 09:50:00,90,275.0,verspätet
606,152,9,Empf 606,2025-01-23 09:20:00,,,203.1,unterwegs
607,152,9,Empf 607,2025-01-23 10:10:00,2025-01-23 10:50:00,40,315.3,fehl
608,152,9,Empf 608,2025-01-23 11:40:00,2025-01-23 13:10:00,90,337.6,verspätet
609,153,2,Empf 609,2025-01-16 08:00:00,2025-01-16 08:40:00,40,137.1,verspätet
610,153,2,Empf 610,2025-01-16 09:40:00,2025-01-16 09:40:00,0,481.8,zugestellt
611,153,2,Empf 611,2025-01-16 10:00:00,2025-01-16 10:40:00,40,207.1,unterwegs
612,153,2,Empf 612,2025-01-16 11:40:00,,,109.7,unterwegs
613,153,2,Empf 613,2025-01-16 12:40:00,2025-01-16 12:25:00,-15,59.7,zugestellt
614,154,8,Empf 614,2025-05-04 08:10:00,2025-05-04 08:10:00,0,30.9,zugestellt
615,154,8,Empf 615,2025-05-04 09:40:00,2025-05-04 09:25:00,-15,91.0,zugestellt
616,154,8,Empf 616,2025-05-04 10:10:00,2025-05-04 11:40:00,90,372.5,unterwegs
617,155,7,Empf 617,2025-02-04 08:00:00,2025-02-04 08:00:00,0,405.4,zugestellt
618,155,7,Empf 618,2025-02-04 09:10:00,2025-02-04 09:10:00,0,408.6,zugestellt
619,155,7,Empf 619,2025-02-04 10:00:00,2025-02-04 10:05:00,5,420.3,zugestellt
620,155,7,Empf 620,2025-02-04 11:00:00,2025-02-04 11:18:00,18,148.3,zugestellt
621,155,7,Empf 621,2025-02-04 12:20:00,,,267.4,fehl
622,155,7,Empf 622,2025-02-04 13:20:00,2025-02-04 13:25:00,5,411.4,zugestellt
623,156,3,Empf 623,2025-04-11 08:00:00,2025-04-11 09:30:00,90,462.0,fehl
624,156,3,Empf 624,2025-04-11 09:10:00,2025-04-11 09:15:00,5,261.4,zugestellt
625,156,3,Empf 625,2025-04-11 10:40:00,2025-04-11 10:45:00,5,379.9,zugestellt
626,157,8,Empf 626,2025-02-18 08:00:00,2025-02-18 09:30:00,90,164.9,unterwegs
627,157,8,Empf 627,2025-02-18 09:40:00,2025-02-18 09:40:00,0,153.1,zugestellt
628,158,4,Empf 628,2025-02-27 08:40:00,2025-02-27 08:58:00,18,271.2,zugestellt
629,158,4,Empf 629,2025-02-27 09:00:00,2025-02-27 09:40:00,40,304.6,unterwegs
630,159,4,Empf 630,2025-03-03 08:00:00,2025-03-03 09:30:00,90,465.3,unterwegs
631,159,4,Empf 631,2025-03-03 09:00:00,2025-03-03 09:18:00,18,224.1,zugestellt
632,159,4,Empf 632,2025-03-03 10:20:00,2025-03-03 10:38:00,18,185.8,zugestellt
633,159,4,Empf 633,2025-03-03 11:00:00,2025-03-03 11:18:00,18,94.9,zugestellt
634,159,4,Empf 634,2025-03-03 12:40:00,2025-03-03 12:25:00,-15,409.0,zugestellt
635,159,4,Empf 635,2025-03-03 13:20:00,2025-03-03 13:25:00,5,156.7,zugestellt
636,160,9,Empf 636,2025-03-17 08:00:00,2025-03-17 08:40:00,40,370.6,fehl
637,160,9,Empf 637,2025-03-17 09:00:00,2025-03-17 10:30:00,90,178.5,unterwegs
638,161,7,Empf 638,2025-02-28 08:00:00,2025-02-28 08:00:00,0,9.3,zugestellt
639,161,7,Empf 639,2025-02-28 09:40:00,2025-02-28 09:45:00,5,265.5,zugestellt
640,161,7,Empf 640,2025-02-28 10:00:00,2025-02-28 10:18:00,18,185.1,zugestellt
641,161,7,Empf 641,2025-02-28 11:20:00,2025-02-28 11:38:00,18,17.9,zugestellt
642,162,2,Empf 642,2025-02-21 08:40:00,2025-02-21 08:25:00,-15,144.4,zugestellt
643,162,2,Empf 643,2025-02-21 09:40:00,2025-02-21 09:40:00,0,134.7,zugestellt
644,162,2,Empf 644,2025-02-21 10:20:00,2025-02-21 11:00:00,40,312.1,unterwegs
645,162,2,Empf 645,2025-02-21 11:00:00,2025-02-21 10:45:00,-15,462.9,zugestellt
646,162,2,Empf 646,2025-02-21 12:00:00,2025-02-21 11:45:00,-15,108.4,zugestellt
647,162,2,Empf 647,2025-02-21 13:40:00,2025-02-21 15:10:00,90,354.8,unterwegs
648,163,1,Empf 648,2025-02-01 08:40:00,2025-02-01 08:25:00,-15,187.8,zugestellt
649,163,1,Empf 649,2025-02-01 09:10:00,2025-02-01 09:10:00,0,178.9,zugestellt
650,163,1,Empf 650,2025-02-01 10:00:00,2025-02-01 10:40:00,40,46.4,verspätet
651,163,1,Empf 651,2025-02-01 11:10:00,2025-02-01 11:28:00,18,32.8,zugestellt
652,164,4,Empf 652,2025-01-13 08:10:00,2025-01-13 08:10:00,0,352.6,zugestellt
653,164,4,Empf 653,2025-01-13 09:40:00,2025-01-13 10:20:00,40,127.3,fehl
654,164,4,Empf 654,2025-01-13 10:00:00,2025-01-13 10:18:00,18,364.2,zugestellt
655,164,4,Empf 655,2025-01-13 11:20:00,2025-01-13 12:50:00,90,466.4,verspätet
656,165,6,Empf 656,2025-05-07 08:10:00,2025-05-07 08:50:00,40,381.3,fehl
657,165,6,Empf 657,2025-05-07 09:40:00,2025-05-07 09:58:00,18,392.4,zugestellt
658,166,9,Empf 658,2025-03-06 08:40:00,2025-03-06 09:20:00,40,374.5,verspätet
659,166,9,Empf 659,2025-03-06 09:40:00,2025-03-06 09:25:00,-15,123.3,zugestellt
660,166,9,Empf 660,2025-03-06 10:00:00,2025-03-06 10:18:00,18,493.8,zugestellt
661,166,9,Empf 661,2025-03-06 11:40:00,2025-03-06 11:25:00,-15,372.2,zugestellt
662,166,9,Empf 662,2025-03-06 12:40:00,2025-03-06 12:25:00,-15,263.3,zugestellt
663,167,5,Empf 663,2025-03-22 08:40:00,2025-03-22 08:40:00,0,254.0,zugestellt
664,167,5,Empf 664,2025-03-22 09:10:00,2025-03-22 08:55:00,-15,256.7,zugestellt
665,167,5,Empf 665,2025-03-22 10:20:00,2025-03-22 10:20:00,0,284.6,zugestellt
666,167,5,Empf 666,2025-03-22 11:00:00,2025-03-22 11:40:00,40,339.3,verspätet
667,168,4,Empf 667,2025-04-23 08:00:00,,,275.7,fehl
668,168,4,Empf 668,2025-04-23 09:10:00,2025-04-23 09:15:00,5,109.8,zugestellt
669,169,9,Empf 669,2025-04-25 08:40:00,2025-04-25 08:45:00,5,421.3,zugestellt
670,169,9,Empf 670,2025-04-25 09:20:00,2025-04-25 09:20:00,0,293.3,zugestellt
671,169,9,Empf 671,2025-04-25 10:20:00,2025-04-25 11:50:00,90,394.0,unterwegs
672,169,9,Empf 672,2025-04-25 11:10:00,2025-04-25 11:15:00,5,81.5,zugestellt
673,170,4,Empf 673,2025-02-15 08:20:00,2025-02-15 08:20:00,0,340.7,zugestellt
674,170,4,Empf 674,2025-02-15 09:20:00,2025-02-15 09:38:00,18,464.6,zugestellt
675,170,4,Empf 675,2025-02-15 10:00:00,,,171.9,fehl
676,170,4,Empf 676,2025-02-15 11:20:00,2025-02-15 11:25:00,5,207.7,zugestellt
677,171,1,Empf 677,2025-03-08 08:00:00,2025-03-08 09:30:00,90,135.4,verspätet
678,171,1,Empf 678,2025-03-08 09:40:00,2025-03-08 10:20:00,40,385.0,fehl
679,171,1,Empf 679,2025-03-08 10:00:00,,,381.8,fehl
680,172,1,Empf 680,2025-04-16 08:20:00,,,180.6,verspätet
681,172,1,Empf 681,2025-04-16 09:10:00,,,369.1,fehl
682,172,1,Empf 682,2025-04-16 10:10:00,2025-04-16 10:28:00,18,321.6,zugestellt
683,172,1,Empf 683,2025-04-16 11:20:00,,,210.8,unterwegs
684,172,1,Empf 684,2025-04-16 12:00:00,2025-04-16 11:45:00,-15,387.6,zugestellt
685,172,1,Empf 685,2025-04-16 13:00:00,2025-04-16 12:45:00,-15,169.1,zugestellt
686,173,10,Empf 686,2025-05-04 08:40:00,2025-05-04 08:40:00,0,49.5,zugestellt
687,173,10,Empf 687,2025-05-04 09:40:00,2025-05-04 11:10:00,90,436.0,unterwegs
688,174,1,Empf 688,2025-03-31 08:00:00,2025-03-31 08:05:00,5,468.5,zugestellt
689,174,1,Empf 689,2025-03-31 09:40:00,,,464.9,unterwegs
690,175,3,Empf 690,2025-04-01 08:10:00,2025-04-01 09:40:00,90,65.2,unterwegs
691,175,3,Empf 691,2025-04-01 09:20:00,2025-04-01 09:05:00,-15,206.6,zugestellt
692,175,3,Empf 692,2025-04-01 10:00:00,2025-04-01 10:05:00,5,141.1,zugestellt
693,175,3,Empf 693,2025-04-01 11:10:00,2025-04-01 10:55:00,-15,371.0,zugestellt
694,176,4,Empf 694,2025-02-16 08:10:00,2025-02-16 08:10:00,0,405.4,zugestellt
695,176,4,Empf 695,2025-02-16 09:10:00,2025-02-16 09:50:00,40,335.7,fehl
696,177,2,Empf 696,2025-01-16 08:10:00,2025-01-16 08:50:00,40,380.2,fehl
697,177,2,Empf 697,2025-01-16 09:40:00,2025-01-16 09:40:00,0,144.7,zugestellt
698,177,2,Empf 698,2025-01-16 10:40:00,2025-01-16 10:40:00,0,271.5,zugestellt
699,177,2,Empf 699,2025-01-16 11:10:00,2025-01-16 11:50:00,40,430.4,verspätet
700,177,2,Empf 700,2025-01-16 12:40:00,2025-01-16 12:58:00,18,425.9,zugestellt
701,178,8,Empf 701,2025-02-11 08:00:00,2025-02-11 08:18:00,18,112.9,zugestellt
702,178,8,Empf 702,2025-02-11 09:00:00,2025-02-11 09:18:00,18,82.1,zugestellt
703,178,8,Empf 703,2025-02-11 10:10:00,2025-02-11 10:15:00,5,165.8,zugestellt
704,178,8,Empf 704,2025-02-11 11:20:00,2025-02-11 11:38:00,18,250.7,zugestellt
705,178,8,Empf 705,2025-02-11 12:20:00,2025-02-11 12:25:00,5,280.0,zugestellt
706,179,5,Empf 706,2025-05-09 08:20:00,2025-05-09 08:38:00,18,29.4,zugestellt
707,179,5,Empf 707,2025-05-09 09:40:00,2025-05-09 09:40:00,0,357.8,zugestellt
708,179,5,Empf 708,2025-05-09 10:00:00,2025-05-09 10:18:00,18,438.9,zugestellt
709,179,5,Empf 709,2025-05-09 11:00:00,,,396.5,fehl
710,179,5,Empf 710,2025-05-09 12:40:00,2025-05-09 13:20:00,40,338.5,unterwegs
711,180,1,Empf 711,2025-01-21 08:10:00,2025-01-21 08:15:00,5,150.7,zugestellt
712,180,1,Empf 712,2025-01-21 09:20:00,2025-01-21 10:50:00,90,326.3,fehl
713,181,6,Empf 713,2025-03-24 08:20:00,2025-03-24 09:50:00,90,140.4,verspätet
714,181,6,Empf 714,2025-03-24 09:20:00,2025-03-24 10:50:00,90,61.8,fehl
715,181,6,Empf 715,2025-03-24 10:40:00,2025-03-24 10:58:00,18,170.5,zugestellt
716,182,4,Empf 716,2025-01-18 08:20:00,2025-01-18 09:50:00,90,259.2,fehl
717,182,4,Empf 717,2025-01-18 09:00:00,,,85.5,unterwegs
718,183,7,Empf 718,2025-04-18 08:10:00,2025-04-18 09:40:00,90,322.0,unterwegs
719,183,7,Empf 719,2025-04-18 09:10:00,2025-04-18 10:40:00,90,340.0,verspätet
720,183,7,Empf 720,2025-04-18 10:40:00,2025-04-18 10:25:00,-15,71.3,zugestellt
721,183,7,Empf 721,2025-04-18 11:10:00,2025-04-18 10:55:00,-15,110.1,zugestellt
722,184,5,Empf 722,2025-01-29 08:00:00,2025-01-29 08:00:00,0,402.7,zugestellt
723,184,5,Empf 723,2025-01-29 09:10:00,2025-01-29 09:10:00,0,51.8,zugestellt
724,184,5,Empf 724,2025-01-29 10:00:00,2025-01-29 10:40:00,40,186.1,unterwegs
725,184,5,Empf 725,2025-01-29 11:20:00,2025-01-29 11:38:00,18,178.4,zugestellt
726,184,5,Empf 726,2025-01-29 12:20:00,2025-01-29 12:25:00,5,242.2,zugestellt
727,185,4,Empf 727,2025-02-05 08:00:00,2025-02-05 08:40:00,40,32.3,unterwegs
728,185,4,Empf 728,2025-02-05 09:40:00,,,13.5,fehl
729,185,4,Empf 729,2025-02-05 10:20:00,2025-02-05 11:00:00,40,248.6,fehl
730,185,4,Empf 730,2025-02-05 11:20:00,2025-02-05 11:20:00,0,269.4,zugestellt
731,186,1,Empf 731,2025-02-14 08:00:00,2025-02-14 09:30:00,90,342.5,unterwegs
732,186,1,Empf 732,2025-02-14 09:40:00,2025-02-14 09:40:00,0,336.5,zugestellt
733,186,1,Empf 733,2025-02-14 10:40:00,2025-02-14 10:45:00,5,439.2,zugestellt
734,186,1,Empf 734,2025-02-14 11:10:00,2025-02-14 11:50:00,40,123.7,verspätet
735,186,1,Empf 735,2025-02-14 12:00:00,2025-02-14 12:05:00,5,285.5,zugestellt
736,187,3,Empf 736,2025-02-17 08:00:00,2025-02-17 08:00:00,0,363.6,zugestellt
737,187,3,Empf 737,2025-02-17 09:20:00,2025-02-17 09:05:00,-15,8.3,zugestellt
738,188,7,Empf 738,2025-01-19 08:10:00,2025-01-19 07:55:00,-15,66.1,zugestellt
739,188,7,Empf 739,2025-01-19 09:20:00,2025-01-19 09:05:00,-15,80.5,zugestellt
740,188,7,Empf 740,2025-01-19 10:40:00,2025-01-19 10:25:00,-15,135.4,zugestellt
741,188,7,Empf 741,2025-01-19 11:00:00,2025-01-19 11:05:00,5,67.7,zugestellt
742,189,4,Empf 742,2025-01-22 08:40:00,2025-01-22 09:20:00,40,65.1,verspätet
743,189,4,Empf 743,2025-01-22 09:10:00,2025-01-22 10:40:00,90,377.4,unterwegs
744,189,4,Empf 744,2025-01-22 10:40:00,2025-01-22 10:58:00,18,239.6,zugestellt
745,189,4,Empf 745,2025-01-22 11:00:00,2025-01-22 10:45:00,-15,307.5,zugestellt
746,189,4,Empf 746,2025-01-22 12:00:00,2025-01-22 13:30:00,90,473.2,verspätet
747,189,4,Empf 747,2025-01-22 13:20:00,2025-01-22 13:38:00,18,45.5,zugestellt
748,190,5,Empf 748,2025-04-12 08:00:00,2025-04-12 07:45:00,-15,458.1,zugestellt
749,190,5,Empf 749,2025-04-12 09:00:00,2025-04-12 09:05:00,5,167.9,zugestellt
750,191,1,Empf 750,2025-03-29 08:00:00,2025-03-29 08:05:00,5,471.5,zugestellt
751,191,1,Empf 751,2025-03-29 09:10:00,2025-03-29 09:28:00,18,260.2,zugestellt
752,191,1,Empf 752,2025-03-29 10:10:00,2025-03-29 09:55:00,-15,330.9,zugestellt
753,191,1,Empf 753,2025-03-29 11:00:00,2025-03-29 11:00:00,0,466.3,zugestellt
754,191,1,Empf 754,2025-03-29 12:00:00,2025-03-29 13:30:00,90,219.0,fehl
755,191,1,Empf 755,2025-03-29 13:20:00,,,133.5,unterwegs
756,192,3,Empf 756,2025-02-17 08:40:00,2025-02-17 08:25:00,-15,180.8,zugestellt
757,192,3,Empf 757,2025-02-17 09:00:00,2025-02-17 08:45:00,-15,179.9,zugestellt
758,192,3,Empf 758,2025-02-17 10:10:00,2025-02-17 10:50:00,40,98.4,verspätet
759,192,3,Empf 759,2025-02-17 11:00:00,2025-02-17 11:40:00,40,331.0,verspätet
760,192,3,Empf 760,2025-02-17 12:10:00,2025-02-17 13:40:00,90,256.0,unterwegs
761,193,6,Empf 761,2025-01-26 08:20:00,2025-01-26 08:38:00,18,133.8,zugestellt
762,193,6,Empf 762,2025-01-26 09:10:00,2025-01-26 10:40:00,90,279.2,verspätet
763,193,6,Empf 763,2025-01-26 10:10:00,2025-01-26 10:15:00,5,234.4,zugestellt
764,193,6,Empf 764,2025-01-26 11:00:00,2025-01-26 10:45:00,-15,285.6,zugestellt
765,193,6,Empf 765,2025-01-26 12:00:00,2025-01-26 12:05:00,5,282.9,zugestellt
766,193,6,Empf 766,2025-01-26 13:40:00,2025-01-26 15:10:00,90,146.9,fehl
767,194,10,Empf 767,2025-02-26 08:00:00,2025-02-26 08:40:00,40,286.8,fehl
768,194,10,Empf 768,2025-02-26 09:00:00,2025-02-26 09:40:00,40,488.8,verspätet
769,194,10,Empf 769,2025-02-26 10:00:00,,,195.5,unterwegs
770,195,1,Empf 770,2025-03-13 08:00:00,2025-03-13 07:45:00,-15,50.7,zugestellt
771,195,1,Empf 771,2025-03-13 09:20:00,2025-03-13 09:20:00,0,262.0,zugestellt
772,195,1,Empf 772,2025-03-13 10:40:00,2025-03-13 12:10:00,90,417.8,unterwegs
773,195,1,Empf 773,2025-03-13 11:20:00,2025-03-13 12:50:00,90,393.5,fehl
774,195,1,Empf 774,2025-03-13 12:40:00,2025-03-13 12:25:00,-15,245.1,zugestellt
775,196,5,Empf 775,2025-04-21 08:40:00,2025-04-21 08:45:00,5,203.6,zugestellt
776,196,5,Empf 776,2025-04-21 09:00:00,2025-04-21 08:45:00,-15,241.9,zugestellt
777,196,5,Empf 777,2025-04-21 10:40:00,2025-04-21 10:40:00,0,225.0,zugestellt
778,197,3,Empf 778,2025-04-29 08:00:00,2025-04-29 08:05:00,5,315.1,zugestellt
779,197,3,Empf 779,2025-04-29 09:10:00,2025-04-29 08:55:00,-15,61.4,zugestellt
780,197,3,Empf 780,2025-04-29 10:20:00,2025-04-29 10:20:00,0,497.3,zugestellt
781,198,7,Empf 781,2025-04-04 08:00:00,2025-04-04 08:05:00,5,484.5,zugestellt
782,198,7,Empf 782,2025-04-04 09:10:00,2025-04-04 09:15:00,5,158.8,zugestellt
783,198,7,Empf 783,2025-04-04 10:00:00,,,264.9,verspätet
784,198,7,Empf 784,2025-04-04 11:20:00,2025-04-04 11:25:00,5,104.4,zugestellt
785,199,3,Empf 785,2025-02-06 08:10:00,2025-02-06 09:40:00,90,62.3,unterwegs
786,199,3,Empf 786,2025-02-06 09:20:00,2025-02-06 09:05:00,-15,396.0,zugestellt
787,200,6,Empf 787,2025-04-14 08:00:00,2025-04-14 09:30:00,90,44.3,unterwegs
788,200,6,Empf 788,2025-04-14 09:20:00,2025-04-14 10:00:00,40,41.6,fehl
789,200,6,Empf 789,2025-04-14 10:00:00,2025-04-14 10:40:00,40,349.9,unterwegs
790,201,9,Empf 790,2025-04-13 08:10:00,2025-04-13 08:15:00,5,462.9,zugestellt
791,201,9,Empf 791,2025-04-13 09:00:00,2025-04-13 10:30:00,90,286.8,verspätet
792,202,1,Empf 792,2025-03-28 08:00:00,2025-03-28 08:18:00,18,21.2,zugestellt
793,202,1,Empf 793,2025-03-28 09:20:00,2025-03-28 09:38:00,18,239.3,zugestellt
794,202,1,Empf 794,2025-03-28 10:10:00,2025-03-28 11:40:00,90,392.0,unterwegs
795,202,1,Empf 795,2025-03-28 11:20:00,2025-03-28 11:20:00,0,85.6,zugestellt
796,202,1,Empf 796,2025-03-28 12:00:00,2025-03-28 12:40:00,40,28.3,verspätet
797,203,2,Empf 797,2025-01-30 08:40:00,2025-01-30 10:10:00,90,104.4,fehl
798,203,2,Empf 798,2025-01-30 09:40:00,2025-01-30 09:40:00,0,295.1,zugestellt
799,204,1,Empf 799,2025-04-03 08:10:00,2025-04-03 09:40:00,90,397.5,fehl
800,204,1,Empf 800,2025-04-03 09:20:00,2025-04-03 09:38:00,18,387.8,zugestellt
801,205,6,Empf 801,2025-01-14 08:00:00,2025-01-14 08:18:00,18,302.1,zugestellt
802,205,6,Empf 802,2025-01-14 09:40:00,2025-01-14 09:40:00,0,245.0,zugestellt
803,205,6,Empf 803,2025-01-14 10:00:00,2025-01-14 10:18:00,18,475.1,zugestellt
804,205,6,Empf 804,2025-01-14 11:10:00,,,435.9,fehl
805,205,6,Empf 805,2025-01-14 12:10:00,2025-01-14 13:40:00,90,294.9,unterwegs
806,206,3,Empf 806,2025-03-22 08:00:00,2025-03-22 08:05:00,5,333.0,zugestellt
807,206,3,Empf 807,2025-03-22 09:20:00,2025-03-22 09:05:00,-15,104.5,zugestellt
808,206,3,Empf 808,2025-03-22 10:40:00,2025-03-22 12:10:00,90,33.0,fehl
809,207,4,Empf 809,2025-04-26 08:00:00,2025-04-26 07:45:00,-15,249.9,zugestellt
810,207,4,Empf 810,2025-04-26 09:10:00,2025-04-26 09:10:00,0,79.0,zugestellt
811,208,10,Empf 811,2025-03-08 08:00:00,2025-03-08 09:30:00,90,324.2,unterwegs
812,208,10,Empf 812,2025-03-08 09:20:00,2025-03-08 10:50:00,90,11.7,fehl
813,208,10,Empf 813,2025-03-08 10:20:00,2025-03-08 10:25:00,5,418.1,zugestellt
814,209,2,Empf 814,2025-02-01 08:10:00,2025-02-01 08:50:00,40,273.0,verspätet
815,209,2,Empf 815,2025-02-01 09:10:00,2025-02-01 09:28:00,18,83.1,zugestellt
816,209,2,Empf 816,2025-02-01 10:10:00,2025-02-01 10:10:00,0,69.6,zugestellt
817,209,2,Empf 817,2025-02-01 11:40:00,2025-02-01 13:10:00,90,399.0,verspätet
818,209,2,Empf 818,2025-02-01 12:20:00,2025-02-01 12:38:00,18,248.2,zugestellt
819,209,2,Empf 819,2025-02-01 13:40:00,2025-02-01 14:20:00,40,85.0,verspätet
820,210,2,Empf 820,2025-04-30 08:00:00,2025-04-30 08:18:00,18,352.6,zugestellt
821,210,2,Empf 821,2025-04-30 09:00:00,2025-04-30 09:00:00,0,352.6,zugestellt
822,210,2,Empf 822,2025-04-30 10:00:00,2025-04-30 11:30:00,90,153.5,fehl
823,210,2,Empf 823,2025-04-30 11:00:00,2025-04-30 10:45:00,-15,485.4,zugestellt
824,210,2,Empf 824,2025-04-30 12:40:00,2025-04-30 12:25:00,-15,46.6,zugestellt
825,210,2,Empf 825,2025-04-30 13:40:00,2025-04-30 13:25:00,-15,334.3,zugestellt
826,211,5,Empf 826,2025-04-06 08:20:00,2025-04-06 08:05:00,-15,40.4,zugestellt
827,211,5,Empf 827,2025-04-06 09:10:00,2025-04-06 09:10:00,0,325.4,zugestellt
828,211,5,Empf 828,2025-04-06 10:20:00,,,69.0,unterwegs
829,211,5,Empf 829,2025-04-06 11:20:00,2025-04-06 11:25:00,5,320.2,zugestellt
830,211,5,Empf 830,2025-04-06 12:20:00,2025-04-06 13:50:00,90,281.3,verspätet
831,211,5,Empf 831,2025-04-06 13:20:00,2025-04-06 13:05:00,-15,235.4,zugestellt
832,212,4,Empf 832,2025-04-28 08:40:00,2025-04-28 10:10:00,90,317.8,verspätet
833,212,4,Empf 833,2025-04-28 09:40:00,2025-04-28 09:40:00,0,331.3,zugestellt
834,212,4,Empf 834,2025-04-28 10:10:00,2025-04-28 11:40:00,90,401.4,verspätet
835,212,4,Empf 835,2025-04-28 11:00:00,,,308.4,fehl
836,212,4,Empf 836,2025-04-28 12:40:00,2025-04-28 14:10:00,90,378.5,unterwegs
837,212,4,Empf 837,2025-04-28 13:00:00,2025-04-28 13:40:00,40,391.4,unterwegs
838,213,8,Empf 838,2025-04-05 08:10:00,2025-04-05 09:40:00,90,360.0,fehl
839,213,8,Empf 839,2025-04-05 09:40:00,2025-04-05 10:20:00,40,319.9,unterwegs
840,213,8,Empf 840,2025-04-05 10:10:00,2025-04-05 09:55:00,-15,136.2,zugestellt
841,213,8,Empf 841,2025-04-05 11:10:00,,,278.5,verspätet
842,213,8,Empf 842,2025-04-05 12:00:00,2025-04-05 12:00:00,0,308.6,zugestellt
843,214,8,Empf 843,2025-03-10 08:10:00,2025-03-10 09:40:00,90,243.8,unterwegs
844,214,8,Empf 844,2025-03-10 09:20:00,,,202.9,unterwegs
845,214,8,Empf 845,2025-03-10 10:00:00,2025-03-10 10:18:00,18,209.5,zugestellt
846,215,9,Empf 846,2025-03-19 08:10:00,2025-03-19 08:28:00,18,96.8,zugestellt
847,215,9,Empf 847,2025-03-19 09:10:00,2025-03-19 09:15:00,5,175.7,zugestellt
848,215,9,Empf 848,2025-03-19 10:10:00,2025-03-19 10:28:00,18,261.7,zugestellt
849,216,1,Empf 849,2025-02-01 08:00:00,2025-02-01 09:30:00,90,253.7,fehl
850,216,1,Empf 850,2025-02-01 09:00:00,2025-02-01 09:00:00,0,318.6,zugestellt
851,216,1,Empf 851,2025-02-01 10:20:00,2025-02-01 11:50:00,90,315.4,verspätet
852,216,1,Empf 852,2025-02-01 11:10:00,2025-02-01 11:15:00,5,184.7,zugestellt
853,216,1,Empf 853,2025-02-01 12:40:00,2025-02-01 13:20:00,40,314.9,verspätet
854,217,5,Empf 854,2025-03-08 08:10:00,2025-03-08 07:55:00,-15,324.8,zugestellt
855,217,5,Empf 855,2025-03-08 09:10:00,2025-03-08 08:55:00,-15,324.7,zugestellt
856,217,5,Empf 856,2025-03-08 10:00:00,2025-03-08 10:00:00,0,266.7,zugestellt
857,217,5,Empf 857,2025-03-08 11:40:00,2025-03-08 12:20:00,40,16.3,fehl
858,217,5,Empf 858,2025-03-08 12:10:00,2025-03-08 12:15:00,5,460.4,zugestellt
