wt_id,pa_nr,masch_id,snr,nettogew_g,ausschuss_g,bruttogew_g,zyklus_s,iO
1068,183,2,183-4,241.3,0.3,241.6,192,true
1069,183,2,183-5,297.7,9.6,307.3,160,true
1070,183,2,183-6,134.5,11.9,146.4,145,true
1071,183,2,183-7,367.6,8.6,376.2,50,true
1072,183,2,183-8,516.4,10.8,527.2,187,true
1073,183,2,183-9,200.8,5.6,206.4,189,true
1074,183,2,183-10,403.5,4.5,408.0,150,true
1075,184,16,184-1,483.6,3.7,487.3,175,true
1076,184,16,184-2,114.9,10.7,125.6,86,true
1077,184,16,184-3,325.3,11.2,336.5,56,true
1078,184,16,184-4,409.4,0.6,410.0,77,true
1079,184,16,184-5,497.5,8.1,505.6,146,true
1080,184,16,184-6,498.4,5.8,504.2,91,true
1081,184,16,184-7,189.8,2.2,192.0,163,true
1082,184,16,184-8,262.0,8.3,270.3,184,true
1083,184,16,184-9,222.6,3.0,225.6,188,false
1084,184,16,184-10,486.9,3.9,490.8,73,true
1085,185,10,185-1,340.5,4.7,345.2,88,true
1086,185,10,185-2,223.9,8.8,232.7,141,true
1087,185,10,185-3,163.6,4.8,168.4,72,true
1088,185,10,185-4,192.0,7.1,199.1,47,true
1089,185,10,185-5,517.7,10.3,528.0,85,true
1090,185,10,185-6,456.7,7.1,463.8,109,true
1091,185,10,185-7,325.1,5.3,330.4,106,true
1092,186,5,186-1,111.3,11.3,122.6,133,true
1093,186,5,186-2,331.7,4.5,336.2,48,true
1094,186,5,186-3,423.5,1.3,424.8,67,true
1095,187,13,187-1,410.4,3.4,413.8,42,true
1096,187,13,187-2,175.3,10.8,186.1,158,true
1097,187,13,187-3,90.4,11.2,101.6,112,true
1098,187,13,187-4,470.1,11.8,481.9,36,true
1099,188,7,188-1,138.1,10.4,148.5,42,false
1100,188,7,188-2,402.2,11.7,413.9,190,true
1101,188,7,188-3,369.9,1.0,370.9,102,true
1102,188,7,188-4,103.2,3.7,106.9,110,true
1103,188,7,188-5,298.5,0.1,298.6,129,true
1104,188,7,188-6,131.2,7.7,138.9,70,true
1105,188,7,188-7,163.0,0.5,163.5,195,true
1106,188,7,188-8,411.6,5.6,417.2,67,false
1107,188,7,188-9,464.4,0.1,464.5,83,true
1108,188,7,188-10,518.9,1.3,520.2,181,true
1109,189,13,189-1,474.1,6.1,480.2,76,true
1110,189,13,189-2,486.1,4.5,490.6,49,true
1111,189,13,189-3,364.1,8.3,372.4,70,true
1112,189,13,189-4,410.8,9.1,419.9,143,true
1113,189,13,189-5,214.4,2.4,216.8,140,true
1114,189,13,189-6,487.3,3.3,490.6,73,false
1115,189,13,189-7,128.9,11.9,140.8,185,true
1116,189,13,189-8,457.8,0.3,458.1,148,true
1117,190,15,190-1,253.3,9.3,262.6,105,true
1118,190,15,190-2,248.8,0.4,249.2,44,true
1119,190,15,190-3,118.3,9.8,128.1,172,true
1120,190,15,190-4,504.0,7.9,511.9,78,true
1121,191,9,191-1,514.3,10.7,525.0,89,true
1122,191,9,191-2,228.6,9.8,238.4,134,true
1123,191,9,191-3,225.8,10.7,236.5,113,true
1124,192,3,192-1,307.4,9.4,316.8,147,true
1125,192,3,192-2,209.8,1.8,211.6,74,true
1126,192,3,192-3,146.6,2.9,149.5,85,true
1127,192,3,192-4,182.6,4.6,187.2,41,true
1128,192,3,192-5,518.2,2.5,520.7,35,true
1129,193,2,193-1,256.2,5.0,261.2,96,true
1130,193,2,193-2,248.7,5.7,254.4,141,true
1131,193,2,193-3,298.0,8.4,306.4,145,true
1132,193,2,193-4,449.8,10.1,459.9,152,true
1133,193,2,193-5,383.3,6.5,389.8,152,true
1134,193,2,193-6,118.2,4.0,122.2,196,true
1135,194,11,194-1,219.7,3.1,222.8,49,true
1136,194,11,194-2,205.5,4.5,210.0,132,true
1137,194,11,194-3,311.4,6.9,318.3,140,true
1138,194,11,194-4,302.5,3.9,306.4,70,true
1139,194,11,194-5,352.4,8.0,360.4,173,true
1140,194,11,194-6,260.1,12.0,272.1,51,false
1141,194,11,194-7,349.4,1.1,350.5,109,true
1142,194,11,194-8,451.3,4.1,455.4,128,true
1143,195,10,195-1,475.7,6.0,481.7,183,true
1144,195,10,195-2,468.6,10.0,478.6,182,true
1145,195,10,195-3,294.7,0.2,294.9,70,true
1146,196,13,196-1,141.3,9.5,150.8,188,true
1147,196,13,196-2,305.4,2.5,307.9,192,true
1148,196,13,196-3,311.2,6.5,317.7,107,false
1149,196,13,196-4,222.3,8.9,231.2,37,true
1150,196,13,196-5,252.4,1.6,254.0,113,true
1151,197,9,197-1,332.9,2.4,335.3,128,true
1152,197,9,197-2,235.7,1.8,237.5,73,true
1153,197,9,197-3,164.1,9.7,173.8,120,false
1154,198,8,198-1,353.1,6.6,359.7,166,true
1155,198,8,198-2,462.2,8.8,471.0,137,true
1156,198,8,198-3,436.7,7.9,444.6,184,true
1157,199,1,199-1,279.0,1.6,280.6,149,true
1158,199,1,199-2,309.2,0.5,309.7,88,true
1159,199,1,199-3,436.7,7.8,444.5,79,true
1160,199,1,199-4,92.4,1.5,93.9,47,true
1161,199,1,199-5,337.0,5.9,342.9,77,true
1162,199,1,199-6,464.8,9.4,474.2,95,true
1163,200,3,200-1,380.8,9.8,390.6,86,true
1164,200,3,200-2,337.2,11.2,348.4,156,true
1165,200,3,200-3,307.7,2.9,310.6,166,true
1166,200,3,200-4,501.2,5.8,507.0,150,true
1167,200,3,200-5,146.7,11.4,158.1,89,false
1168,201,16,201-1,466.1,0.6,466.7,133,true
1169,201,16,201-2,263.7,1.6,265.3,146,true
1170,201,16,201-3,184.3,7.4,191.7,162,true
1171,201,16,201-4,165.7,3.3,169.0,181,true
1172,201,16,201-5,283.3,0.6,283.9,190,true
1173,201,16,201-6,221.6,6.1,227.7,166,true
1174,202,5,202-1,305.2,3.3,308.5,175,true
1175,202,5,202-2,462.3,4.7,467.0,186,true
1176,202,5,202-3,157.1,10.6,167.7,38,true
1177,202,5,202-4,358.8,0.6,359.4,196,true
1178,203,16,203-1,133.1,5.0,138.1,161,true
1179,203,16,203-2,343.1,9.1,352.2,53,true
1180,203,16,203-3,258.1,0.8,258.9,134,true
1181,203,16,203-4,466.1,2.2,468.3,51,true
1182,204,5,204-1,285.8,9.9,295.7,54,true
1183,204,5,204-2,128.4,1.6,130.0,126,true
1184,204,5,204-3,201.5,8.1,209.6,170,true
1185,204,5,204-4,380.8,2.7,383.5,132,true
1186,204,5,204-5,283.6,2.8,286.4,199,true
1187,204,5,204-6,471.4,2.1,473.5,111,true
1188,204,5,204-7,292.6,11.2,303.8,112,true
1189,204,5,204-8,257.1,2.0,259.1,186,true
1190,205,5,205-1,353.4,8.0,361.4,59,true
1191,205,5,205-2,96.8,5.5,102.3,115,false
1192,205,5,205-3,495.7,6.5,502.2,63,true
1193,205,5,205-4,385.8,1.1,386.9,91,true
1194,206,10,206-1,283.2,2.8,286.0,167,true
1195,206,10,206-2,452.0,6.3,458.3,179,true
1196,206,10,206-3,377.9,2.3,380.2,148,true
1197,206,10,206-4,327.0,3.8,330.8,169,true
1198,206,10,206-5,254.9,5.7,260.6,50,true
1199,206,10,206-6,489.5,0.2,489.7,115,true
1200,206,10,206-7,449.3,6.1,455.4,56,true
1201,206,10,206-8,203.4,11.7,215.1,94,true
1202,207,16,207-1,285.9,0.6,286.5,102,false
1203,207,16,207-2,148.8,3.0,151.8,139,true
1204,207,16,207-3,199.1,6.9,206.0,45,true
1205,207,16,207-4,154.2,3.3,157.5,114,true
1206,207,16,207-5,314.8,6.2,321.0,139,true
1207,207,16,207-6,405.7,5.4,411.1,168,true
1208,207,16,207-7,172.7,6.1,178.8,185,true
1209,208,1,208-1,342.9,8.4,351.3,177,true
1210,208,1,208-2,313.1,1.9,315.0,188,true
1211,209,6,209-1,154.7,2.6,157.3,69,true
1212,209,6,209-2,336.4,7.6,344.0,61,true
1213,209,6,209-3,90.7,3.2,93.9,84,true
1214,209,6,209-4,110.6,9.6,120.2,154,true
1215,209,6,209-5,277.9,11.7,289.6,144,true
1216,209,6,209-6,507.5,0.6,508.1,189,true
1217,209,6,209-7,240.8,3.1,243.9,89,true
1218,209,6,209-8,129.3,6.9,136.2,166,true
1219,209,6,209-9,319.6,3.8,323.4,104,true
1220,210,14,210-1,389.2,2.1,391.3,178,true
1221,210,14,210-2,210.9,0.3,211.2,108,true
1222,210,14,210-3,481.4,2.1,483.5,121,false
1223,210,14,210-4,217.0,6.9,223.9,193,true
1224,210,14,210-5,236.7,4.1,240.8,131,true
1225,210,14,210-6,246.5,3.3,249.8,79,true
1226,210,14,210-7,401.6,8.4,410.0,81,true
1227,210,14,210-8,316.9,8.3,325.2,179,true
1228,210,14,210-9,329.7,1.3,331.0,84,true
1229,211,13,211-1,350.2,1.8,352.0,99,true
1230,211,13,211-2,385.9,5.4,391.3,155,true
1231,211,13,211-3,434.7,9.7,444.4,107,true
1232,211,13,211-4,421.2,11.2,432.4,123,true
1233,211,13,211-5,403.3,10.1,413.4,93,false
1234,212,11,212-1,233.9,9.2,243.1,146,true
1235,212,11,212-2,117.1,10.3,127.4,183,false
1236,212,11,212-3,486.3,9.9,496.2,98,true
1237,212,11,212-4,98.4,1.0,99.4,169,true
1238,212,11,212-5,245.4,8.5,253.9,108,true
1239,212,11,212-6,292.0,7.9,299.9,119,false
1240,212,11,212-7,282.2,4.2,286.4,120,true
1241,212,11,212-8,353.4,2.8,356.2,112,true
1242,212,11,212-9,298.4,8.4,306.8,101,true
1243,212,11,212-10,279.8,10.5,290.3,76,true
1244,213,10,213-1,453.6,3.8,457.4,53,true
1245,213,10,213-2,475.3,10.8,486.1,177,true
1246,213,10,213-3,483.0,7.0,490.0,141,true
1247,213,10,213-4,406.2,5.3,411.5,158,true
1248,213,10,213-5,198.9,3.4,202.3,128,true
1249,213,10,213-6,268.4,9.2,277.6,157,true
1250,213,10,213-7,99.5,4.0,103.5,37,true
1251,213,10,213-8,286.1,11.6,297.7,73,true
1252,214,13,214-1,507.1,11.1,518.2,180,true
1253,214,13,214-2,379.0,11.7,390.7,174,true
1254,215,15,215-1,171.2,4.6,175.8,182,true
1255,215,15,215-2,240.9,11.3,252.2,39,true
1256,215,15,215-3,243.0,5.1,248.1,140,true
1257,215,15,215-4,138.2,3.9,142.1,102,true
1258,215,15,215-5,140.2,8.9,149.1,64,true
1259,215,15,215-6,177.1,4.6,181.7,51,true
1260,215,15,215-7,138.1,11.3,149.4,141,true
1261,216,10,216-1,224.8,4.1,228.9,59,false
1262,216,10,216-2,419.3,9.2,428.5,151,true
1263,216,10,216-3,193.3,3.1,196.4,63,false
1264,216,10,216-4,237.8,11.0,248.8,117,true
1265,216,10,216-5,299.3,2.0,301.3,65,true
1266,216,10,216-6,129.0,8.0,137.0,122,true
1267,216,10,216-7,125.4,2.8,128.2,169,true
1268,216,10,216-8,221.8,2.5,224.3,156,true
1269,216,10,216-9,376.0,2.5,378.5,44,true
1270,216,10,216-10,298.4,10.8,309.2,140,true
1271,218,15,218-1,107.0,10.2,117.2,154,true
1272,218,15,218-2,451.7,5.0,456.7,165,true
1273,218,15,218-3,332.4,1.1,333.5,104,true
1274,218,15,218-4,321.3,4.1,325.4,107,true
1275,218,15,218-5,298.0,8.6,306.6,112,true
1276,218,15,218-6,412.6,6.0,418.6,160,true
1277,218,15,218-7,456.8,1.3,458.1,183,true
1278,218,15,218-8,419.2,8.7,427.9,95,true
1279,218,15,218-9,318.0,3.0,321.0,152,true
1280,218,15,218-10,308.9,1.6,310.5,66,true
1281,219,1,219-1,306.4,4.0,310.4,193,true
1282,219,1,219-2,221.0,4.8,225.8,180,true
1283,219,1,219-3,366.2,0.8,367.0,181,true
1284,219,1,219-4,463.0,6.7,469.7,36,true
1285,219,1,219-5,322.1,8.6,330.7,174,true
1286,220,11,220-1,401.9,1.0,402.9,195,true
1287,220,11,220-2,300.6,0.2,300.8,150,true
1288,220,11,220-3,242.9,11.5,254.4,166,true
1289,220,11,220-4,111.4,9.0,120.4,88,true
1290,220,11,220-5,91.9,0.5,92.4,82,true
1291,220,11,220-6,173.4,10.0,183.4,151,true
1292,220,11,220-7,500.6,5.7,506.3,56,true
1293,220,11,220-8,207.0,12.0,219.0,178,true
1294,220,11,220-9,103.2,10.1,113.3,78,true
1295,220,11,220-10,335.4,6.9,342.3,173,true
1296,221,1,221-1,248.1,6.5,254.6,148,true
1297,221,1,221-2,122.3,10.5,132.8,182,true
1298,221,1,221-3,245.3,8.0,253.3,72,true
1299,221,1,221-4,505.0,11.4,516.4,81,true
1300,221,1,221-5,489.7,3.4,493.1,168,true
1301,222,16,222-1,377.4,10.3,387.7,177,true
1302,222,16,222-2,129.1,9.5,138.6,182,true
1303,222,16,222-3,464.0,4.5,468.5,150,true
1304,222,16,222-4,459.2,1.3,460.5,142,true
1305,222,16,222-5,334.4,11.6,346.0,51,true
1306,222,16,222-6,402.3,9.7,412.0,68,true
1307,222,16,222-7,117.5,4.4,121.9,159,true
1308,222,16,222-8,248.5,5.5,254.0,125,true
1309,222,16,222-9,177.8,8.4,186.2,61,true
1310,223,11,223-1,424.2,7.1,431.3,186,true
1311,223,11,223-2,350.1,5.7,355.8,83,true
1312,223,11,223-3,336.5,7.9,344.4,186,true
1313,223,11,223-4,466.0,10.3,476.3,85,true
1314,224,3,224-1,515.5,1.4,516.9,156,false
1315,224,3,224-2,308.5,10.3,318.8,190,true
1316,224,3,224-3,142.3,3.5,145.8,164,true
1317,224,3,224-4,181.4,0.2,181.6,152,true
1318,224,3,224-5,234.4,0.5,234.9,125,false
1319,225,2,225-1,176.7,9.8,186.5,169,true
1320,225,2,225-2,170.3,4.6,174.9,61,true
1321,226,5,226-1,448.9,10.9,459.8,191,true
1322,226,5,226-2,411.8,0.8,412.6,50,true
1323,227,7,227-1,270.0,10.8,280.8,169,true
1324,227,7,227-2,181.5,3.6,185.1,43,true
1325,227,7,227-3,497.5,10.8,508.3,77,true
1326,227,7,227-4,301.5,5.1,306.6,169,true
1327,227,7,227-5,376.7,0.2,376.9,101,true
1328,227,7,227-6,148.0,9.4,157.4,85,true
1329,227,7,227-7,211.0,10.4,221.4,132,true
1330,228,3,228-1,326.7,4.5,331.2,84,true
1331,228,3,228-2,393.4,4.4,397.8,186,true
1332,228,3,228-3,268.1,10.1,278.2,85,true
1333,228,3,228-4,219.2,10.1,229.3,81,true
1334,228,3,228-5,238.3,7.1,245.4,42,true
1335,228,3,228-6,464.4,6.7,471.1,98,true
1336,228,3,228-7,165.1,5.7,170.8,77,true
1337,229,9,229-1,382.2,7.4,389.6,54,true
1338,229,9,229-2,124.2,2.8,127.0,35,true
1339,229,9,229-3,145.3,1.8,147.1,91,true
1340,229,9,229-4,511.1,8.5,519.6,44,true
1341,229,9,229-5,114.8,1.8,116.6,85,true
1342,229,9,229-6,187.5,7.8,195.3,102,true
1343,229,9,229-7,243.7,4.4,248.1,173,true
1344,229,9,229-8,302.4,5.2,307.6,105,true
1345,230,7,230-1,323.4,9.0,332.4,64,true
1346,230,7,230-2,446.3,1.2,447.5,105,true
1347,230,7,230-3,518.9,3.7,522.6,179,true
1348,230,7,230-4,369.8,8.1,377.9,36,true
1349,230,7,230-5,276.3,1.5,277.8,52,true
1350,231,12,231-1,97.6,1.8,99.4,174,true
1351,231,12,231-2,108.8,3.8,112.6,179,true
1352,231,12,231-3,190.1,8.8,198.9,142,true
1353,231,12,231-4,443.9,11.1,455.0,47,true
1354,231,12,231-5,386.9,9.7,396.6,77,true
1355,231,12,231-6,418.3,5.3,423.6,120,true
1356,231,12,231-7,159.0,5.5,164.5,137,true
1357,231,12,231-8,147.0,0.2,147.2,198,true
1358,231,12,231-9,364.2,8.0,372.2,42,true
1359,231,12,231-10,120.9,1.7,122.6,80,true
1360,232,1,232-1,245.9,3.6,249.5,125,true
1361,232,1,232-2,143.9,9.8,153.7,114,true
1362,232,1,232-3,488.2,2.8,491.0,35,true
1363,232,1,232-4,105.4,9.0,114.4,79,true
1364,232,1,232-5,149.2,11.4,160.6,44,true
1365,232,1,232-6,321.6,6.0,327.6,83,true
1366,233,2,233-1,266.2,8.7,274.9,163,true
1367,233,2,233-2,154.5,9.5,164.0,160,true
1368,233,2,233-3,93.6,5.6,99.2,108,true
1369,233,2,233-4,497.1,3.8,500.9,154,true
1370,234,7,234-1,416.5,0.5,417.0,152,true
1371,234,7,234-2,226.6,10.5,237.1,63,true
1372,234,7,234-3,143.3,1.4,144.7,187,true
1373,234,7,234-4,515.5,10.3,525.8,193,false
1374,234,7,234-5,109.9,11.8,121.7,97,true
1375,234,7,234-6,234.0,6.9,240.9,94,true
1376,234,7,234-7,338.0,10.9,348.9,106,true
1377,235,2,235-1,383.0,4.3,387.3,49,false
1378,235,2,235-2,461.0,5.0,466.0,124,true
1379,235,2,235-3,345.4,2.1,347.5,128,true
1380,235,2,235-4,411.1,5.7,416.8,64,true
1381,235,2,235-5,209.9,5.9,215.8,62,true
1382,236,11,236-1,342.6,7.7,350.3,161,false
1383,236,11,236-2,140.5,6.0,146.5,54,true
1384,236,11,236-3,446.9,0.4,447.3,57,true
1385,236,11,236-4,399.3,3.9,403.2,79,true
1386,236,11,236-5,166.2,6.8,173.0,182,true
1387,237,16,237-1,513.6,5.0,518.6,176,true
1388,237,16,237-2,171.2,6.5,177.7,174,true
1389,237,16,237-3,446.3,11.7,458.0,60,true
1390,237,16,237-4,410.7,10.0,420.7,133,true
1391,237,16,237-5,117.4,6.5,123.9,154,false
1392,237,16,237-6,161.0,2.9,163.9,75,false
1393,238,14,238-1,262.4,3.4,265.8,82,true
1394,238,14,238-2,295.4,10.6,306.0,99,true
1395,238,14,238-3,432.5,1.5,434.0,83,true
1396,238,14,238-4,492.1,5.5,497.6,77,true
1397,238,14,238-5,378.8,2.7,381.5,118,true
1398,238,14,238-6,308.3,0.1,308.4,150,true
1399,238,14,238-7,236.8,6.9,243.7,162,true
1400,238,14,238-8,365.9,1.1,367.0,124,true
1401,239,7,239-1,236.7,4.9,241.6,96,true
1402,239,7,239-2,323.7,10.5,334.2,101,true
1403,239,7,239-3,441.5,4.1,445.6,168,true
1404,239,7,239-4,462.4,5.0,467.4,128,true
1405,240,13,240-1,466.7,3.1,469.8,176,true
1406,240,13,240-2,284.0,2.9,286.9,35,true
1407,240,13,240-3,275.9,0.7,276.6,167,false
1408,240,13,240-4,517.5,4.3,521.8,71,true
1409,240,13,240-5,301.8,0.3,302.1,94,true
1410,240,13,240-6,397.9,11.2,409.1,35,true
1411,240,13,240-7,295.2,2.2,297.4,187,true
1412,240,13,240-8,207.9,0.1,208.0,111,true
1413,241,14,241-1,160.7,3.6,164.3,88,false
1414,241,14,241-2,337.9,11.8,349.7,35,true
1415,241,14,241-3,454.1,11.6,465.7,175,true
1416,241,14,241-4,211.9,1.7,213.6,66,true
1417,241,14,241-5,139.3,9.5,148.8,46,true
1418,241,14,241-6,97.4,10.0,107.4,158,false
1419,241,14,241-7,98.9,1.8,100.7,66,true
1420,241,14,241-8,96.8,8.2,105.0,59,true
1421,242,13,242-1,484.9,5.1,490.0,113,true
1422,242,13,242-2,378.0,8.7,386.7,187,true
1423,242,13,242-3,371.2,6.8,378.0,188,true
1424,242,13,242-4,367.9,3.7,371.6,86,true
1425,242,13,242-5,413.9,6.0,419.9,138,true
1426,242,13,242-6,397.5,7.3,404.8,178,true
1427,242,13,242-7,298.1,9.9,308.0,76,true
1428,242,13,242-8,490.6,4.5,495.1,121,true
1429,242,13,242-9,331.6,1.1,332.7,116,true
1430,242,13,242-10,275.2,5.2,280.4,47,true
1431,243,4,243-1,411.9,0.7,412.6,114,true
1432,243,4,243-2,449.7,5.1,454.8,75,true
1433,243,4,243-3,405.6,9.7,415.3,112,true
1434,243,4,243-4,363.9,1.2,365.1,164,true
1435,243,4,243-5,434.1,7.1,441.2,198,true
1436,243,4,243-6,442.8,10.9,453.7,195,true
1437,243,4,243-7,333.9,1.5,335.4,132,true
1438,244,15,244-1,163.3,3.5,166.8,42,true
1439,244,15,244-2,262.6,2.3,264.9,156,true
1440,244,15,244-3,179.8,8.5,188.3,66,true
1441,244,15,244-4,496.1,8.2,504.3,136,true
1442,244,15,244-5,224.0,3.8,227.8,91,true
1443,244,15,244-6,289.2,1.7,290.9,48,true
1444,244,15,244-7,170.4,0.2,170.6,187,true
1445,244,15,244-8,493.8,7.4,501.2,150,true
1446,245,5,245-1,243.3,3.0,246.3,196,true
1447,245,5,245-2,149.4,7.7,157.1,166,true
1448,245,5,245-3,107.4,11.0,118.4,128,true
1449,245,5,245-4,97.2,8.5,105.7,154,true
1450,245,5,245-5,401.4,2.8,404.2,70,true
1451,246,8,246-1,231.4,0.5,231.9,71,true
1452,246,8,246-2,503.0,5.5,508.5,146,true
1453,246,8,246-3,113.7,12.0,125.7,92,true
1454,246,8,246-4,460.9,0.7,461.6,148,false
1455,246,8,246-5,484.4,7.2,491.6,54,true
1456,246,8,246-6,427.0,6.8,433.8,177,true
1457,247,6,247-1,354.0,0.4,354.4,43,true
1458,247,6,247-2,458.9,6.4,465.3,139,true
1459,247,6,247-3,228.7,1.6,230.3,170,true
1460,247,6,247-4,333.7,3.8,337.5,193,true
1461,247,6,247-5,325.9,10.6,336.5,103,true
1462,248,15,248-1,322.8,5.3,328.1,135,true
1463,248,15,248-2,468.7,3.6,472.3,155,false
1464,248,15,248-3,241.4,1.8,243.2,151,true
1465,249,5,249-1,125.8,3.4,129.2,162,true
1466,249,5,249-2,400.4,10.1,410.5,70,true
1467,249,5,249-3,330.7,1.5,332.2,159,true
1468,249,5,249-4,380.2,5.8,386.0,85,true
1469,249,5,249-5,427.0,8.5,435.5,158,true
1470,249,5,249-6,216.7,8.6,225.3,88,true
1471,249,5,249-7,131.9,4.0,135.9,80,true
1472,250,12,250-1,491.1,0.7,491.8,94,true
1473,250,12,250-2,485.1,10.2,495.3,123,true
1474,250,12,250-3,367.9,9.5,377.4,139,true
1475,250,12,250-4,142.4,6.7,149.1,90,true
1476,250,12,250-5,206.0,6.6,212.6,122,true
1477,250,12,250-6,243.7,3.5,247.2,91,true
1478,250,12,250-7,288.8,10.1,298.9,58,true
1479,250,12,250-8,416.7,10.5,427.2,44,true
1480,250,12,250-9,292.2,6.7,298.9,85,true
1481,252,12,252-1,176.3,7.1,183.4,73,false
1482,252,12,252-2,274.2,11.2,285.4,181,true
1483,253,10,253-1,471.8,10.4,482.2,175,false
1484,253,10,253-2,372.6,10.5,383.1,127,false
1485,253,10,253-3,185.9,11.4,197.3,141,true
1486,253,10,253-4,438.0,10.5,448.5,134,true
1487,253,10,253-5,150.9,4.7,155.6,130,true
1488,253,10,253-6,295.5,9.5,305.0,62,true
1489,253,10,253-7,241.4,10.4,251.8,193,true
1490,253,10,253-8,141.8,6.6,148.4,144,true
1491,253,10,253-9,98.7,9.3,108.0,128,true
1492,254,10,254-1,315.5,2.1,317.6,103,true
1493,254,10,254-2,445.2,2.9,448.1,132,false
1494,254,10,254-3,120.3,2.6,122.9,163,false
1495,255,6,255-1,303.2,3.1,306.3,140,true
1496,255,6,255-2,263.4,3.6,267.0,149,true
1497,255,6,255-3,394.1,4.4,398.5,189,true
1498,255,6,255-4,352.1,11.3,363.4,45,true
1499,255,6,255-5,109.6,9.3,118.9,51,true
1500,255,6,255-6,381.9,1.5,383.4,160,true
1501,255,6,255-7,278.7,6.3,285.0,40,true
1502,255,6,255-8,298.0,11.0,309.0,91,true
1503,255,6,255-9,138.4,10.0,148.4,145,true
1504,255,6,255-10,280.8,3.9,284.7,153,true
1505,256,7,256-1,269.1,4.3,273.4,68,true
1506,256,7,256-2,358.9,3.7,362.6,123,true
1507,256,7,256-3,193.9,11.5,205.4,56,true
1508,256,7,256-4,417.0,11.3,428.3,136,true
1509,256,7,256-5,452.1,5.9,458.0,170,true
1510,256,7,256-6,293.5,4.9,298.4,175,true
1511,256,7,256-7,295.7,5.7,301.4,144,true
1512,256,7,256-8,282.6,0.4,283.0,51,true
1513,256,7,256-9,155.9,5.9,161.8,124,true
1514,257,13,257-1,220.5,11.3,231.8,185,true
1515,257,13,257-2,415.5,7.0,422.5,47,true
1516,257,13,257-3,246.9,4.6,251.5,166,true
1517,257,13,257-4,270.0,7.8,277.8,193,true
1518,257,13,257-5,334.1,10.7,344.8,66,true
1519,257,13,257-6,316.7,1.2,317.9,199,true
1520,257,13,257-7,320.3,6.6,326.9,116,true
1521,257,13,257-8,207.2,8.2,215.4,169,true
1522,257,13,257-9,416.7,2.8,419.5,200,true
1523,258,10,258-1,173.8,6.0,179.8,172,true
1524,258,10,258-2,310.5,8.7,319.2,149,true
1525,258,10,258-3,284.9,7.3,292.2,111,true
1526,258,10,258-4,349.4,5.3,354.7,135,true
1527,259,7,259-1,355.0,4.7,359.7,43,true
1528,259,7,259-2,503.9,3.7,507.6,84,true
1529,259,7,259-3,284.5,1.2,285.7,107,true
1530,259,7,259-4,344.1,11.8,355.9,168,true
1531,259,7,259-5,336.7,11.5,348.2,141,true
1532,260,16,260-1,190.6,8.2,198.8,130,true
1533,260,16,260-2,243.2,2.3,245.5,57,true
1534,260,16,260-3,207.6,2.4,210.0,50,true
1535,260,16,260-4,194.6,4.3,198.9,119,true
1536,261,11,261-1,427.9,5.8,433.7,177,true
1537,261,11,261-2,413.4,5.4,418.8,147,true
1538,261,11,261-3,91.1,8.1,99.2,191,true
1539,261,11,261-4,164.7,5.5,170.2,76,true
1540,262,15,262-1,498.7,5.2,503.9,65,true
1541,262,15,262-2,386.0,2.0,388.0,112,true
1542,262,15,262-3,223.5,2.4,225.9,99,false
1543,262,15,262-4,333.1,11.3,344.4,129,true
1544,262,15,262-5,445.5,0.4,445.9,173,true
1545,263,11,263-1,138.3,10.0,148.3,53,false
1546,263,11,263-2,501.2,4.8,506.0,111,true
1547,263,11,263-3,154.7,8.9,163.6,182,true
1548,263,11,263-4,243.7,10.8,254.5,97,true
1549,263,11,263-5,157.3,10.2,167.5,189,true
1550,263,11,263-6,497.4,3.4,500.8,95,true
1551,263,11,263-7,353.1,1.5,354.6,119,true
1552,264,3,264-1,285.5,7.8,293.3,92,true
1553,264,3,264-2,211.7,7.2,218.9,178,true
1554,264,3,264-3,270.5,1.9,272.4,92,true
1555,264,3,264-4,485.6,6.5,492.1,100,true
1556,266,5,266-1,258.8,9.5,268.3,75,true
1557,266,5,266-2,324.0,3.6,327.6,65,true
1558,266,5,266-3,416.5,8.9,425.4,195,true
1559,266,5,266-4,258.7,5.8,264.5,121,true
1560,266,5,266-5,506.4,8.6,515.0,94,true
1561,266,5,266-6,483.2,11.1,494.3,186,true
1562,266,5,266-7,336.1,5.4,341.5,140,true
1563,266,5,266-8,455.0,1.5,456.5,53,true
1564,267,15,267-1,422.9,10.4,433.3,39,true
1565,267,15,267-2,472.2,4.1,476.3,178,true
1566,268,15,268-1,267.4,5.6,273.0,124,true
1567,268,15,268-2,438.0,7.5,445.5,195,true
1568,268,15,268-3,468.0,1.6,469.6,56,true
1569,269,13,269-1,373.3,4.0,377.3,159,true
1570,269,13,269-2,111.7,11.1,122.8,99,true
1571,269,13,269-3,422.9,0.5,423.4,105,true
1572,269,13,269-4,447.6,4.5,452.1,117,true
1573,269,13,269-5,497.2,3.0,500.2,51,true
1574,269,13,269-6,214.0,4.3,218.3,125,false
1575,269,13,269-7,202.9,10.2,213.1,160,true
1576,270,5,270-1,247.3,0.4,247.7,74,false
1577,270,5,270-2,155.7,2.4,158.1,146,true
1578,270,5,270-3,257.9,9.7,267.6,50,true
1579,270,5,270-4,393.7,8.9,402.6,124,true
1580,270,5,270-5,145.9,9.6,155.5,199,true
1581,270,5,270-6,301.1,1.5,302.6,188,true
1582,270,5,270-7,110.7,1.6,112.3,99,true
1583,271,11,271-1,147.2,7.0,154.2,122,true
