mess_id,masch_id,ts,temp_c,vib_rms,leist_kw,energie_kwh
2580,4,2025-02-02 13:12:00,84.0,1.66,12.37,2.474
2581,5,2025-02-02 13:12:00,71.2,0.84,12.16,2.432
2582,6,2025-02-02 13:12:00,93.1,7.86,16.09,3.218
2583,7,2025-02-02 13:12:00,97.7,1.78,8.35,1.67
2584,8,2025-02-02 13:12:00,94.9,3.54,6.19,1.238
2585,9,2025-02-02 13:12:00,39.7,6.94,6.8,1.36
2586,10,2025-02-02 13:12:00,94.6,4.78,8.3,1.66
2587,11,2025-02-02 13:12:00,42.1,0.33,8.58,1.716
2588,12,2025-02-02 13:12:00,84.2,3.75,9.14,1.828
2589,13,2025-02-02 13:12:00,42.8,0.94,25.86,5.172
2590,14,2025-02-02 13:12:00,50.8,2.88,26.44,5.288
2591,15,2025-02-02 13:12:00,68.2,5.26,12.99,2.598
2592,16,2025-02-02 13:12:00,83.0,3.04,31.3,6.26
2593,1,2025-02-02 13:24:00,39.2,2.52,5.9,1.18
2594,2,2025-02-02 13:24:00,63.1,4.02,6.64,1.328
2595,3,2025-02-02 13:24:00,53.4,4.09,10.2,2.04
2596,4,2025-02-02 13:24:00,80.6,7.9,5.98,1.196
2597,5,2025-02-02 13:24:00,70.3,3.27,12.64,2.528
2598,6,2025-02-02 13:24:00,88.8,7.8,14.29,2.858
2599,7,2025-02-02 13:24:00,43.2,0.78,19.64,3.928
2600,8,2025-02-02 13:24:00,85.6,2.63,10.36,2.072
2601,9,2025-02-02 13:24:00,64.1,2.63,8.93,1.786
2602,10,2025-02-02 13:24:00,41.2,1.28,12.34,2.468
2603,11,2025-02-02 13:24:00,85.7,3.19,13.99,2.798
2604,12,2025-02-02 13:24:00,60.0,2.82,21.87,4.374
2605,13,2025-02-02 13:24:00,60.7,7.65,9.87,1.974
2606,14,2025-02-02 13:24:00,46.7,4.11,14.52,2.904
2607,15,2025-02-02 13:24:00,57.1,6.29,29.44,5.888
2608,16,2025-02-02 13:24:00,55.1,6.06,20.37,4.074
2609,1,2025-02-02 13:36:00,55.7,6.57,5.94,1.188
2610,2,2025-02-02 13:36:00,40.2,5.87,6.03,1.206
2611,3,2025-02-02 13:36:00,55.1,6.86,10.5,2.1
2612,4,2025-02-02 13:36:00,79.7,3.71,13.92,2.784
2613,5,2025-02-02 13:36:00,94.2,1.72,16.81,3.362
2614,6,2025-02-02 13:36:00,41.8,6.41,8.88,1.776
2615,7,2025-02-02 13:36:00,61.9,0.42,18.01,3.602
2616,8,2025-02-02 13:36:00,49.4,6.74,20.36,4.072
2617,9,2025-02-02 13:36:00,83.1,3.39,11.86,2.372
2618,10,2025-02-02 13:36:00,76.0,5.51,22.69,4.538
2619,11,2025-02-02 13:36:00,42.3,4.44,8.45,1.69
2620,12,2025-02-02 13:36:00,48.9,5.88,11.89,2.378
2621,13,2025-02-02 13:36:00,73.5,3.56,19.83,3.966
2622,14,2025-02-02 13:36:00,83.9,2.75,24.72,4.944
2623,15,2025-02-02 13:36:00,43.2,0.22,19.59,3.918
2624,16,2025-02-02 13:36:00,91.9,3.39,18.15,3.63
2625,1,2025-02-02 13:48:00,78.1,7.53,11.58,2.316
2626,2,2025-02-02 13:48:00,51.8,4.43,9.67,1.934
2627,3,2025-02-02 13:48:00,39.9,6.46,6.0,1.2
2628,4,2025-02-02 13:48:00,41.3,6.53,8.59,1.718
2629,5,2025-02-02 13:48:00,95.3,1.21,6.44,1.288
2630,6,2025-02-02 13:48:00,97.4,5.4,11.59,2.318
2631,7,2025-02-02 13:48:00,79.6,6.94,13.88,2.776
2632,8,2025-02-02 13:48:00,80.0,1.41,8.56,1.712
2633,9,2025-02-02 13:48:00,84.8,3.59,7.73,1.546
2634,10,2025-02-02 13:48:00,65.8,4.96,11.76,2.352
2635,11,2025-02-02 13:48:00,86.7,2.13,12.39,2.478
2636,12,2025-02-02 13:48:00,72.1,0.26,12.21,2.442
2637,13,2025-02-02 13:48:00,90.0,4.6,11.18,2.236
2638,14,2025-02-02 13:48:00,91.9,0.72,22.8,4.56
2639,15,2025-02-02 13:48:00,52.3,4.77,20.1,4.02
2640,16,2025-02-02 13:48:00,39.6,7.31,18.6,3.72
2641,1,2025-02-02 14:00:00,53.0,3.61,5.23,1.046
2642,2,2025-02-02 14:00:00,66.2,1.2,5.11,1.022
2643,3,2025-02-02 14:00:00,92.6,7.13,10.84,2.168
2644,4,2025-02-02 14:00:00,39.2,1.91,6.95,1.39
2645,5,2025-02-02 14:00:00,96.0,4.4,9.17,1.834
2646,6,2025-02-02 14:00:00,91.3,7.5,6.41,1.282
2647,7,2025-02-02 14:00:00,64.9,4.35,17.19,3.438
2648,8,2025-02-02 14:00:00,61.3,6.65,14.47,2.894
2649,9,2025-02-02 14:00:00,63.1,2.12,10.14,2.028
2650,10,2025-02-02 14:00:00,53.7,7.94,9.26,1.852
2651,11,2025-02-02 14:00:00,51.4,5.54,23.72,4.744
2652,12,2025-02-02 14:00:00,63.6,4.64,16.7,3.34
2653,13,2025-02-02 14:00:00,88.7,2.9,12.3,2.46
2654,14,2025-02-02 14:00:00,67.1,7.1,20.46,4.092
2655,15,2025-02-02 14:00:00,74.3,1.11,18.01,3.602
2656,16,2025-02-02 14:00:00,70.2,0.65,19.86,3.972
2657,1,2025-02-02 14:12:00,76.5,5.26,6.96,1.392
2658,2,2025-02-02 14:12:00,38.6,0.42,6.75,1.35
2659,3,2025-02-02 14:12:00,85.2,1.63,9.7,1.94
2660,4,2025-02-02 14:12:00,47.0,4.46,10.19,2.038
2661,5,2025-02-02 14:12:00,64.6,3.17,15.89,3.178
2662,6,2025-02-02 14:12:00,76.2,2.23,17.39,3.478
2663,7,2025-02-02 14:12:00,95.9,3.17,9.79,1.958
2664,8,2025-02-02 14:12:00,71.5,3.37,17.29,3.458
2665,9,2025-02-02 14:12:00,60.4,2.48,9.96,1.992
2666,10,2025-02-02 14:12:00,83.8,5.99,6.93,1.386
2667,11,2025-02-02 14:12:00,76.8,4.36,12.49,2.498
2668,12,2025-02-02 14:12:00,70.9,5.28,22.92,4.584
2669,13,2025-02-02 14:12:00,64.1,5.28,10.6,2.12
2670,14,2025-02-02 14:12:00,51.7,2.3,12.68,2.536
2671,15,2025-02-02 14:12:00,41.3,1.03,9.57,1.914
2672,16,2025-02-02 14:12:00,49.1,0.21,17.65,3.53
2673,1,2025-02-02 14:24:00,53.3,8.09,11.16,2.232
2674,2,2025-02-02 14:24:00,45.7,4.2,7.14,1.428
2675,3,2025-02-02 14:24:00,41.4,7.15,9.3,1.86
2676,4,2025-02-02 14:24:00,81.4,4.63,8.56,1.712
2677,5,2025-02-02 14:24:00,95.0,3.81,11.29,2.258
2678,6,2025-02-02 14:24:00,73.9,2.55,12.04,2.408
2679,7,2025-02-02 14:24:00,52.1,1.88,9.37,1.874
2680,8,2025-02-02 14:24:00,42.9,3.53,15.2,3.04
2681,9,2025-02-02 14:24:00,49.9,0.92,13.28,2.656
2682,10,2025-02-02 14:24:00,41.3,1.54,12.93,2.586
2683,11,2025-02-02 14:24:00,41.7,1.99,13.5,2.7
2684,12,2025-02-02 14:24:00,77.3,4.65,25.96,5.192
2685,13,2025-02-02 14:24:00,80.1,1.16,27.41,5.482
2686,14,2025-02-02 14:24:00,41.8,7.12,27.21,5.442
2687,15,2025-02-02 14:24:00,56.8,0.22,13.67,2.734
2688,16,2025-02-02 14:24:00,49.4,7.42,12.06,2.412
2689,1,2025-02-02 14:36:00,74.5,7.42,6.26,1.252
2690,2,2025-02-02 14:36:00,52.4,8.0,10.46,2.092
2691,3,2025-02-02 14:36:00,77.0,2.94,10.6,2.12
2692,4,2025-02-02 14:36:00,88.8,4.67,13.18,2.636
2693,5,2025-02-02 14:36:00,46.9,2.17,5.74,1.148
2694,6,2025-02-02 14:36:00,58.1,5.14,14.57,2.914
2695,7,2025-02-02 14:36:00,67.2,5.93,13.69,2.738
2696,8,2025-02-02 14:36:00,97.1,4.25,16.22,3.244
2697,9,2025-02-02 14:36:00,55.2,8.08,22.0,4.4
2698,10,2025-02-02 14:36:00,49.7,1.43,23.8,4.76
2699,11,2025-02-02 14:36:00,39.6,1.8,8.91,1.782
2700,12,2025-02-02 14:36:00,34.2,0.38,22.85,4.57
2701,13,2025-02-02 14:36:00,77.1,1.77,26.11,5.222
2702,14,2025-02-02 14:36:00,68.3,6.99,22.41,4.482
2703,15,2025-02-02 14:36:00,75.9,2.98,9.25,1.85
2704,16,2025-02-02 14:36:00,38.0,4.44,20.73,4.146
2705,1,2025-02-02 14:48:00,37.6,4.37,6.47,1.294
2706,2,2025-02-02 14:48:00,62.9,7.56,5.71,1.142
2707,3,2025-02-02 14:48:00,51.1,4.59,11.83,2.366
2708,4,2025-02-02 14:48:00,76.3,2.47,7.4,1.48
2709,5,2025-02-02 14:48:00,77.4,3.48,9.5,1.9
2710,6,2025-02-02 14:48:00,47.5,5.29,9.21,1.842
2711,7,2025-02-02 14:48:00,76.7,6.66,16.66,3.332
2712,8,2025-02-02 14:48:00,69.3,4.47,20.84,4.168
2713,9,2025-02-02 14:48:00,71.8,7.03,15.58,3.116
2714,10,2025-02-02 14:48:00,55.0,0.85,14.1,2.82
2715,11,2025-02-02 14:48:00,75.0,4.53,14.32,2.864
2716,12,2025-02-02 14:48:00,37.2,1.61,16.8,3.36
2717,13,2025-02-02 14:48:00,57.8,6.99,20.39,4.078
2718,14,2025-02-02 14:48:00,63.1,0.77,10.56,2.112
2719,15,2025-02-02 14:48:00,86.1,3.16,29.44,5.888
2720,16,2025-02-02 14:48:00,77.7,3.05,10.3,2.06
2721,1,2025-02-02 15:00:00,74.4,0.98,7.74,1.548
2722,2,2025-02-02 15:00:00,80.8,6.11,6.56,1.312
2723,3,2025-02-02 15:00:00,38.0,3.28,12.75,2.55
2724,4,2025-02-02 15:00:00,86.1,3.14,14.55,2.91
2725,5,2025-02-02 15:00:00,92.9,2.92,14.5,2.9
2726,6,2025-02-02 15:00:00,42.0,5.71,14.45,2.89
2727,7,2025-02-02 15:00:00,45.3,6.79,7.65,1.53
2728,8,2025-02-02 15:00:00,60.2,4.5,10.72,2.144
2729,9,2025-02-02 15:00:00,51.4,4.84,16.5,3.3
2730,10,2025-02-02 15:00:00,92.8,6.59,17.27,3.454
2731,11,2025-02-02 15:00:00,38.1,3.66,9.76,1.952
2732,12,2025-02-02 15:00:00,60.5,2.69,16.62,3.324
2733,13,2025-02-02 15:00:00,52.2,2.13,11.15,2.23
2734,14,2025-02-02 15:00:00,41.5,4.85,22.22,4.444
2735,15,2025-02-02 15:00:00,48.3,2.62,24.3,4.86
2736,16,2025-02-02 15:00:00,59.8,0.86,32.06,6.412
2737,1,2025-02-02 15:12:00,84.5,0.76,11.7,2.34
2738,2,2025-02-02 15:12:00,51.0,5.88,7.99,1.598
2739,3,2025-02-02 15:12:00,60.8,3.26,10.82,2.164
2740,4,2025-02-02 15:12:00,67.5,8.02,14.16,2.832
2741,5,2025-02-02 15:12:00,61.7,2.55,9.43,1.886
2742,6,2025-02-02 15:12:00,94.9,4.72,12.94,2.588
2743,7,2025-02-02 15:12:00,66.4,4.45,16.7,3.34
2744,8,2025-02-02 15:12:00,62.8,1.18,12.3,2.46
2745,9,2025-02-02 15:12:00,90.8,6.18,20.79,4.158
2746,10,2025-02-02 15:12:00,38.3,0.7,21.38,4.276
2747,11,2025-02-02 15:12:00,45.8,7.52,10.87,2.174
2748,12,2025-02-02 15:12:00,86.0,7.29,24.88,4.976
2749,13,2025-02-02 15:12:00,85.7,3.1,28.23,5.646
2750,14,2025-02-02 15:12:00,48.6,6.12,19.73,3.946
2751,15,2025-02-02 15:12:00,78.6,4.28,20.11,4.022
2752,16,2025-02-02 15:12:00,37.2,6.54,26.91,5.382
2753,1,2025-02-02 15:24:00,63.0,1.77,6.33,1.266
2754,2,2025-02-02 15:24:00,59.8,3.0,5.43,1.086
2755,3,2025-02-02 15:24:00,76.3,6.65,4.68,0.936
2756,4,2025-02-02 15:24:00,34.1,2.3,15.12,3.024
2757,5,2025-02-02 15:24:00,61.9,4.9,10.55,2.11
2758,6,2025-02-02 15:24:00,88.9,2.12,11.47,2.294
2759,7,2025-02-02 15:24:00,35.2,7.06,14.89,2.978
2760,8,2025-02-02 15:24:00,79.9,6.76,6.79,1.358
2761,9,2025-02-02 15:24:00,97.4,6.11,15.51,3.102
2762,10,2025-02-02 15:24:00,49.5,2.85,14.06,2.812
2763,11,2025-02-02 15:24:00,46.7,6.84,12.37,2.474
2764,12,2025-02-02 15:24:00,92.3,3.6,23.53,4.706
2765,13,2025-02-02 15:24:00,55.8,7.38,22.42,4.484
2766,14,2025-02-02 15:24:00,91.1,0.52,29.18,5.836
2767,15,2025-02-02 15:24:00,80.2,7.45,19.34,3.868
2768,16,2025-02-02 15:24:00,67.4,5.85,16.84,3.368
2769,1,2025-02-02 15:36:00,65.9,6.83,11.26,2.252
2770,2,2025-02-02 15:36:00,62.1,7.84,3.94,0.788
2771,3,2025-02-02 15:36:00,96.4,7.42,6.34,1.268
2772,4,2025-02-02 15:36:00,88.6,1.7,8.44,1.688
2773,5,2025-02-02 15:36:00,70.8,6.73,14.79,2.958
2774,6,2025-02-02 15:36:00,40.2,6.96,15.05,3.01
2775,7,2025-02-02 15:36:00,71.2,1.57,12.21,2.442
2776,8,2025-02-02 15:36:00,56.1,3.98,8.95,1.79
2777,9,2025-02-02 15:36:00,92.3,1.01,17.23,3.446
2778,10,2025-02-02 15:36:00,73.8,2.0,22.79,4.558
2779,11,2025-02-02 15:36:00,86.3,7.37,23.12,4.624
2780,12,2025-02-02 15:36:00,73.6,7.73,21.66,4.332
2781,13,2025-02-02 15:36:00,62.1,3.22,27.64,5.528
2782,14,2025-02-02 15:36:00,47.9,4.75,10.74,2.148
2783,15,2025-02-02 15:36:00,64.0,2.55,11.19,2.238
2784,16,2025-02-02 15:36:00,67.0,7.5,18.4,3.68
2785,1,2025-02-02 15:48:00,73.9,3.7,11.72,2.344
2786,2,2025-02-02 15:48:00,67.5,1.67,10.66,2.132
2787,3,2025-02-02 15:48:00,71.2,6.4,13.56,2.712
2788,4,2025-02-02 15:48:00,83.8,7.02,9.21,1.842
2789,5,2025-02-02 15:48:00,88.8,0.98,8.5,1.7
2790,6,2025-02-02 15:48:00,39.1,1.12,7.25,1.45
2791,7,2025-02-02 15:48:00,64.9,0.39,13.17,2.634
2792,8,2025-02-02 15:48:00,93.6,1.05,10.4,2.08
2793,9,2025-02-02 15:48:00,85.3,6.73,15.97,3.194
2794,10,2025-02-02 15:48:00,49.8,6.41,19.33,3.866
2795,11,2025-02-02 15:48:00,69.4,1.78,15.99,3.198
2796,12,2025-02-02 15:48:00,48.8,3.78,17.6,3.52
2797,13,2025-02-02 15:48:00,51.7,6.94,9.31,1.862
2798,14,2025-02-02 15:48:00,65.2,7.1,19.76,3.952
2799,15,2025-02-02 15:48:00,93.0,2.04,9.08,1.816
2800,16,2025-02-02 15:48:00,78.5,7.26,29.24,5.848
2801,1,2025-02-02 16:00:00,81.2,0.93,10.39,2.078
2802,2,2025-02-02 16:00:00,39.6,5.51,11.98,2.396
2803,3,2025-02-02 16:00:00,64.2,4.05,12.02,2.404
2804,4,2025-02-02 16:00:00,49.8,4.7,15.33,3.066
2805,5,2025-02-02 16:00:00,60.1,1.72,15.0,3.0
2806,6,2025-02-02 16:00:00,61.1,5.22,8.69,1.738
2807,7,2025-02-02 16:00:00,40.2,6.6,17.27,3.454
2808,8,2025-02-02 16:00:00,95.4,3.26,8.11,1.622
2809,9,2025-02-02 16:00:00,41.8,0.31,15.22,3.044
2810,10,2025-02-02 16:00:00,85.5,4.9,9.09,1.818
2811,11,2025-02-02 16:00:00,87.2,6.11,10.2,2.04
2812,12,2025-02-02 16:00:00,43.4,4.58,25.36,5.072
2813,13,2025-02-02 16:00:00,54.9,3.6,27.82,5.564
2814,14,2025-02-02 16:00:00,64.0,3.96,15.76,3.152
2815,15,2025-02-02 16:00:00,52.9,7.87,25.55,5.11
2816,16,2025-02-02 16:00:00,80.1,1.83,10.46,2.092
2817,1,2025-02-02 16:12:00,87.3,5.94,7.89,1.578
2818,2,2025-02-02 16:12:00,74.3,2.91,8.93,1.786
2819,3,2025-02-02 16:12:00,94.2,3.34,13.36,2.672
2820,4,2025-02-02 16:12:00,43.9,1.97,14.33,2.866
2821,5,2025-02-02 16:12:00,48.7,3.31,7.8,1.56
2822,6,2025-02-02 16:12:00,85.0,6.18,16.45,3.29
2823,7,2025-02-02 16:12:00,50.4,2.63,6.72,1.344
2824,8,2025-02-02 16:12:00,37.5,2.14,18.64,3.728
2825,9,2025-02-02 16:12:00,39.1,4.17,9.53,1.906
2826,10,2025-02-02 16:12:00,71.3,7.93,12.44,2.488
2827,11,2025-02-02 16:12:00,59.0,6.75,16.53,3.306
2828,12,2025-02-02 16:12:00,44.7,5.67,19.04,3.808
2829,13,2025-02-02 16:12:00,74.9,6.44,27.57,5.514
2830,14,2025-02-02 16:12:00,35.2,5.1,14.83,2.966
2831,15,2025-02-02 16:12:00,51.1,5.24,23.85,4.77
2832,16,2025-02-02 16:12:00,60.2,2.5,11.69,2.338
2833,1,2025-02-02 16:24:00,92.4,7.58,7.81,1.562
2834,2,2025-02-02 16:24:00,54.7,2.78,6.21,1.242
2835,3,2025-02-02 16:24:00,40.8,1.51,8.08,1.616
2836,4,2025-02-02 16:24:00,63.1,3.57,7.26,1.452
2837,5,2025-02-02 16:24:00,47.9,1.62,13.17,2.634
2838,6,2025-02-02 16:24:00,81.7,3.02,6.58,1.316
2839,7,2025-02-02 16:24:00,40.2,2.96,8.73,1.746
2840,8,2025-02-02 16:24:00,92.1,1.15,18.97,3.794
2841,9,2025-02-02 16:24:00,74.9,4.64,8.01,1.602
2842,10,2025-02-02 16:24:00,94.2,2.67,7.75,1.55
2843,11,2025-02-02 16:24:00,95.5,5.85,25.02,5.004
2844,12,2025-02-02 16:24:00,72.1,3.8,23.08,4.616
2845,13,2025-02-02 16:24:00,96.8,4.68,21.12,4.224
2846,14,2025-02-02 16:24:00,54.4,0.83,21.79,4.358
2847,15,2025-02-02 16:24:00,80.2,4.12,14.51,2.902
2848,16,2025-02-02 16:24:00,40.3,5.41,15.81,3.162
2849,1,2025-02-02 16:36:00,76.1,5.15,9.27,1.854
2850,2,2025-02-02 16:36:00,88.1,0.62,4.61,0.922
2851,3,2025-02-02 16:36:00,62.3,1.28,5.36,1.072
2852,4,2025-02-02 16:36:00,55.9,7.32,14.42,2.884
2853,5,2025-02-02 16:36:00,51.5,0.4,14.28,2.856
2854,6,2025-02-02 16:36:00,77.6,3.57,12.99,2.598
2855,7,2025-02-02 16:36:00,52.4,3.83,11.79,2.358
2856,8,2025-02-02 16:36:00,36.2,6.59,14.83,2.966
2857,9,2025-02-02 16:36:00,97.0,6.32,10.82,2.164
2858,10,2025-02-02 16:36:00,97.8,8.01,22.35,4.47
2859,11,2025-02-02 16:36:00,48.8,5.76,16.89,3.378
2860,12,2025-02-02 16:36:00,43.6,3.76,12.53,2.506
2861,13,2025-02-02 16:36:00,80.3,3.55,24.52,4.904
2862,14,2025-02-02 16:36:00,96.0,7.38,16.47,3.294
2863,15,2025-02-02 16:36:00,74.1,4.12,30.68,6.136
2864,16,2025-02-02 16:36:00,79.1,3.97,29.78,5.956
2865,1,2025-02-02 16:48:00,94.9,3.71,9.37,1.874
2866,2,2025-02-02 16:48:00,47.8,7.82,10.27,2.054
2867,3,2025-02-02 16:48:00,63.5,6.24,12.9,2.58
2868,4,2025-02-02 16:48:00,39.2,4.78,9.28,1.856
2869,5,2025-02-02 16:48:00,58.0,6.82,7.19,1.438
2870,6,2025-02-02 16:48:00,36.5,6.09,11.83,2.366
2871,7,2025-02-02 16:48:00,86.2,2.22,6.94,1.388
2872,8,2025-02-02 16:48:00,74.7,6.48,11.36,2.272
2873,9,2025-02-02 16:48:00,47.0,6.53,16.19,3.238
2874,10,2025-02-02 16:48:00,80.9,7.35,22.29,4.458
2875,11,2025-02-02 16:48:00,46.1,3.4,11.1,2.22
2876,12,2025-02-02 16:48:00,90.8,2.36,17.48,3.496
2877,13,2025-02-02 16:48:00,60.0,0.99,23.2,4.64
2878,14,2025-02-02 16:48:00,97.8,6.75,25.11,5.022
2879,15,2025-02-02 16:48:00,59.3,3.03,12.71,2.542
2880,16,2025-02-02 16:48:00,79.9,7.77,28.65,5.73
2881,1,2025-02-02 17:00:00,53.6,6.34,10.22,2.044
2882,2,2025-02-02 17:00:00,43.7,0.74,6.38,1.276
2883,3,2025-02-02 17:00:00,74.4,5.13,6.84,1.368
2884,4,2025-02-02 17:00:00,49.1,4.31,11.75,2.35
2885,5,2025-02-02 17:00:00,36.1,1.79,10.82,2.164
2886,6,2025-02-02 17:00:00,79.2,3.3,16.58,3.316
2887,7,2025-02-02 17:00:00,74.2,1.77,10.95,2.19
2888,8,2025-02-02 17:00:00,53.1,1.17,13.74,2.748
2889,9,2025-02-02 17:00:00,57.8,1.95,21.85,4.37
2890,10,2025-02-02 17:00:00,74.5,3.88,16.3,3.26
2891,11,2025-02-02 17:00:00,60.3,4.7,15.69,3.138
2892,12,2025-02-02 17:00:00,86.8,7.69,22.9,4.58
2893,13,2025-02-02 17:00:00,90.6,5.26,17.22,3.444
2894,14,2025-02-02 17:00:00,38.7,7.38,20.55,4.11
2895,15,2025-02-02 17:00:00,64.9,8.09,16.42,3.284
2896,16,2025-02-02 17:00:00,51.9,2.47,9.66,1.932
2897,1,2025-02-02 17:12:00,49.2,2.67,8.75,1.75
2898,2,2025-02-02 17:12:00,41.2,0.41,4.93,0.986
2899,3,2025-02-02 17:12:00,35.0,6.06,13.51,2.702
2900,4,2025-02-02 17:12:00,67.4,0.34,12.28,2.456
2901,5,2025-02-02 17:12:00,47.4,6.81,9.54,1.908
2902,6,2025-02-02 17:12:00,39.1,6.31,8.3,1.66
2903,7,2025-02-02 17:12:00,76.2,3.34,19.13,3.826
2904,8,2025-02-02 17:12:00,65.4,3.88,18.94,3.788
2905,9,2025-02-02 17:12:00,63.2,4.66,9.73,1.946
2906,10,2025-02-02 17:12:00,84.1,3.72,10.94,2.188
2907,11,2025-02-02 17:12:00,54.1,3.07,9.68,1.936
2908,12,2025-02-02 17:12:00,66.5,7.41,12.93,2.586
2909,13,2025-02-02 17:12:00,65.7,0.91,12.98,2.596
2910,14,2025-02-02 17:12:00,59.1,2.23,26.67,5.334
2911,15,2025-02-02 17:12:00,93.8,0.92,18.84,3.768
2912,16,2025-02-02 17:12:00,91.6,0.37,9.47,1.894
2913,1,2025-02-02 17:24:00,76.8,1.95,10.29,2.058
2914,2,2025-02-02 17:24:00,86.0,4.58,9.04,1.808
2915,3,2025-02-02 17:24:00,48.7,7.88,6.01,1.202
2916,4,2025-02-02 17:24:00,73.5,3.17,9.23,1.846
2917,5,2025-02-02 17:24:00,81.7,1.92,10.49,2.098
2918,6,2025-02-02 17:24:00,51.6,4.19,9.21,1.842
2919,7,2025-02-02 17:24:00,89.3,6.5,13.49,2.698
2920,8,2025-02-02 17:24:00,65.9,0.68,8.68,1.736
2921,9,2025-02-02 17:24:00,84.8,1.25,13.95,2.79
2922,10,2025-02-02 17:24:00,42.7,2.88,9.36,1.872
2923,11,2025-02-02 17:24:00,52.6,4.6,15.29,3.058
2924,12,2025-02-02 17:24:00,62.8,4.91,21.34,4.268
2925,13,2025-02-02 17:24:00,86.3,3.55,22.6,4.52
2926,14,2025-02-02 17:24:00,87.2,0.72,22.84,4.568
2927,15,2025-02-02 17:24:00,94.3,7.34,12.08,2.416
2928,16,2025-02-02 17:24:00,59.8,2.07,21.22,4.244
2929,1,2025-02-02 17:36:00,42.0,7.27,7.02,1.404
2930,2,2025-02-02 17:36:00,81.6,4.91,11.73,2.346
2931,3,2025-02-02 17:36:00,80.0,3.84,13.27,2.654
2932,4,2025-02-02 17:36:00,91.0,2.4,8.57,1.714
2933,5,2025-02-02 17:36:00,35.7,0.71,15.14,3.028
2934,6,2025-02-02 17:36:00,53.3,5.77,15.37,3.074
2935,7,2025-02-02 17:36:00,65.1,3.99,17.03,3.406
2936,8,2025-02-02 17:36:00,77.6,2.57,6.54,1.308
2937,9,2025-02-02 17:36:00,78.3,3.24,10.48,2.096
2938,10,2025-02-02 17:36:00,65.5,0.28,17.01,3.402
2939,11,2025-02-02 17:36:00,60.5,0.56,10.05,2.01
2940,12,2025-02-02 17:36:00,73.3,5.48,25.36,5.072
2941,13,2025-02-02 17:36:00,77.9,0.63,27.09,5.418
2942,14,2025-02-02 17:36:00,80.2,1.84,9.12,1.824
2943,15,2025-02-02 17:36:00,45.7,3.8,18.26,3.652
2944,16,2025-02-02 17:36:00,65.2,5.86,20.64,4.128
2945,1,2025-02-02 17:48:00,74.6,7.23,3.88,0.776
2946,2,2025-02-02 17:48:00,80.1,6.14,10.96,2.192
2947,3,2025-02-02 17:48:00,64.8,8.06,6.76,1.352
2948,4,2025-02-02 17:48:00,79.4,7.77,8.37,1.674
2949,5,2025-02-02 17:48:00,76.5,3.47,14.68,2.936
2950,6,2025-02-02 17:48:00,65.5,6.59,14.87,2.974
2951,7,2025-02-02 17:48:00,55.2,5.12,12.24,2.448
2952,8,2025-02-02 17:48:00,70.4,7.74,21.16,4.232
2953,9,2025-02-02 17:48:00,93.6,4.56,7.84,1.568
2954,10,2025-02-02 17:48:00,49.7,7.74,14.39,2.878
2955,11,2025-02-02 17:48:00,89.0,1.14,24.48,4.896
2956,12,2025-02-02 17:48:00,96.4,4.07,22.64,4.528
2957,13,2025-02-02 17:48:00,83.3,0.28,20.88,4.176
2958,14,2025-02-02 17:48:00,55.0,1.87,15.18,3.036
2959,15,2025-02-02 17:48:00,45.7,6.59,12.45,2.49
2960,16,2025-02-02 17:48:00,96.5,2.24,10.66,2.132
2961,1,2025-02-02 18:00:00,91.0,4.65,9.4,1.88
2962,2,2025-02-02 18:00:00,68.7,0.23,13.03,2.606
2963,3,2025-02-02 18:00:00,52.5,4.41,14.32,2.864
2964,4,2025-02-02 18:00:00,45.7,4.29,6.13,1.226
2965,5,2025-02-02 18:00:00,66.4,7.71,15.76,3.152
2966,6,2025-02-02 18:00:00,89.3,6.43,15.4,3.08
2967,7,2025-02-02 18:00:00,42.4,1.78,15.39,3.078
2968,8,2025-02-02 18:00:00,74.3,1.62,19.24,3.848
2969,9,2025-02-02 18:00:00,52.9,0.98,22.2,4.44
2970,10,2025-02-02 18:00:00,56.6,4.06,12.97,2.594
2971,11,2025-02-02 18:00:00,96.0,7.23,12.1,2.42
2972,12,2025-02-02 18:00:00,36.4,7.07,23.11,4.622
2973,13,2025-02-02 18:00:00,67.3,4.91,19.4,3.88
2974,14,2025-02-02 18:00:00,77.0,2.14,28.81,5.762
2975,15,2025-02-02 18:00:00,51.9,5.22,22.31,4.462
2976,16,2025-02-02 18:00:00,46.3,6.8,21.17,4.234
2977,1,2025-02-02 18:12:00,66.9,4.77,4.32,0.864
2978,2,2025-02-02 18:12:00,61.3,1.72,7.52,1.504
2979,3,2025-02-02 18:12:00,89.4,5.25,10.27,2.054
2980,4,2025-02-02 18:12:00,43.5,6.85,8.06,1.612
2981,5,2025-02-02 18:12:00,90.0,1.0,8.74,1.748
2982,6,2025-02-02 18:12:00,70.9,3.49,6.51,1.302
2983,7,2025-02-02 18:12:00,67.8,8.01,8.97,1.794
2984,8,2025-02-02 18:12:00,56.3,5.0,17.48,3.496
2985,9,2025-02-02 18:12:00,76.6,2.22,11.15,2.23
2986,10,2025-02-02 18:12:00,86.1,2.98,16.5,3.3
2987,11,2025-02-02 18:12:00,54.5,3.68,21.99,4.398
2988,12,2025-02-02 18:12:00,86.9,8.05,8.62,1.724
2989,13,2025-02-02 18:12:00,78.8,7.07,27.18,5.436
