workpiece_id,order_id,machine_id,serial,net_weight_g,scrap_g,gross_weight_g,cycle_seconds,ok
928,129,12,WP-0129-07,149.3,1.0,150.3,48,true
929,129,12,WP-0129-08,285.5,8.0,293.5,154,true
930,129,12,WP-0129-09,165.9,4.9,170.8,40,true
931,129,12,WP-0129-10,284.3,2.5,286.8,177,true
932,129,12,WP-0129-11,432.5,4.3,436.8,93,true
933,129,12,WP-0129-12,123.9,4.7,128.6,61,true
934,130,11,WP-0130-01,241.9,1.3,243.2,88,true
935,130,11,WP-0130-02,430.2,4.2,434.4,162,true
936,130,11,WP-0130-03,375.9,3.8,379.7,162,true
937,130,11,WP-0130-04,424.5,1.8,426.3,173,true
938,130,11,WP-0130-05,307.1,6.4,313.5,146,true
939,130,11,WP-0130-06,226.6,7.5,234.1,102,true
940,130,11,WP-0130-07,193.7,5.9,199.6,123,true
941,130,11,WP-0130-08,427.9,1.2,429.1,122,true
942,130,11,WP-0130-09,221.7,7.7,229.4,43,true
943,130,11,WP-0130-10,335.9,2.8,338.7,110,true
944,130,11,WP-0130-11,180.9,3.9,184.8,48,true
945,131,1,WP-0131-01,179.8,1.1,180.9,75,true
946,131,1,WP-0131-02,164.4,2.1,166.5,163,true
947,131,1,WP-0131-03,470.8,6.5,477.3,154,true
948,131,1,WP-0131-04,263.0,3.3,266.3,102,true
949,131,1,WP-0131-05,441.7,4.5,446.2,51,true
950,131,1,WP-0131-06,194.8,4.4,199.2,44,true
951,131,1,WP-0131-07,266.7,6.9,273.6,78,true
952,131,1,WP-0131-08,160.9,0.4,161.3,104,true
953,131,1,WP-0131-09,337.2,3.1,340.3,81,true
954,131,1,WP-0131-10,453.5,5.4,458.9,66,true
955,131,1,WP-0131-11,175.8,3.0,178.8,78,true
956,131,1,WP-0131-12,211.0,7.9,218.9,133,true
957,132,10,WP-0132-01,207.6,6.0,213.6,45,true
958,132,10,WP-0132-02,275.3,1.9,277.2,163,true
959,132,10,WP-0132-03,266.9,3.3,270.2,154,true
960,132,10,WP-0132-04,193.8,3.0,196.8,74,true
961,132,10,WP-0132-05,447.6,4.4,452.0,43,true
962,132,10,WP-0132-06,193.9,7.3,201.2,142,true
963,132,10,WP-0132-07,309.6,4.0,313.6,40,true
964,132,10,WP-0132-08,307.3,1.0,308.3,79,true
965,132,10,WP-0132-09,319.8,5.8,325.6,172,true
966,132,10,WP-0132-10,418.1,3.7,421.8,120,true
967,132,10,WP-0132-11,451.0,1.4,452.4,174,true
968,133,7,WP-0133-01,323.4,7.1,330.5,126,true
969,133,7,WP-0133-02,383.1,7.0,390.1,77,true
970,133,7,WP-0133-03,391.8,3.9,395.7,147,true
971,133,7,WP-0133-04,168.7,4.9,173.6,99,true
972,133,7,WP-0133-05,194.3,1.9,196.2,115,true
973,133,7,WP-0133-06,299.7,2.0,301.7,80,true
974,133,7,WP-0133-07,154.4,1.7,156.1,75,true
975,133,7,WP-0133-08,199.5,5.0,204.5,130,true
976,133,7,WP-0133-09,244.8,1.1,245.9,93,true
977,133,7,WP-0133-10,137.0,7.9,144.9,124,true
978,134,2,WP-0134-01,343.1,2.3,345.4,137,true
979,134,2,WP-0134-02,396.6,1.4,398.0,55,true
980,134,2,WP-0134-03,287.6,2.1,289.7,175,true
981,134,2,WP-0134-04,212.2,6.3,218.5,71,true
982,135,4,WP-0135-01,417.6,3.3,420.9,47,true
983,135,4,WP-0135-02,457.5,4.8,462.3,44,true
984,135,4,WP-0135-03,212.2,4.3,216.5,107,true
985,135,4,WP-0135-04,409.4,4.8,414.2,88,true
986,135,4,WP-0135-05,452.2,5.9,458.1,79,true
987,135,4,WP-0135-06,443.8,6.6,450.4,40,true
988,135,4,WP-0135-07,429.3,5.4,434.7,170,true
989,136,6,WP-0136-01,404.5,6.0,410.5,55,true
990,136,6,WP-0136-02,277.7,0.9,278.6,151,true
991,136,6,WP-0136-03,382.1,7.4,389.5,120,true
992,137,4,WP-0137-01,235.3,1.4,236.7,114,true
993,137,4,WP-0137-02,159.6,7.4,167.0,122,true
994,137,4,WP-0137-03,440.8,6.2,447.0,64,true
995,137,4,WP-0137-04,172.5,7.9,180.4,153,true
996,137,4,WP-0137-05,378.5,6.4,384.9,155,true
997,137,4,WP-0137-06,315.0,7.4,322.4,163,true
998,137,4,WP-0137-07,435.3,1.5,436.8,176,true
999,137,4,WP-0137-08,428.7,5.6,434.3,169,true
1000,137,4,WP-0137-09,472.6,4.5,477.1,125,true
1001,137,4,WP-0137-10,261.0,6.8,267.8,63,true
1002,137,4,WP-0137-11,298.0,6.1,304.1,96,true
1003,137,4,WP-0137-12,140.2,7.7,147.9,80,true
1004,138,8,WP-0138-01,140.8,5.3,146.1,174,true
1005,138,8,WP-0138-02,371.0,6.6,377.6,165,true
1006,138,8,WP-0138-03,443.8,0.9,444.7,80,true
1007,138,8,WP-0138-04,122.3,6.5,128.8,47,true
1008,138,8,WP-0138-05,153.4,4.2,157.6,145,true
1009,138,8,WP-0138-06,231.7,6.9,238.6,89,true
1010,138,8,WP-0138-07,398.9,0.4,399.3,169,true
1011,138,8,WP-0138-08,126.8,6.8,133.6,153,true
1012,139,4,WP-0139-01,407.9,5.7,413.6,151,true
1013,139,4,WP-0139-02,165.5,4.8,170.3,49,true
1014,139,4,WP-0139-03,301.3,1.8,303.1,127,true
1015,139,4,WP-0139-04,168.9,1.6,170.5,81,true
1016,139,4,WP-0139-05,178.5,7.6,186.1,51,true
1017,139,4,WP-0139-06,169.3,0.5,169.8,98,true
1018,139,4,WP-0139-07,189.0,1.3,190.3,112,true
1019,139,4,WP-0139-08,386.0,2.1,388.1,44,true
1020,139,4,WP-0139-09,347.6,5.8,353.4,42,true
1021,139,4,WP-0139-10,472.9,4.0,476.9,136,true
1022,139,4,WP-0139-11,393.2,2.1,395.3,176,true
1023,139,4,WP-0139-12,306.4,3.6,310.0,158,true
1024,140,4,WP-0140-01,167.5,8.0,175.5,60,true
1025,140,4,WP-0140-02,282.0,6.5,288.5,141,true
1026,140,4,WP-0140-03,393.2,2.7,395.9,40,true
1027,140,4,WP-0140-04,462.2,7.9,470.1,166,true
1028,140,4,WP-0140-05,313.5,2.2,315.7,180,true
1029,140,4,WP-0140-06,234.8,5.4,240.2,104,true
1030,140,4,WP-0140-07,221.4,1.5,222.9,62,true
1031,140,4,WP-0140-08,413.7,4.0,417.7,55,true
1032,140,4,WP-0140-09,123.2,7.4,130.6,94,true
1033,140,4,WP-0140-10,325.1,7.0,332.1,165,true
1034,140,4,WP-0140-11,308.6,2.4,311.0,103,true
1035,141,2,WP-0141-01,209.1,1.9,211.0,170,true
1036,141,2,WP-0141-02,412.9,7.4,420.3,178,true
1037,141,2,WP-0141-03,170.4,4.0,174.4,70,true
1038,141,2,WP-0141-04,326.6,3.1,329.7,168,true
1039,141,2,WP-0141-05,278.1,1.9,280.0,61,true
1040,141,2,WP-0141-06,313.9,7.9,321.8,40,true
1041,141,2,WP-0141-07,274.4,6.7,281.1,40,true
1042,141,2,WP-0141-08,299.1,6.3,305.4,169,true
1043,141,2,WP-0141-09,391.4,5.3,396.7,133,true
1044,142,3,WP-0142-01,141.1,1.2,142.3,142,true
1045,142,3,WP-0142-02,465.1,4.5,469.6,165,true
1046,142,3,WP-0142-03,206.2,6.7,212.9,134,true
1047,142,3,WP-0142-04,460.6,0.3,460.9,49,true
1048,142,3,WP-0142-05,143.0,4.2,147.2,88,true
1049,142,3,WP-0142-06,465.8,6.4,472.2,87,true
1050,142,3,WP-0142-07,412.4,1.0,413.4,42,true
1051,142,3,WP-0142-08,373.7,0.9,374.6,55,true
1052,142,3,WP-0142-09,184.6,1.3,185.9,86,true
1053,142,3,WP-0142-10,307.8,1.4,309.2,118,true
1054,143,3,WP-0143-01,398.0,4.8,402.8,78,true
1055,143,3,WP-0143-02,361.1,1.2,362.3,121,true
1056,143,3,WP-0143-03,394.7,3.9,398.6,92,true
1057,143,3,WP-0143-04,299.8,5.1,304.9,78,true
1058,143,3,WP-0143-05,265.2,7.1,272.3,82,true
1059,143,3,WP-0143-06,121.3,5.2,126.5,118,true
1060,143,3,WP-0143-07,162.8,3.1,165.9,178,true
1061,144,2,WP-0144-01,341.4,7.8,349.2,97,true
1062,144,2,WP-0144-02,428.9,6.5,435.4,139,true
1063,144,2,WP-0144-03,470.9,4.8,475.7,81,true
1064,144,2,WP-0144-04,448.0,1.4,449.4,108,true
1065,144,2,WP-0144-05,467.2,7.8,475.0,108,true
1066,144,2,WP-0144-06,149.3,5.4,154.7,132,true
1067,144,2,WP-0144-07,419.3,7.8,427.1,104,true
1068,144,2,WP-0144-08,282.4,0.2,282.6,44,true
1069,145,12,WP-0145-01,216.7,0.6,217.3,125,true
1070,145,12,WP-0145-02,277.3,6.2,283.5,134,true
1071,145,12,WP-0145-03,439.2,1.6,440.8,110,true
1072,145,12,WP-0145-04,320.2,3.1,323.3,40,true
1073,145,12,WP-0145-05,183.2,6.1,189.3,171,true
1074,145,12,WP-0145-06,268.4,4.6,273.0,117,true
1075,145,12,WP-0145-07,413.2,0.8,414.0,148,true
1076,145,12,WP-0145-08,377.4,0.8,378.2,75,true
1077,145,12,WP-0145-09,455.9,5.0,460.9,77,true
1078,146,5,WP-0146-01,294.6,0.6,295.2,168,true
1079,146,5,WP-0146-02,454.1,3.1,457.2,157,true
1080,146,5,WP-0146-03,417.2,6.5,423.7,125,true
1081,146,5,WP-0146-04,208.3,6.3,214.6,147,true
1082,146,5,WP-0146-05,309.6,3.4,313.0,73,true
1083,146,5,WP-0146-06,336.0,3.2,339.2,133,true
1084,146,5,WP-0146-07,463.7,3.5,467.2,91,true
1085,147,10,WP-0147-01,363.3,1.9,365.2,174,true
1086,147,10,WP-0147-02,267.3,2.7,270.0,125,true
1087,147,10,WP-0147-03,353.8,7.3,361.1,162,true
1088,147,10,WP-0147-04,260.1,7.9,268.0,63,true
1089,147,10,WP-0147-05,263.1,5.9,269.0,50,true
1090,147,10,WP-0147-06,279.7,1.0,280.7,159,true
1091,147,10,WP-0147-07,400.1,3.3,403.4,122,true
1092,147,10,WP-0147-08,219.9,4.4,224.3,73,true
1093,148,5,WP-0148-01,144.5,4.4,148.9,80,true
1094,148,5,WP-0148-02,127.9,6.3,134.2,167,true
1095,148,5,WP-0148-03,287.6,3.3,290.9,68,true
1096,148,5,WP-0148-04,388.2,7.2,395.4,130,true
1097,148,5,WP-0148-05,340.2,0.9,341.1,154,true
1098,149,2,WP-0149-01,425.3,2.6,427.9,110,true
1099,149,2,WP-0149-02,276.3,5.7,282.0,115,true
1100,149,2,WP-0149-03,199.5,4.6,204.1,139,true
1101,149,2,WP-0149-04,228.8,1.9,230.7,92,true
1102,149,2,WP-0149-05,154.4,5.6,160.0,102,true
1103,149,2,WP-0149-06,346.3,6.0,352.3,117,true
1104,150,2,WP-0150-01,313.1,6.1,319.2,121,true
1105,150,2,WP-0150-02,136.4,4.3,140.7,176,true
1106,150,2,WP-0150-03,195.6,3.9,199.5,55,true
1107,150,2,WP-0150-04,347.4,5.1,352.5,168,true
1108,150,2,WP-0150-05,234.4,6.5,240.9,69,true
1109,150,2,WP-0150-06,467.9,3.8,471.7,78,true
1110,150,2,WP-0150-07,420.9,7.7,428.6,48,true
1111,150,2,WP-0150-08,405.0,5.3,410.3,81,true
1112,151,4,WP-0151-01,205.8,5.4,211.2,179,true
1113,151,4,WP-0151-02,159.4,4.4,163.8,45,true
1114,151,4,WP-0151-03,174.2,2.1,176.3,141,true
1115,151,4,WP-0151-04,191.5,7.9,199.4,131,true
1116,151,4,WP-0151-05,207.0,7.5,214.5,147,true
1117,151,4,WP-0151-06,323.2,4.7,327.9,93,true
1118,151,4,WP-0151-07,457.0,4.3,461.3,109,true
1119,152,1,WP-0152-01,331.8,7.0,338.8,108,true
1120,152,1,WP-0152-02,318.5,2.3,320.8,106,true
1121,152,1,WP-0152-03,438.8,1.0,439.8,115,true
1122,152,1,WP-0152-04,366.7,3.6,370.3,100,true
1123,152,1,WP-0152-05,297.4,3.6,301.0,122,true
1124,152,1,WP-0152-06,258.1,4.9,263.0,72,true
1125,152,1,WP-0152-07,170.6,5.5,176.1,61,true
1126,152,1,WP-0152-08,123.5,5.5,129.0,132,true
1127,152,1,WP-0152-09,243.5,3.2,246.7,78,true
1128,152,1,WP-0152-10,135.9,4.2,140.1,40,true
1129,152,1,WP-0152-11,249.5,0.8,250.3,176,true
1130,152,1,WP-0152-12,426.9,2.2,429.1,98,true
1131,153,2,WP-0153-01,254.7,7.8,262.5,43,true
1132,153,2,WP-0153-02,416.8,0.9,417.7,102,true
1133,153,2,WP-0153-03,474.5,2.4,476.9,63,true
1134,153,2,WP-0153-04,476.2,0.2,476.4,103,true
1135,153,2,WP-0153-05,365.5,2.7,368.2,149,true
1136,153,2,WP-0153-06,310.5,1.4,311.9,180,true
1137,153,2,WP-0153-07,466.6,3.8,470.4,78,true
1138,153,2,WP-0153-08,256.1,2.3,258.4,93,true
1139,153,2,WP-0153-09,449.5,7.3,456.8,149,true
1140,154,9,WP-0154-01,449.5,4.7,454.2,110,true
1141,154,9,WP-0154-02,431.7,1.5,433.2,74,true
1142,154,9,WP-0154-03,256.8,1.5,258.3,86,true
1143,154,9,WP-0154-04,359.6,1.8,361.4,87,true
1144,154,9,WP-0154-05,411.0,6.1,417.1,168,true
1145,154,9,WP-0154-06,270.6,4.6,275.2,161,true
1146,154,9,WP-0154-07,442.2,0.6,442.8,164,true
1147,154,9,WP-0154-08,171.2,3.3,174.5,71,true
1148,155,12,WP-0155-01,162.5,5.2,167.7,97,true
1149,155,12,WP-0155-02,142.1,6.7,148.8,64,true
1150,155,12,WP-0155-03,395.0,1.2,396.2,67,true
1151,155,12,WP-0155-04,217.6,4.0,221.6,156,true
1152,155,12,WP-0155-05,396.2,6.0,402.2,160,true
1153,156,3,WP-0156-01,189.2,3.4,192.6,47,true
1154,156,3,WP-0156-02,361.5,7.2,368.7,155,true
1155,156,3,WP-0156-03,289.2,6.3,295.5,114,true
1156,156,3,WP-0156-04,336.8,6.4,343.2,121,true
1157,156,3,WP-0156-05,178.2,1.8,180.0,41,true
1158,156,3,WP-0156-06,392.8,4.5,397.3,148,true
1159,156,3,WP-0156-07,401.0,3.4,404.4,88,true
1160,156,3,WP-0156-08,334.3,1.0,335.3,59,true
1161,156,3,WP-0156-09,182.2,2.2,184.4,55,true
1162,156,3,WP-0156-10,430.4,7.3,437.7,128,true
1163,157,8,WP-0157-01,388.5,5.0,393.5,83,true
1164,157,8,WP-0157-02,310.5,5.6,316.1,162,true
1165,157,8,WP-0157-03,336.1,4.9,341.0,140,true
1166,157,8,WP-0157-04,416.5,0.9,417.4,154,true
1167,157,8,WP-0157-05,381.5,3.3,384.8,162,true
1168,157,8,WP-0157-06,146.4,7.0,153.4,150,true
1169,157,8,WP-0157-07,177.1,4.5,181.6,79,true
1170,157,8,WP-0157-08,460.1,5.7,465.8,68,true
1171,157,8,WP-0157-09,198.4,6.2,204.6,89,true
1172,158,10,WP-0158-01,206.5,7.9,214.4,97,true
1173,158,10,WP-0158-02,206.9,5.3,212.2,69,true
1174,159,12,WP-0159-01,187.0,7.4,194.4,43,true
1175,159,12,WP-0159-02,347.3,5.3,352.6,170,true
1176,159,12,WP-0159-03,250.1,7.7,257.8,112,true
1177,159,12,WP-0159-04,329.1,7.5,336.6,144,true
1178,160,10,WP-0160-01,456.5,5.2,461.7,118,true
1179,160,10,WP-0160-02,323.6,7.6,331.2,107,true
1180,160,10,WP-0160-03,327.3,0.3,327.6,41,true
1181,160,10,WP-0160-04,173.4,5.4,178.8,79,true
1182,161,4,WP-0161-01,395.0,0.6,395.6,160,true
1183,161,4,WP-0161-02,344.5,7.6,352.1,106,true
1184,161,4,WP-0161-03,172.0,1.5,173.5,86,true
1185,161,4,WP-0161-04,375.6,3.9,379.5,152,true
1186,161,4,WP-0161-05,269.6,1.9,271.5,156,true
1187,161,4,WP-0161-06,241.7,7.6,249.3,170,true
1188,161,4,WP-0161-07,306.8,7.0,313.8,105,true
1189,162,11,WP-0162-01,428.8,2.3,431.1,131,true
1190,162,11,WP-0162-02,407.9,1.4,409.3,146,true
1191,163,5,WP-0163-01,126.3,4.2,130.5,170,true
1192,163,5,WP-0163-02,449.2,1.2,450.4,145,true
1193,163,5,WP-0163-03,300.8,6.8,307.6,66,true
1194,163,5,WP-0163-04,339.8,6.8,346.6,176,true
1195,163,5,WP-0163-05,377.6,6.4,384.0,146,true
1196,163,5,WP-0163-06,338.3,2.2,340.5,93,true
1197,163,5,WP-0163-07,296.3,4.5,300.8,132,true
1198,163,5,WP-0163-08,476.9,2.2,479.1,43,true
1199,163,5,WP-0163-09,219.9,7.4,227.3,66,true
1200,164,9,WP-0164-01,351.5,5.3,356.8,75,true
1201,164,9,WP-0164-02,130.7,0.9,131.6,61,true
1202,164,9,WP-0164-03,346.1,1.6,347.7,119,true
1203,164,9,WP-0164-04,168.0,4.0,172.0,100,true
1204,164,9,WP-0164-05,155.4,5.7,161.1,46,true
1205,164,9,WP-0164-06,293.6,6.5,300.1,149,true
1206,164,9,WP-0164-07,363.3,6.6,369.9,155,true
1207,165,1,WP-0165-01,190.9,1.8,192.7,59,true
1208,165,1,WP-0165-02,411.8,2.4,414.2,177,true
1209,165,1,WP-0165-03,269.9,2.0,271.9,135,true
1210,165,1,WP-0165-04,203.3,6.8,210.1,75,true
1211,165,1,WP-0165-05,267.0,7.3,274.3,140,true
1212,165,1,WP-0165-06,260.5,2.6,263.1,142,true
1213,166,7,WP-0166-01,475.5,7.6,483.1,125,true
1214,166,7,WP-0166-02,402.8,0.9,403.7,119,true
1215,166,7,WP-0166-03,423.5,2.9,426.4,150,true
1216,166,7,WP-0166-04,370.5,4.2,374.7,107,true
1217,166,7,WP-0166-05,432.7,2.3,435.0,74,true
1218,166,7,WP-0166-06,352.2,2.7,354.9,123,true
1219,166,7,WP-0166-07,364.2,0.3,364.5,112,true
1220,166,7,WP-0166-08,456.7,0.3,457.0,83,true
1221,166,7,WP-0166-09,439.1,6.8,445.9,105,true
1222,167,10,WP-0167-01,223.5,6.5,230.0,61,true
1223,167,10,WP-0167-02,233.9,5.8,239.7,155,true
1224,167,10,WP-0167-03,182.8,4.6,187.4,149,true
1225,167,10,WP-0167-04,365.6,5.6,371.2,96,true
1226,167,10,WP-0167-05,430.9,4.9,435.8,73,true
1227,167,10,WP-0167-06,238.9,3.6,242.5,40,true
1228,168,8,WP-0168-01,328.8,6.4,335.2,121,true
1229,168,8,WP-0168-02,229.3,4.0,233.3,56,true
1230,168,8,WP-0168-03,180.8,5.5,186.3,168,true
1231,168,8,WP-0168-04,373.7,3.2,376.9,111,true
1232,168,8,WP-0168-05,439.4,3.0,442.4,105,true
1233,169,1,WP-0169-01,348.4,0.8,349.2,140,true
1234,169,1,WP-0169-02,379.6,6.4,386.0,103,true
1235,169,1,WP-0169-03,473.5,3.4,476.9,180,true
1236,169,1,WP-0169-04,431.9,1.3,433.2,88,true
1237,169,1,WP-0169-05,304.9,4.9,309.8,74,true
1238,169,1,WP-0169-06,268.2,2.2,270.4,138,true
1239,169,1,WP-0169-07,150.2,6.3,156.5,160,true
1240,169,1,WP-0169-08,422.4,4.9,427.3,159,true
1241,169,1,WP-0169-09,420.6,3.9,424.5,86,true
1242,169,1,WP-0169-10,237.2,5.3,242.5,119,true
1243,169,1,WP-0169-11,281.3,2.9,284.2,90,true
1244,169,1,WP-0169-12,350.1,4.6,354.7,95,true
1245,170,2,WP-0170-01,192.0,6.3,198.3,115,true
1246,170,2,WP-0170-02,330.0,4.4,334.4,173,true
1247,170,2,WP-0170-03,263.4,6.9,270.3,160,true
1248,170,2,WP-0170-04,313.2,5.7,318.9,49,true
1249,171,8,WP-0171-01,141.3,6.2,147.5,56,true
1250,171,8,WP-0171-02,207.4,1.7,209.1,91,true
1251,171,8,WP-0171-03,276.0,5.6,281.6,84,true
1252,171,8,WP-0171-04,179.8,6.3,186.1,81,true
1253,171,8,WP-0171-05,141.0,3.7,144.7,161,true
1254,171,8,WP-0171-06,278.0,6.3,284.3,81,true
1255,171,8,WP-0171-07,337.0,7.5,344.5,105,true
1256,171,8,WP-0171-08,347.7,2.6,350.3,55,true
1257,171,8,WP-0171-09,371.1,3.7,374.8,154,true
1258,171,8,WP-0171-10,226.0,5.4,231.4,145,true
1259,171,8,WP-0171-11,229.5,7.1,236.6,84,true
1260,172,3,WP-0172-01,296.3,4.5,300.8,82,true
1261,172,3,WP-0172-02,142.1,7.7,149.8,67,true
1262,172,3,WP-0172-03,354.5,1.4,355.9,98,true
1263,172,3,WP-0172-04,338.7,1.3,340.0,164,true
1264,172,3,WP-0172-05,307.1,1.4,308.5,134,true
1265,172,3,WP-0172-06,302.5,4.9,307.4,49,true
1266,173,8,WP-0173-01,127.2,6.4,133.6,138,true
1267,173,8,WP-0173-02,224.9,5.5,230.4,68,true
1268,173,8,WP-0173-03,317.6,4.6,322.2,57,true
1269,173,8,WP-0173-04,369.0,3.8,372.8,174,true
1270,173,8,WP-0173-05,465.9,4.7,470.6,43,true
1271,173,8,WP-0173-06,474.3,3.4,477.7,67,true
1272,174,2,WP-0174-01,320.7,1.7,322.4,173,true
1273,174,2,WP-0174-02,279.9,6.2,286.1,66,true
1274,174,2,WP-0174-03,150.2,4.6,154.8,102,true
1275,174,2,WP-0174-04,164.2,0.4,164.6,149,true
1276,174,2,WP-0174-05,146.5,5.9,152.4,168,true
1277,175,7,WP-0175-01,467.8,4.3,472.1,164,true
1278,175,7,WP-0175-02,156.6,3.5,160.1,73,true
1279,175,7,WP-0175-03,367.9,6.2,374.1,174,true
1280,175,7,WP-0175-04,262.9,5.7,268.6,145,true
1281,176,11,WP-0176-01,359.0,3.9,362.9,145,true
1282,176,11,WP-0176-02,282.9,5.7,288.6,43,true
1283,176,11,WP-0176-03,293.7,4.0,297.7,146,true
1284,176,11,WP-0176-04,142.8,0.6,143.4,130,true
1285,176,11,WP-0176-05,275.3,5.1,280.4,51,true
1286,176,11,WP-0176-06,162.4,4.3,166.7,80,true
1287,176,11,WP-0176-07,191.4,1.7,193.1,176,true
1288,177,5,WP-0177-01,159.9,6.1,166.0,62,true
1289,177,5,WP-0177-02,164.9,1.1,166.0,98,true
1290,177,5,WP-0177-03,230.5,7.0,237.5,178,true
1291,177,5,WP-0177-04,208.0,1.8,209.8,85,true
1292,177,5,WP-0177-05,302.5,5.6,308.1,93,true
1293,177,5,WP-0177-06,310.4,7.3,317.7,94,true
1294,177,5,WP-0177-07,341.2,4.3,345.5,93,true
1295,177,5,WP-0177-08,278.2,4.3,282.5,94,true
1296,177,5,WP-0177-09,129.0,2.2,131.2,175,true
1297,177,5,WP-0177-10,281.0,7.3,288.3,179,true
1298,178,8,WP-0178-01,467.3,3.8,471.1,42,true
1299,179,10,WP-0179-01,165.2,7.3,172.5,89,true
1300,179,10,WP-0179-02,395.1,4.8,399.9,74,true
1301,179,10,WP-0179-03,441.3,6.2,447.5,151,true
1302,179,10,WP-0179-04,164.6,0.3,164.9,74,true
1303,179,10,WP-0179-05,422.7,3.4,426.1,64,true
1304,179,10,WP-0179-06,192.7,0.8,193.5,119,true
1305,179,10,WP-0179-07,381.9,6.7,388.6,154,true
1306,180,1,WP-0180-01,474.4,0.6,475.0,82,true
1307,180,1,WP-0180-02,352.3,1.4,353.7,66,true
1308,180,1,WP-0180-03,418.8,5.6,424.4,167,true
1309,180,1,WP-0180-04,214.6,2.9,217.5,154,true
1310,180,1,WP-0180-05,353.4,4.3,357.7,83,true
1311,180,1,WP-0180-06,266.6,2.0,268.6,100,true
1312,180,1,WP-0180-07,367.0,3.0,370.0,58,true
1313,180,1,WP-0180-08,239.2,3.1,242.3,99,true
1314,180,1,WP-0180-09,169.6,6.8,176.4,156,true
1315,180,1,WP-0180-10,448.1,7.5,455.6,44,true
1316,181,2,WP-0181-01,135.4,5.4,140.8,156,true
1317,181,2,WP-0181-02,381.5,5.0,386.5,146,true
1318,181,2,WP-0181-03,270.4,4.0,274.4,129,true
1319,181,2,WP-0181-04,184.6,0.9,185.5,56,true
1320,181,2,WP-0181-05,432.8,1.1,433.9,142,true
1321,181,2,WP-0181-06,432.4,2.6,435.0,159,true
1322,181,2,WP-0181-07,350.1,2.9,353.0,172,true
1323,181,2,WP-0181-08,132.4,0.3,132.7,172,true
1324,181,2,WP-0181-09,474.8,0.9,475.7,122,true
1325,181,2,WP-0181-10,423.0,4.2,427.2,135,true
1326,181,2,WP-0181-11,431.7,2.8,434.5,87,true
1327,182,10,WP-0182-01,342.0,4.1,346.1,82,true
1328,182,10,WP-0182-02,161.3,7.6,168.9,129,true
1329,182,10,WP-0182-03,321.7,2.7,324.4,170,true
1330,182,10,WP-0182-04,129.0,1.5,130.5,157,true
1331,182,10,WP-0182-05,415.3,5.5,420.8,99,true
1332,182,10,WP-0182-06,421.7,7.6,429.3,89,true
1333,182,10,WP-0182-07,196.4,3.0,199.4,94,true
1334,182,10,WP-0182-08,266.7,2.2,268.9,127,true
1335,182,10,WP-0182-09,214.2,7.0,221.2,102,true
1336,183,2,WP-0183-01,151.7,5.1,156.8,154,true
1337,183,2,WP-0183-02,371.7,1.4,373.1,127,true
1338,183,2,WP-0183-03,466.9,1.8,468.7,180,true
1339,183,2,WP-0183-04,394.1,7.2,401.3,47,true
1340,183,2,WP-0183-05,391.6,0.5,392.1,85,true
1341,183,2,WP-0183-06,165.6,1.5,167.1,107,true
1342,183,2,WP-0183-07,230.6,7.4,238.0,158,true
1343,183,2,WP-0183-08,336.8,3.8,340.6,112,true
1344,184,8,WP-0184-01,463.7,6.5,470.2,124,true
1345,184,8,WP-0184-02,191.8,5.5,197.3,175,true
1346,184,8,WP-0184-03,122.7,3.2,125.9,176,true
1347,184,8,WP-0184-04,282.5,3.2,285.7,104,true
1348,185,7,WP-0185-01,463.0,7.1,470.1,72,true
1349,185,7,WP-0185-02,297.4,3.9,301.3,92,true
1350,185,7,WP-0185-03,459.6,3.0,462.6,138,true
1351,185,7,WP-0185-04,466.2,0.3,466.5,179,true
1352,185,7,WP-0185-05,333.1,2.5,335.6,67,true
1353,185,7,WP-0185-06,287.2,7.5,294.7,113,true
1354,185,7,WP-0185-07,140.7,3.8,144.5,58,true
1355,185,7,WP-0185-08,281.9,3.7,285.6,160,true
1356,186,4,WP-0186-01,125.2,3.1,128.3,161,true
1357,186,4,WP-0186-02,390.1,7.9,398.0,170,true
1358,186,4,WP-0186-03,372.7,4.2,376.9,123,true
1359,186,4,WP-0186-04,154.4,1.2,155.6,147,true
1360,186,4,WP-0186-05,405.5,0.7,406.2,166,true
1361,186,4,WP-0186-06,329.5,5.8,335.3,173,true
1362,187,11,WP-0187-01,248.2,3.8,252.0,96,true
1363,187,11,WP-0187-02,288.0,6.6,294.6,158,true
1364,187,11,WP-0187-03,365.4,6.8,372.2,114,true
1365,187,11,WP-0187-04,329.9,5.8,335.7,154,true
1366,187,11,WP-0187-05,413.8,8.0,421.8,76,true
1367,187,11,WP-0187-06,405.5,3.3,408.8,102,true
1368,187,11,WP-0187-07,438.4,4.5,442.9,42,true
1369,187,11,WP-0187-08,468.1,2.5,470.6,58,true
1370,188,5,WP-0188-01,317.3,5.2,322.5,172,true
1371,188,5,WP-0188-02,125.9,4.9,130.8,135,true
1372,189,11,WP-0189-01,289.6,2.8,292.4,105,true
1373,189,11,WP-0189-02,348.5,2.1,350.6,143,true
1374,189,11,WP-0189-03,212.5,2.7,215.2,64,true
1375,189,11,WP-0189-04,372.0,1.8,373.8,128,true
1376,189,11,WP-0189-05,339.7,6.0,345.7,151,true
1377,189,11,WP-0189-06,219.3,6.6,225.9,178,true
1378,190,1,WP-0190-01,365.6,1.0,366.6,116,true
1379,190,1,WP-0190-02,262.4,3.3,265.7,155,true
