reading_id,machine_id,recorded_at,temperature_c,vibration_rms,power_kw,energy_kwh
845,5,2025-03-01 23:30:00,86.0,2.72,9.0,2.25
846,6,2025-03-01 23:30:00,88.5,3.02,10.72,2.68
847,7,2025-03-01 23:30:00,48.2,2.88,13.5,3.375
848,8,2025-03-01 23:30:00,62.3,5.33,11.0,2.75
849,9,2025-03-01 23:30:00,62.3,3.34,18.38,4.595
850,10,2025-03-01 23:30:00,87.3,1.64,19.86,4.965
851,11,2025-03-01 23:30:00,77.9,4.29,21.05,5.263
852,12,2025-03-01 23:30:00,79.9,4.18,21.97,5.492
853,1,2025-03-01 23:45:00,45.9,4.15,3.57,0.892
854,2,2025-03-01 23:45:00,69.2,2.52,9.5,2.375
855,3,2025-03-01 23:45:00,46.0,6.22,12.42,3.105
856,4,2025-03-01 23:45:00,57.9,2.03,6.25,1.562
857,5,2025-03-01 23:45:00,77.6,5.74,7.85,1.962
858,6,2025-03-01 23:45:00,45.6,2.56,9.75,2.438
859,7,2025-03-01 23:45:00,77.2,1.35,16.16,4.04
860,8,2025-03-01 23:45:00,74.8,2.61,13.93,3.482
861,9,2025-03-01 23:45:00,85.6,1.03,21.9,5.475
862,10,2025-03-01 23:45:00,59.7,4.63,20.66,5.165
863,11,2025-03-01 23:45:00,89.7,1.97,18.75,4.688
864,12,2025-03-01 23:45:00,86.2,5.86,26.11,6.527
865,1,2025-03-02 00:00:00,67.9,3.37,3.74,0.935
866,2,2025-03-02 00:00:00,65.2,1.02,5.11,1.278
867,3,2025-03-02 00:00:00,50.4,5.83,6.01,1.502
868,4,2025-03-02 00:00:00,56.2,3.06,12.09,3.022
869,5,2025-03-02 00:00:00,51.9,4.5,6.63,1.657
870,6,2025-03-02 00:00:00,68.3,1.18,16.57,4.143
871,7,2025-03-02 00:00:00,46.7,1.89,8.26,2.065
872,8,2025-03-02 00:00:00,45.4,5.18,11.18,2.795
873,9,2025-03-02 00:00:00,45.6,5.15,12.89,3.223
874,10,2025-03-02 00:00:00,88.5,1.15,16.85,4.213
875,11,2025-03-02 00:00:00,91.2,6.39,15.12,3.78
876,12,2025-03-02 00:00:00,75.0,5.97,26.15,6.537
877,1,2025-03-02 00:15:00,70.8,3.66,4.04,1.01
878,2,2025-03-02 00:15:00,75.1,0.58,6.4,1.6
879,3,2025-03-02 00:15:00,89.0,0.91,8.64,2.16
880,4,2025-03-02 00:15:00,75.5,0.51,14.02,3.505
881,5,2025-03-02 00:15:00,71.4,4.9,10.62,2.655
882,6,2025-03-02 00:15:00,39.7,2.71,6.6,1.65
883,7,2025-03-02 00:15:00,63.2,5.53,17.06,4.265
884,8,2025-03-02 00:15:00,54.5,3.14,18.71,4.678
885,9,2025-03-02 00:15:00,64.9,0.53,17.81,4.452
886,10,2025-03-02 00:15:00,90.9,4.5,17.23,4.308
887,11,2025-03-02 00:15:00,65.3,2.14,19.09,4.772
888,12,2025-03-02 00:15:00,75.1,2.27,25.75,6.438
889,1,2025-03-02 00:30:00,51.9,2.28,5.7,1.425
890,2,2025-03-02 00:30:00,91.0,1.57,6.24,1.56
891,3,2025-03-02 00:30:00,81.2,0.71,6.52,1.63
892,4,2025-03-02 00:30:00,39.9,2.76,12.1,3.025
893,5,2025-03-02 00:30:00,67.2,1.85,8.58,2.145
894,6,2025-03-02 00:30:00,81.3,4.69,9.7,2.425
895,7,2025-03-02 00:30:00,59.8,4.53,8.89,2.223
896,8,2025-03-02 00:30:00,89.1,3.92,12.71,3.178
897,9,2025-03-02 00:30:00,80.9,4.16,12.99,3.248
898,10,2025-03-02 00:30:00,52.9,5.52,14.64,3.66
899,11,2025-03-02 00:30:00,44.9,3.69,13.3,3.325
900,12,2025-03-02 00:30:00,80.2,3.58,24.2,6.05
901,1,2025-03-02 00:45:00,58.3,4.0,6.2,1.55
902,2,2025-03-02 00:45:00,55.3,2.65,9.98,2.495
903,3,2025-03-02 00:45:00,51.1,3.46,8.51,2.127
904,4,2025-03-02 00:45:00,50.1,2.46,10.59,2.647
905,5,2025-03-02 00:45:00,75.3,2.37,6.67,1.667
906,6,2025-03-02 00:45:00,41.7,1.35,8.13,2.033
907,7,2025-03-02 00:45:00,84.8,5.12,15.71,3.928
908,8,2025-03-02 00:45:00,80.5,5.91,17.63,4.407
909,9,2025-03-02 00:45:00,86.3,0.85,9.03,2.257
910,10,2025-03-02 00:45:00,58.7,3.9,16.55,4.138
911,11,2025-03-02 00:45:00,64.2,2.87,21.71,5.428
912,12,2025-03-02 00:45:00,83.9,2.02,13.57,3.393
913,1,2025-03-02 01:00:00,86.5,1.32,8.65,2.163
914,2,2025-03-02 01:00:00,74.2,2.78,8.3,2.075
915,3,2025-03-02 01:00:00,81.3,3.04,12.02,3.005
916,4,2025-03-02 01:00:00,41.6,3.08,5.34,1.335
917,5,2025-03-02 01:00:00,90.4,4.05,14.74,3.685
918,6,2025-03-02 01:00:00,49.5,1.55,13.85,3.462
919,7,2025-03-02 01:00:00,80.1,1.57,13.86,3.465
920,8,2025-03-02 01:00:00,47.3,5.42,16.32,4.08
921,9,2025-03-02 01:00:00,50.7,2.63,20.65,5.162
922,10,2025-03-02 01:00:00,63.4,4.66,20.93,5.232
923,11,2025-03-02 01:00:00,71.1,3.73,22.31,5.577
924,12,2025-03-02 01:00:00,61.8,1.61,20.34,5.085
925,1,2025-03-02 01:15:00,42.7,6.42,4.02,1.005
926,2,2025-03-02 01:15:00,62.1,2.93,4.67,1.167
927,3,2025-03-02 01:15:00,90.9,1.81,5.17,1.292
928,4,2025-03-02 01:15:00,51.5,2.57,11.76,2.94
929,5,2025-03-02 01:15:00,84.5,1.01,11.58,2.895
930,6,2025-03-02 01:15:00,91.3,5.31,11.33,2.833
931,7,2025-03-02 01:15:00,88.5,6.01,8.11,2.027
932,8,2025-03-02 01:15:00,88.9,4.84,8.25,2.062
933,9,2025-03-02 01:15:00,45.2,4.04,11.77,2.942
934,10,2025-03-02 01:15:00,81.4,5.65,18.66,4.665
935,11,2025-03-02 01:15:00,42.4,5.05,14.46,3.615
936,12,2025-03-02 01:15:00,72.2,1.98,16.22,4.055
937,1,2025-03-02 01:30:00,62.2,1.91,5.48,1.37
938,2,2025-03-02 01:30:00,90.8,1.54,10.43,2.607
939,3,2025-03-02 01:30:00,69.1,2.17,9.98,2.495
940,4,2025-03-02 01:30:00,55.7,1.6,13.52,3.38
941,5,2025-03-02 01:30:00,88.0,5.5,14.94,3.735
942,6,2025-03-02 01:30:00,64.7,0.88,6.42,1.605
943,7,2025-03-02 01:30:00,79.5,1.18,16.73,4.183
944,8,2025-03-02 01:30:00,44.5,4.25,15.08,3.77
945,9,2025-03-02 01:30:00,60.8,4.85,13.86,3.465
946,10,2025-03-02 01:30:00,49.9,0.45,16.76,4.19
947,11,2025-03-02 01:30:00,61.3,5.7,13.43,3.357
948,12,2025-03-02 01:30:00,73.3,4.74,12.52,3.13
949,1,2025-03-02 01:45:00,39.5,1.31,4.18,1.045
950,2,2025-03-02 01:45:00,57.5,1.24,8.88,2.22
951,3,2025-03-02 01:45:00,83.1,3.48,5.31,1.327
952,4,2025-03-02 01:45:00,88.1,5.35,12.0,3.0
953,5,2025-03-02 01:45:00,65.1,1.23,8.64,2.16
954,6,2025-03-02 01:45:00,66.2,2.48,8.82,2.205
955,7,2025-03-02 01:45:00,85.1,6.17,16.75,4.188
956,8,2025-03-02 01:45:00,58.0,3.14,9.49,2.373
957,9,2025-03-02 01:45:00,63.5,6.39,15.54,3.885
958,10,2025-03-02 01:45:00,85.4,4.67,11.5,2.875
959,11,2025-03-02 01:45:00,76.7,3.27,15.52,3.88
960,12,2025-03-02 01:45:00,79.0,4.06,21.82,5.455
961,1,2025-03-02 02:00:00,86.4,4.66,3.9,0.975
962,2,2025-03-02 02:00:00,40.7,2.44,9.97,2.493
963,3,2025-03-02 02:00:00,85.2,1.64,5.98,1.495
964,4,2025-03-02 02:00:00,86.1,3.43,6.51,1.627
965,5,2025-03-02 02:00:00,56.3,2.81,12.95,3.237
966,6,2025-03-02 02:00:00,81.5,6.37,14.5,3.625
967,7,2025-03-02 02:00:00,55.0,4.8,18.29,4.572
968,8,2025-03-02 02:00:00,89.4,3.19,11.97,2.993
969,9,2025-03-02 02:00:00,82.4,1.87,11.89,2.973
970,10,2025-03-02 02:00:00,49.7,4.42,12.99,3.248
971,11,2025-03-02 02:00:00,70.5,4.68,25.08,6.27
972,12,2025-03-02 02:00:00,65.8,6.32,22.5,5.625
973,1,2025-03-02 02:15:00,38.4,4.66,6.9,1.725
974,2,2025-03-02 02:15:00,65.6,6.15,10.68,2.67
975,3,2025-03-02 02:15:00,58.5,5.27,8.81,2.203
976,4,2025-03-02 02:15:00,64.5,6.44,5.42,1.355
977,5,2025-03-02 02:15:00,82.6,3.1,13.06,3.265
978,6,2025-03-02 02:15:00,86.2,5.26,6.69,1.673
979,7,2025-03-02 02:15:00,50.6,2.81,16.75,4.188
980,8,2025-03-02 02:15:00,87.5,4.51,11.65,2.913
981,9,2025-03-02 02:15:00,73.7,1.1,19.31,4.827
982,10,2025-03-02 02:15:00,65.0,1.76,19.95,4.987
983,11,2025-03-02 02:15:00,58.9,3.35,24.47,6.117
984,12,2025-03-02 02:15:00,70.0,2.68,11.32,2.83
985,1,2025-03-02 02:30:00,64.5,1.15,7.17,1.792
986,2,2025-03-02 02:30:00,69.9,1.45,5.22,1.305
987,3,2025-03-02 02:30:00,60.8,2.32,11.52,2.88
988,4,2025-03-02 02:30:00,55.5,6.48,5.87,1.468
989,5,2025-03-02 02:30:00,38.7,5.16,12.97,3.243
990,6,2025-03-02 02:30:00,84.8,2.18,15.88,3.97
991,7,2025-03-02 02:30:00,52.8,5.63,9.33,2.333
992,8,2025-03-02 02:30:00,46.0,2.62,19.34,4.835
993,9,2025-03-02 02:30:00,46.7,4.22,18.97,4.742
994,10,2025-03-02 02:30:00,38.4,1.86,21.0,5.25
995,11,2025-03-02 02:30:00,51.6,3.15,17.5,4.375
996,12,2025-03-02 02:30:00,91.0,3.06,26.46,6.615
997,1,2025-03-02 02:45:00,46.4,0.99,4.88,1.22
998,2,2025-03-02 02:45:00,45.5,6.08,6.41,1.603
999,3,2025-03-02 02:45:00,88.1,5.89,6.41,1.603
1000,4,2025-03-02 02:45:00,39.8,5.62,9.68,2.42
1001,5,2025-03-02 02:45:00,64.4,2.35,11.51,2.877
1002,6,2025-03-02 02:45:00,75.3,1.59,11.43,2.857
1003,7,2025-03-02 02:45:00,86.4,4.95,18.55,4.638
1004,8,2025-03-02 02:45:00,88.6,3.86,9.57,2.393
1005,9,2025-03-02 02:45:00,75.9,6.34,15.3,3.825
1006,10,2025-03-02 02:45:00,52.4,1.74,21.99,5.497
1007,11,2025-03-02 02:45:00,89.4,2.18,21.94,5.485
1008,12,2025-03-02 02:45:00,75.2,2.29,26.7,6.675
1009,1,2025-03-02 03:00:00,61.8,4.52,4.05,1.012
1010,2,2025-03-02 03:00:00,50.8,1.25,7.15,1.788
1011,3,2025-03-02 03:00:00,68.8,6.49,9.32,2.33
1012,4,2025-03-02 03:00:00,91.6,3.01,9.91,2.478
1013,5,2025-03-02 03:00:00,51.6,3.43,7.69,1.923
1014,6,2025-03-02 03:00:00,47.7,3.04,7.42,1.855
1015,7,2025-03-02 03:00:00,70.6,2.57,12.62,3.155
1016,8,2025-03-02 03:00:00,68.4,3.64,15.24,3.81
1017,9,2025-03-02 03:00:00,53.1,5.96,16.81,4.202
1018,10,2025-03-02 03:00:00,45.8,4.99,17.94,4.485
1019,11,2025-03-02 03:00:00,82.3,4.99,14.57,3.643
1020,12,2025-03-02 03:00:00,78.4,3.55,24.38,6.095
1021,1,2025-03-02 03:15:00,65.1,1.08,8.58,2.145
1022,2,2025-03-02 03:15:00,57.7,5.34,6.52,1.63
1023,3,2025-03-02 03:15:00,56.7,1.32,10.32,2.58
1024,4,2025-03-02 03:15:00,79.9,2.44,13.67,3.417
1025,5,2025-03-02 03:15:00,71.9,1.76,9.11,2.277
1026,6,2025-03-02 03:15:00,58.5,2.05,8.83,2.208
1027,7,2025-03-02 03:15:00,51.5,2.19,14.1,3.525
1028,8,2025-03-02 03:15:00,90.4,4.35,10.86,2.715
1029,9,2025-03-02 03:15:00,78.7,0.55,8.73,2.183
1030,10,2025-03-02 03:15:00,67.9,2.29,19.57,4.893
1031,11,2025-03-02 03:15:00,45.8,1.92,11.15,2.788
1032,12,2025-03-02 03:15:00,56.9,2.66,15.53,3.882
1033,1,2025-03-02 03:30:00,38.8,0.63,5.18,1.295
1034,2,2025-03-02 03:30:00,44.9,3.46,7.48,1.87
1035,3,2025-03-02 03:30:00,84.4,0.63,10.44,2.61
1036,4,2025-03-02 03:30:00,80.3,2.3,6.45,1.613
1037,5,2025-03-02 03:30:00,86.8,2.97,13.15,3.288
1038,6,2025-03-02 03:30:00,47.7,0.42,8.02,2.005
1039,7,2025-03-02 03:30:00,39.9,4.34,17.82,4.455
1040,8,2025-03-02 03:30:00,65.1,4.62,11.69,2.922
1041,9,2025-03-02 03:30:00,47.9,5.7,9.44,2.36
1042,10,2025-03-02 03:30:00,67.4,5.88,22.03,5.508
1043,11,2025-03-02 03:30:00,70.8,3.53,22.11,5.527
1044,12,2025-03-02 03:30:00,87.7,3.53,10.9,2.725
1045,1,2025-03-02 03:45:00,47.5,4.44,6.1,1.525
1046,2,2025-03-02 03:45:00,62.6,2.97,5.88,1.47
1047,3,2025-03-02 03:45:00,70.2,4.91,7.08,1.77
1048,4,2025-03-02 03:45:00,90.6,1.27,13.35,3.337
1049,5,2025-03-02 03:45:00,70.0,4.07,11.4,2.85
1050,6,2025-03-02 03:45:00,44.3,3.5,15.88,3.97
1051,7,2025-03-02 03:45:00,55.1,6.07,14.2,3.55
1052,8,2025-03-02 03:45:00,58.3,0.57,15.57,3.893
1053,9,2025-03-02 03:45:00,88.3,6.2,19.42,4.855
1054,10,2025-03-02 03:45:00,57.4,4.34,9.01,2.252
1055,11,2025-03-02 03:45:00,41.9,1.69,15.83,3.958
1056,12,2025-03-02 03:45:00,42.3,2.78,26.41,6.603
1057,1,2025-03-02 04:00:00,42.7,4.3,7.94,1.985
1058,2,2025-03-02 04:00:00,78.3,6.42,6.18,1.545
1059,3,2025-03-02 04:00:00,44.5,4.69,11.06,2.765
1060,4,2025-03-02 04:00:00,44.1,2.77,11.21,2.803
1061,5,2025-03-02 04:00:00,45.6,2.54,9.75,2.438
1062,6,2025-03-02 04:00:00,39.1,3.58,9.59,2.397
1063,7,2025-03-02 04:00:00,80.1,5.21,14.14,3.535
1064,8,2025-03-02 04:00:00,76.0,5.38,14.24,3.56
1065,9,2025-03-02 04:00:00,51.9,5.21,21.83,5.457
1066,10,2025-03-02 04:00:00,91.2,3.79,10.55,2.638
1067,11,2025-03-02 04:00:00,73.0,1.7,14.12,3.53
1068,12,2025-03-02 04:00:00,71.7,2.6,16.62,4.155
1069,1,2025-03-02 04:15:00,64.7,5.45,6.6,1.65
1070,2,2025-03-02 04:15:00,42.2,1.92,8.73,2.183
1071,3,2025-03-02 04:15:00,54.7,2.98,11.08,2.77
1072,4,2025-03-02 04:15:00,69.9,3.23,12.31,3.078
1073,5,2025-03-02 04:15:00,81.5,0.45,11.18,2.795
1074,6,2025-03-02 04:15:00,58.1,3.52,11.49,2.873
1075,7,2025-03-02 04:15:00,41.9,1.66,7.17,1.792
1076,8,2025-03-02 04:15:00,74.4,3.28,17.6,4.4
1077,9,2025-03-02 04:15:00,72.1,4.72,9.43,2.357
1078,10,2025-03-02 04:15:00,53.1,2.59,13.61,3.402
1079,11,2025-03-02 04:15:00,70.3,5.97,24.8,6.2
1080,12,2025-03-02 04:15:00,39.2,3.47,15.86,3.965
1081,1,2025-03-02 04:30:00,90.7,3.51,5.64,1.41
1082,2,2025-03-02 04:30:00,84.3,2.97,10.28,2.57
1083,3,2025-03-02 04:30:00,92.0,3.76,12.0,3.0
1084,4,2025-03-02 04:30:00,75.0,3.58,5.58,1.395
1085,5,2025-03-02 04:30:00,62.1,0.88,15.09,3.772
1086,6,2025-03-02 04:30:00,40.5,3.32,13.31,3.328
1087,7,2025-03-02 04:30:00,41.7,4.19,15.09,3.772
1088,8,2025-03-02 04:30:00,53.7,2.18,17.39,4.348
1089,9,2025-03-02 04:30:00,41.3,0.74,21.42,5.355
1090,10,2025-03-02 04:30:00,75.5,1.17,10.89,2.723
1091,11,2025-03-02 04:30:00,49.2,6.33,16.79,4.197
1092,12,2025-03-02 04:30:00,62.1,1.28,10.8,2.7
1093,1,2025-03-02 04:45:00,70.3,4.28,8.89,2.223
1094,2,2025-03-02 04:45:00,78.4,3.35,8.21,2.053
1095,3,2025-03-02 04:45:00,69.3,4.3,7.53,1.883
1096,4,2025-03-02 04:45:00,46.3,0.55,13.72,3.43
1097,5,2025-03-02 04:45:00,72.1,0.99,14.08,3.52
1098,6,2025-03-02 04:45:00,82.9,1.15,8.09,2.022
1099,7,2025-03-02 04:45:00,43.2,4.01,8.37,2.092
1100,8,2025-03-02 04:45:00,64.5,6.38,14.25,3.562
1101,9,2025-03-02 04:45:00,64.0,2.06,12.32,3.08
1102,10,2025-03-02 04:45:00,90.4,5.56,17.54,4.385
1103,11,2025-03-02 04:45:00,38.9,3.12,21.64,5.41
1104,12,2025-03-02 04:45:00,74.2,2.98,19.24,4.81
1105,1,2025-03-02 05:00:00,83.6,3.49,3.87,0.968
1106,2,2025-03-02 05:00:00,53.1,6.04,7.42,1.855
1107,3,2025-03-02 05:00:00,56.8,3.72,7.24,1.81
1108,4,2025-03-02 05:00:00,70.1,4.63,11.57,2.893
1109,5,2025-03-02 05:00:00,65.9,1.26,6.75,1.688
1110,6,2025-03-02 05:00:00,54.1,1.28,14.24,3.56
1111,7,2025-03-02 05:00:00,88.6,1.69,14.2,3.55
1112,8,2025-03-02 05:00:00,85.6,4.75,10.66,2.665
1113,9,2025-03-02 05:00:00,66.7,5.86,22.0,5.5
1114,10,2025-03-02 05:00:00,41.0,5.55,17.19,4.298
1115,11,2025-03-02 05:00:00,44.2,5.18,19.99,4.997
1116,12,2025-03-02 05:00:00,76.6,6.13,14.04,3.51
1117,1,2025-03-02 05:15:00,87.7,3.92,9.17,2.292
1118,2,2025-03-02 05:15:00,54.8,3.74,10.46,2.615
1119,3,2025-03-02 05:15:00,65.1,1.38,8.56,2.14
1120,4,2025-03-02 05:15:00,43.6,1.07,11.7,2.925
1121,5,2025-03-02 05:15:00,59.4,3.48,7.43,1.857
1122,6,2025-03-02 05:15:00,38.6,4.68,11.33,2.833
1123,7,2025-03-02 05:15:00,77.7,0.55,11.69,2.922
1124,8,2025-03-02 05:15:00,40.1,3.0,19.77,4.942
1125,9,2025-03-02 05:15:00,85.3,5.47,14.43,3.607
1126,10,2025-03-02 05:15:00,60.9,1.96,17.47,4.367
1127,11,2025-03-02 05:15:00,47.5,0.87,18.78,4.695
1128,12,2025-03-02 05:15:00,60.6,1.54,10.56,2.64
1129,1,2025-03-02 05:30:00,66.7,4.01,3.66,0.915
1130,2,2025-03-02 05:30:00,51.8,6.04,7.09,1.772
1131,3,2025-03-02 05:30:00,70.5,3.92,7.5,1.875
1132,4,2025-03-02 05:30:00,84.7,5.79,13.59,3.397
1133,5,2025-03-02 05:30:00,39.0,2.46,9.65,2.413
1134,6,2025-03-02 05:30:00,53.0,4.87,12.53,3.132
1135,7,2025-03-02 05:30:00,88.8,3.11,10.56,2.64
1136,8,2025-03-02 05:30:00,63.4,1.13,12.84,3.21
1137,9,2025-03-02 05:30:00,77.7,3.64,8.75,2.188
1138,10,2025-03-02 05:30:00,80.1,4.2,21.67,5.418
1139,11,2025-03-02 05:30:00,40.6,0.59,24.21,6.053
1140,12,2025-03-02 05:30:00,82.3,5.94,20.72,5.18
1141,1,2025-03-02 05:45:00,89.7,3.24,6.11,1.528
1142,2,2025-03-02 05:45:00,56.9,0.6,7.72,1.93
1143,3,2025-03-02 05:45:00,48.0,1.74,12.44,3.11
1144,4,2025-03-02 05:45:00,43.2,6.32,5.57,1.393
1145,5,2025-03-02 05:45:00,69.2,5.15,11.66,2.915
1146,6,2025-03-02 05:45:00,84.0,1.99,15.39,3.848
1147,7,2025-03-02 05:45:00,68.8,2.21,14.04,3.51
1148,8,2025-03-02 05:45:00,79.0,2.41,17.03,4.258
1149,9,2025-03-02 05:45:00,40.1,0.54,21.92,5.48
1150,10,2025-03-02 05:45:00,42.2,2.32,21.69,5.423
1151,11,2025-03-02 05:45:00,76.2,6.06,14.68,3.67
1152,12,2025-03-02 05:45:00,70.6,1.28,15.54,3.885
1153,1,2025-03-02 06:00:00,88.3,1.61,8.34,2.085
1154,2,2025-03-02 06:00:00,91.4,5.82,7.39,1.847
1155,3,2025-03-02 06:00:00,45.1,2.75,10.14,2.535
1156,4,2025-03-02 06:00:00,52.6,1.0,10.7,2.675
1157,5,2025-03-02 06:00:00,83.4,4.04,7.59,1.897
1158,6,2025-03-02 06:00:00,52.7,3.0,9.63,2.408
1159,7,2025-03-02 06:00:00,56.4,1.88,8.97,2.243
1160,8,2025-03-02 06:00:00,46.5,3.78,15.62,3.905
1161,9,2025-03-02 06:00:00,51.5,3.95,10.51,2.627
1162,10,2025-03-02 06:00:00,59.8,3.89,11.19,2.797
1163,11,2025-03-02 06:00:00,84.1,3.34,18.82,4.705
1164,12,2025-03-02 06:00:00,60.9,0.59,17.77,4.442
1165,1,2025-03-02 06:15:00,58.7,3.57,8.3,2.075
1166,2,2025-03-02 06:15:00,52.1,3.05,7.02,1.755
1167,3,2025-03-02 06:15:00,69.6,4.5,4.89,1.222
1168,4,2025-03-02 06:15:00,44.6,5.95,11.5,2.875
1169,5,2025-03-02 06:15:00,84.7,6.23,10.97,2.743
1170,6,2025-03-02 06:15:00,48.3,0.54,7.55,1.887
1171,7,2025-03-02 06:15:00,45.8,5.31,13.69,3.422
1172,8,2025-03-02 06:15:00,38.2,3.58,13.52,3.38
1173,9,2025-03-02 06:15:00,49.6,2.6,15.67,3.917
1174,10,2025-03-02 06:15:00,86.5,3.6,22.65,5.662
1175,11,2025-03-02 06:15:00,60.1,2.83,20.55,5.138
1176,12,2025-03-02 06:15:00,90.2,5.61,21.09,5.272
1177,1,2025-03-02 06:30:00,90.9,1.05,5.57,1.393
1178,2,2025-03-02 06:30:00,89.4,5.33,4.33,1.083
1179,3,2025-03-02 06:30:00,47.2,2.49,6.92,1.73
1180,4,2025-03-02 06:30:00,39.9,6.43,11.25,2.812
1181,5,2025-03-02 06:30:00,53.1,4.76,6.45,1.613
1182,6,2025-03-02 06:30:00,57.0,2.76,16.58,4.145
1183,7,2025-03-02 06:30:00,60.0,3.58,11.28,2.82
1184,8,2025-03-02 06:30:00,51.6,6.0,11.25,2.812
1185,9,2025-03-02 06:30:00,40.5,1.59,15.81,3.953
1186,10,2025-03-02 06:30:00,50.3,3.05,15.37,3.842
1187,11,2025-03-02 06:30:00,57.9,2.86,21.4,5.35
1188,12,2025-03-02 06:30:00,78.4,3.48,14.24,3.56
1189,1,2025-03-02 06:45:00,70.9,2.63,6.73,1.683
1190,2,2025-03-02 06:45:00,85.4,5.32,5.05,1.262
1191,3,2025-03-02 06:45:00,45.8,3.32,6.59,1.647
1192,4,2025-03-02 06:45:00,40.2,3.37,11.31,2.828
1193,5,2025-03-02 06:45:00,52.7,3.41,15.6,3.9
1194,6,2025-03-02 06:45:00,41.3,6.13,8.61,2.152
1195,7,2025-03-02 06:45:00,81.8,4.01,9.15,2.288
1196,8,2025-03-02 06:45:00,47.8,4.12,14.36,3.59
1197,9,2025-03-02 06:45:00,80.4,5.55,12.87,3.217
1198,10,2025-03-02 06:45:00,90.0,2.68,18.56,4.64
1199,11,2025-03-02 06:45:00,79.1,3.85,24.46,6.115
1200,12,2025-03-02 06:45:00,68.0,1.07,23.09,5.772
1201,1,2025-03-02 07:00:00,46.5,3.93,8.38,2.095
1202,2,2025-03-02 07:00:00,73.7,2.18,8.22,2.055
1203,3,2025-03-02 07:00:00,76.8,4.72,9.36,2.34
1204,4,2025-03-02 07:00:00,46.0,5.49,12.48,3.12
1205,5,2025-03-02 07:00:00,84.8,1.81,14.92,3.73
1206,6,2025-03-02 07:00:00,56.5,4.87,9.47,2.368
1207,7,2025-03-02 07:00:00,67.6,0.85,9.3,2.325
1208,8,2025-03-02 07:00:00,80.0,0.42,7.96,1.99
1209,9,2025-03-02 07:00:00,75.0,4.67,20.18,5.045
1210,10,2025-03-02 07:00:00,64.2,0.8,16.11,4.027
1211,11,2025-03-02 07:00:00,40.1,2.18,9.9,2.475
1212,12,2025-03-02 07:00:00,79.4,6.49,24.01,6.003
1213,1,2025-03-02 07:15:00,63.6,6.08,8.24,2.06
1214,2,2025-03-02 07:15:00,68.3,4.13,8.37,2.092
1215,3,2025-03-02 07:15:00,48.7,2.2,7.27,1.817
1216,4,2025-03-02 07:15:00,63.0,5.8,6.28,1.57
1217,5,2025-03-02 07:15:00,56.9,2.57,13.62,3.405
1218,6,2025-03-02 07:15:00,65.1,2.36,8.37,2.092
1219,7,2025-03-02 07:15:00,55.7,3.62,18.71,4.678
1220,8,2025-03-02 07:15:00,68.4,0.92,7.8,1.95
1221,9,2025-03-02 07:15:00,44.5,5.28,11.82,2.955
1222,10,2025-03-02 07:15:00,72.6,1.13,14.05,3.513
1223,11,2025-03-02 07:15:00,65.6,1.84,13.53,3.382
1224,12,2025-03-02 07:15:00,74.9,2.99,10.36,2.59
1225,1,2025-03-02 07:30:00,70.9,5.65,5.95,1.488
1226,2,2025-03-02 07:30:00,39.9,5.36,9.21,2.303
1227,3,2025-03-02 07:30:00,75.4,4.65,11.6,2.9
1228,4,2025-03-02 07:30:00,90.1,1.87,5.68,1.42
1229,5,2025-03-02 07:30:00,67.8,6.06,9.59,2.397
1230,6,2025-03-02 07:30:00,85.2,5.88,15.61,3.902
1231,7,2025-03-02 07:30:00,88.6,5.11,11.58,2.895
1232,8,2025-03-02 07:30:00,81.6,0.72,18.95,4.737
1233,9,2025-03-02 07:30:00,90.3,5.54,10.45,2.612
1234,10,2025-03-02 07:30:00,65.2,4.36,14.92,3.73
1235,11,2025-03-02 07:30:00,85.1,1.83,18.44,4.61
1236,12,2025-03-02 07:30:00,65.0,2.14,14.9,3.725
1237,1,2025-03-02 07:45:00,83.1,5.32,4.07,1.018
1238,2,2025-03-02 07:45:00,87.5,6.03,4.71,1.177
1239,3,2025-03-02 07:45:00,38.4,5.03,5.75,1.438
1240,4,2025-03-02 07:45:00,58.4,4.29,9.87,2.467
1241,5,2025-03-02 07:45:00,78.3,5.16,6.68,1.67
1242,6,2025-03-02 07:45:00,66.4,1.34,17.01,4.253
1243,7,2025-03-02 07:45:00,56.4,3.18,7.22,1.805
1244,8,2025-03-02 07:45:00,89.8,2.25,15.8,3.95
1245,9,2025-03-02 07:45:00,47.2,2.55,11.94,2.985
1246,10,2025-03-02 07:45:00,79.2,1.64,12.66,3.165
1247,11,2025-03-02 07:45:00,60.6,2.37,20.03,5.008
1248,12,2025-03-02 07:45:00,38.5,1.38,22.56,5.64
1249,1,2025-03-02 08:00:00,47.1,0.57,6.88,1.72
1250,2,2025-03-02 08:00:00,90.8,1.09,6.53,1.633
1251,3,2025-03-02 08:00:00,90.5,3.68,6.85,1.712
1252,4,2025-03-02 08:00:00,54.0,0.51,9.07,2.268
1253,5,2025-03-02 08:00:00,40.0,2.09,11.81,2.953
1254,6,2025-03-02 08:00:00,39.0,6.13,13.4,3.35
1255,7,2025-03-02 08:00:00,41.9,1.55,12.8,3.2
1256,8,2025-03-02 08:00:00,38.9,1.48,11.4,2.85
1257,9,2025-03-02 08:00:00,42.3,3.13,10.58,2.645
1258,10,2025-03-02 08:00:00,45.5,5.17,21.13,5.282
1259,11,2025-03-02 08:00:00,43.6,3.43,11.07,2.768
