rg_nr,abo_nr,firma_nr,rg_dat,netto_betrag,mwst_betrag,brutto,gezahlt,rest,stat_txt
693,271,58,2024-11-24,99.0,18.81,117.81,58.91,58.9,offen
694,272,98,2023-07-12,29563.0,5616.97,35179.97,35179.97,0.0,bezahlt
695,272,98,2023-08-11,29563.0,5616.97,35179.97,35179.97,0.0,bezahlt
696,272,98,2023-09-10,29563.0,5616.97,35179.97,35179.97,0.0,bezahlt
697,272,98,2023-10-10,29563.0,5616.97,35179.97,17589.99,17589.98,offen
698,273,65,2024-03-06,3984.0,756.96,4740.96,4740.96,0.0,bezahlt
699,273,65,2024-04-05,3984.0,756.96,4740.96,2370.48,2370.48,offen
700,274,32,2024-01-13,78.0,14.82,92.82,92.82,0.0,bezahlt
701,274,32,2024-02-12,78.0,14.82,92.82,92.82,0.0,bezahlt
702,274,32,2024-03-13,78.0,14.82,92.82,92.82,0.0,bezahlt
703,274,32,2024-04-12,78.0,14.82,92.82,92.82,0.0,bezahlt
704,275,94,2023-09-29,4233.0,804.27,5037.27,5037.27,0.0,bezahlt
705,276,107,2023-08-30,4980.0,946.2,5926.2,0.0,5926.2,offen
706,276,107,2023-09-29,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
707,276,107,2023-10-29,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
708,277,114,2024-05-28,39.0,7.41,46.41,46.41,0.0,bezahlt
709,277,114,2024-06-27,39.0,7.41,46.41,46.41,0.0,bezahlt
710,277,114,2024-07-27,39.0,7.41,46.41,23.2,23.21,offen
711,277,114,2024-08-26,39.0,7.41,46.41,23.2,23.21,offen
712,278,68,2023-10-08,6225.0,1182.75,7407.75,0.0,7407.75,offen
713,278,68,2023-11-07,6225.0,1182.75,7407.75,7407.75,0.0,bezahlt
714,278,68,2023-12-07,6225.0,1182.75,7407.75,7407.75,0.0,bezahlt
715,279,67,2023-10-22,594.0,112.86,706.86,706.86,0.0,bezahlt
716,280,24,2024-09-20,5727.0,1088.13,6815.13,0.0,6815.13,offen
717,280,24,2024-10-20,5727.0,1088.13,6815.13,0.0,6815.13,offen
718,281,20,2023-07-25,78.0,14.82,92.82,92.82,0.0,bezahlt
719,282,35,2024-04-27,39.0,7.41,46.41,23.2,23.21,offen
720,283,39,2024-06-24,693.0,131.67,824.67,824.67,0.0,bezahlt
721,283,39,2024-07-24,693.0,131.67,824.67,824.67,0.0,bezahlt
722,283,39,2024-08-23,693.0,131.67,824.67,824.67,0.0,bezahlt
723,283,39,2024-09-22,693.0,131.67,824.67,824.67,0.0,bezahlt
724,284,92,2024-02-18,799.0,151.81,950.81,950.81,0.0,bezahlt
725,284,92,2024-03-19,799.0,151.81,950.81,950.81,0.0,bezahlt
726,284,92,2024-04-18,799.0,151.81,950.81,950.81,0.0,bezahlt
727,284,92,2024-05-18,799.0,151.81,950.81,950.81,0.0,bezahlt
728,285,68,2023-11-14,996.0,189.24,1185.24,1185.24,0.0,bezahlt
729,285,68,2023-12-14,996.0,189.24,1185.24,1185.24,0.0,bezahlt
730,285,68,2024-01-13,996.0,189.24,1185.24,0.0,1185.24,offen
731,286,74,2024-02-16,78.0,14.82,92.82,92.82,0.0,bezahlt
732,286,74,2024-03-17,78.0,14.82,92.82,46.41,46.41,offen
733,286,74,2024-04-16,78.0,14.82,92.82,92.82,0.0,bezahlt
734,286,74,2024-05-16,78.0,14.82,92.82,92.82,0.0,bezahlt
735,287,85,2024-08-16,3486.0,662.34,4148.34,4148.34,0.0,bezahlt
736,287,85,2024-09-15,3486.0,662.34,4148.34,4148.34,0.0,bezahlt
737,288,64,2024-02-08,594.0,112.86,706.86,706.86,0.0,bezahlt
738,289,120,2024-01-27,6723.0,1277.37,8000.37,0.0,8000.37,offen
739,289,120,2024-02-26,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
740,289,120,2024-03-27,6723.0,1277.37,8000.37,4000.18,4000.19,offen
741,289,120,2024-04-26,6723.0,1277.37,8000.37,8000.37,0.0,bezahlt
742,290,49,2023-07-14,249.0,47.31,296.31,296.31,0.0,bezahlt
743,291,86,2024-01-06,2397.0,455.43,2852.43,2852.43,0.0,bezahlt
744,291,86,2024-02-05,2397.0,455.43,2852.43,2852.43,0.0,bezahlt
745,292,34,2024-03-25,198.0,37.62,235.62,235.62,0.0,bezahlt
746,292,34,2024-04-24,198.0,37.62,235.62,235.62,0.0,bezahlt
747,292,34,2024-05-24,198.0,37.62,235.62,235.62,0.0,bezahlt
748,292,34,2024-06-23,198.0,37.62,235.62,117.81,117.81,offen
749,293,109,2024-03-14,6972.0,1324.68,8296.68,4148.34,4148.34,offen
750,293,109,2024-04-13,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
751,293,109,2024-05-13,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
752,293,109,2024-06-12,6972.0,1324.68,8296.68,0.0,8296.68,offen
753,294,54,2023-12-18,55131.0,10474.89,65605.89,65605.89,0.0,bezahlt
754,294,54,2024-01-17,55131.0,10474.89,65605.89,65605.89,0.0,bezahlt
755,294,54,2024-02-16,55131.0,10474.89,65605.89,65605.89,0.0,bezahlt
756,294,54,2024-03-17,55131.0,10474.89,65605.89,65605.89,0.0,bezahlt
757,295,44,2024-09-09,396.0,75.24,471.24,0.0,471.24,offen
758,296,77,2023-11-11,396.0,75.24,471.24,471.24,0.0,bezahlt
759,296,77,2023-12-11,396.0,75.24,471.24,471.24,0.0,bezahlt
760,296,77,2024-01-10,396.0,75.24,471.24,235.62,235.62,offen
761,297,84,2024-10-09,594.0,112.86,706.86,353.43,353.43,offen
762,297,84,2024-11-08,594.0,112.86,706.86,0.0,706.86,offen
763,298,24,2023-06-14,594.0,112.86,706.86,706.86,0.0,bezahlt
764,298,24,2023-07-14,594.0,112.86,706.86,353.43,353.43,offen
765,298,24,2023-08-13,594.0,112.86,706.86,353.43,353.43,offen
766,298,24,2023-09-12,594.0,112.86,706.86,706.86,0.0,bezahlt
767,299,99,2024-06-13,2988.0,567.72,3555.72,0.0,3555.72,offen
768,299,99,2024-07-13,2988.0,567.72,3555.72,3555.72,0.0,bezahlt
769,300,14,2024-08-25,2988.0,567.72,3555.72,0.0,3555.72,offen
770,300,14,2024-09-24,2988.0,567.72,3555.72,3555.72,0.0,bezahlt
771,300,14,2024-10-24,2988.0,567.72,3555.72,3555.72,0.0,bezahlt
772,300,14,2024-11-23,2988.0,567.72,3555.72,3555.72,0.0,bezahlt
773,301,14,2023-11-14,39.0,7.41,46.41,46.41,0.0,bezahlt
774,301,14,2023-12-14,39.0,7.41,46.41,23.2,23.21,offen
775,301,14,2024-01-13,39.0,7.41,46.41,46.41,0.0,bezahlt
776,301,14,2024-02-12,39.0,7.41,46.41,46.41,0.0,bezahlt
777,302,42,2023-09-22,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
778,302,42,2023-10-22,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
779,302,42,2023-11-21,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
780,302,42,2023-12-21,4731.0,898.89,5629.89,5629.89,0.0,bezahlt
781,303,98,2024-02-04,495.0,94.05,589.05,589.05,0.0,bezahlt
782,303,98,2024-03-05,495.0,94.05,589.05,589.05,0.0,bezahlt
783,304,15,2024-08-29,39.0,7.41,46.41,46.41,0.0,bezahlt
784,304,15,2024-09-28,39.0,7.41,46.41,46.41,0.0,bezahlt
785,304,15,2024-10-28,39.0,7.41,46.41,46.41,0.0,bezahlt
786,305,90,2024-03-24,61523.0,11689.37,73212.37,36606.18,36606.19,offen
787,305,90,2024-04-23,61523.0,11689.37,73212.37,73212.37,0.0,bezahlt
788,306,69,2023-11-21,39.0,7.41,46.41,46.41,0.0,bezahlt
789,307,1,2023-11-25,5593.0,1062.67,6655.67,6655.67,0.0,bezahlt
790,307,1,2023-12-25,5593.0,1062.67,6655.67,6655.67,0.0,bezahlt
791,307,1,2024-01-24,5593.0,1062.67,6655.67,6655.67,0.0,bezahlt
792,308,11,2024-09-10,39.0,7.41,46.41,46.41,0.0,bezahlt
793,308,11,2024-10-10,39.0,7.41,46.41,46.41,0.0,bezahlt
794,308,11,2024-11-09,39.0,7.41,46.41,46.41,0.0,bezahlt
795,308,11,2024-12-09,39.0,7.41,46.41,46.41,0.0,bezahlt
796,309,92,2023-11-03,11186.0,2125.34,13311.34,13311.34,0.0,bezahlt
797,309,92,2023-12-03,11186.0,2125.34,13311.34,13311.34,0.0,bezahlt
798,309,92,2024-01-02,11186.0,2125.34,13311.34,13311.34,0.0,bezahlt
799,310,9,2024-01-03,65518.0,12448.42,77966.42,77966.42,0.0,bezahlt
800,310,9,2024-02-02,65518.0,12448.42,77966.42,77966.42,0.0,bezahlt
801,310,9,2024-03-03,65518.0,12448.42,77966.42,0.0,77966.42,offen
802,311,53,2023-12-13,747.0,141.93,888.93,888.93,0.0,bezahlt
803,311,53,2024-01-12,747.0,141.93,888.93,888.93,0.0,bezahlt
804,311,53,2024-02-11,747.0,141.93,888.93,888.93,0.0,bezahlt
805,311,53,2024-03-12,747.0,141.93,888.93,444.46,444.47,offen
806,312,96,2024-09-26,594.0,112.86,706.86,706.86,0.0,bezahlt
807,313,93,2023-08-02,747.0,141.93,888.93,0.0,888.93,offen
808,313,93,2023-09-01,747.0,141.93,888.93,0.0,888.93,offen
809,313,93,2023-10-01,747.0,141.93,888.93,0.0,888.93,offen
810,314,11,2024-03-11,4980.0,946.2,5926.2,5926.2,0.0,bezahlt
811,315,57,2023-06-10,29563.0,5616.97,35179.97,0.0,35179.97,offen
812,316,113,2024-02-04,6474.0,1230.06,7704.06,7704.06,0.0,bezahlt
813,316,113,2024-03-05,6474.0,1230.06,7704.06,7704.06,0.0,bezahlt
814,316,113,2024-04-04,6474.0,1230.06,7704.06,7704.06,0.0,bezahlt
815,316,113,2024-05-04,6474.0,1230.06,7704.06,3852.03,3852.03,offen
816,317,93,2023-06-06,57528.0,10930.32,68458.32,68458.32,0.0,bezahlt
817,318,119,2024-01-08,10387.0,1973.53,12360.53,12360.53,0.0,bezahlt
818,319,116,2024-07-03,198.0,37.62,235.62,235.62,0.0,bezahlt
819,319,116,2024-08-02,198.0,37.62,235.62,235.62,0.0,bezahlt
820,319,116,2024-09-01,198.0,37.62,235.62,0.0,235.62,offen
821,320,117,2024-09-07,49538.0,9412.22,58950.22,58950.22,0.0,bezahlt
822,320,117,2024-10-07,49538.0,9412.22,58950.22,58950.22,0.0,bezahlt
823,321,27,2023-10-14,6972.0,1324.68,8296.68,8296.68,0.0,bezahlt
824,321,27,2023-11-13,6972.0,1324.68,8296.68,4148.34,4148.34,offen
825,321,27,2023-12-13,6972.0,1324.68,8296.68,0.0,8296.68,offen
826,322,36,2024-09-29,78.0,14.82,92.82,92.82,0.0,bezahlt
827,323,51,2024-07-08,34357.0,6527.83,40884.83,40884.83,0.0,bezahlt
828,323,51,2024-08-07,34357.0,6527.83,40884.83,40884.83,0.0,bezahlt
829,323,51,2024-09-06,34357.0,6527.83,40884.83,40884.83,0.0,bezahlt
830,323,51,2024-10-06,34357.0,6527.83,40884.83,40884.83,0.0,bezahlt
831,324,59,2023-11-14,35955.0,6831.45,42786.45,42786.45,0.0,bezahlt
832,324,59,2023-12-14,35955.0,6831.45,42786.45,0.0,42786.45,offen
833,324,59,2024-01-13,35955.0,6831.45,42786.45,0.0,42786.45,offen
834,325,112,2023-12-28,5229.0,993.51,6222.51,6222.51,0.0,bezahlt
835,325,112,2024-01-27,5229.0,993.51,6222.51,0.0,6222.51,offen
836,326,74,2024-05-02,78.0,14.82,92.82,92.82,0.0,bezahlt
837,326,74,2024-06-01,78.0,14.82,92.82,92.82,0.0,bezahlt
838,327,47,2024-06-30,41548.0,7894.12,49442.12,49442.12,0.0,bezahlt
839,327,47,2024-07-30,41548.0,7894.12,49442.12,49442.12,0.0,bezahlt
840,328,4,2023-12-20,6474.0,1230.06,7704.06,7704.06,0.0,bezahlt
841,328,4,2024-01-19,6474.0,1230.06,7704.06,7704.06,0.0,bezahlt
842,328,4,2024-02-18,6474.0,1230.06,7704.06,7704.06,0.0,bezahlt
843,328,4,2024-03-19,6474.0,1230.06,7704.06,0.0,7704.06,offen
844,329,79,2023-10-21,3486.0,662.34,4148.34,4148.34,0.0,bezahlt
845,329,79,2023-11-20,3486.0,662.34,4148.34,4148.34,0.0,bezahlt
846,329,79,2023-12-20,3486.0,662.34,4148.34,2074.17,2074.17,offen
847,329,79,2024-01-19,3486.0,662.34,4148.34,0.0,4148.34,offen
848,330,120,2024-10-13,67116.0,12752.04,79868.04,79868.04,0.0,bezahlt
849,330,120,2024-11-12,67116.0,12752.04,79868.04,79868.04,0.0,bezahlt
850,331,102,2024-09-20,71910.0,13662.9,85572.9,85572.9,0.0,bezahlt
851,332,8,2023-08-27,78.0,14.82,92.82,92.82,0.0,bezahlt
852,332,8,2023-09-26,78.0,14.82,92.82,46.41,46.41,offen
853,332,8,2023-10-26,78.0,14.82,92.82,92.82,0.0,bezahlt
854,332,8,2023-11-25,78.0,14.82,92.82,92.82,0.0,bezahlt
855,333,109,2024-01-29,5593.0,1062.67,6655.67,6655.67,0.0,bezahlt
856,334,80,2024-06-20,3735.0,709.65,4444.65,2222.32,2222.33,offen
857,334,80,2024-07-20,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
858,334,80,2024-08-19,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
859,334,80,2024-09-18,3735.0,709.65,4444.65,4444.65,0.0,bezahlt
860,335,98,2024-04-19,35156.0,6679.64,41835.64,41835.64,0.0,bezahlt
861,335,98,2024-05-19,35156.0,6679.64,41835.64,0.0,41835.64,offen
862,336,82,2023-09-03,39.0,7.41,46.41,46.41,0.0,bezahlt
863,336,82,2023-10-03,39.0,7.41,46.41,46.41,0.0,bezahlt
864,337,40,2024-04-16,1743.0,331.17,2074.17,1037.09,1037.08,offen
865,337,40,2024-05-16,1743.0,331.17,2074.17,2074.17,0.0,bezahlt
866,337,40,2024-06-15,1743.0,331.17,2074.17,2074.17,0.0,bezahlt
867,337,40,2024-07-15,1743.0,331.17,2074.17,0.0,2074.17,offen
868,338,7,2024-02-03,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
869,338,7,2024-03-04,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
870,338,7,2024-04-03,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
871,338,7,2024-05-03,88689.0,16850.91,105539.91,105539.91,0.0,bezahlt
872,339,73,2023-07-07,39.0,7.41,46.41,46.41,0.0,bezahlt
873,339,73,2023-08-06,39.0,7.41,46.41,0.0,46.41,offen
874,340,17,2023-07-11,4233.0,804.27,5037.27,5037.27,0.0,bezahlt
875,340,17,2023-08-10,4233.0,804.27,5037.27,5037.27,0.0,bezahlt
876,340,17,2023-09-09,4233.0,804.27,5037.27,5037.27,0.0,bezahlt
877,340,17,2023-10-09,4233.0,804.27,5037.27,5037.27,0.0,bezahlt
878,341,82,2024-07-22,39.0,7.41,46.41,0.0,46.41,offen
879,341,82,2024-08-21,39.0,7.41,46.41,46.41,0.0,bezahlt
880,341,82,2024-09-20,39.0,7.41,46.41,46.41,0.0,bezahlt
881,341,82,2024-10-20,39.0,7.41,46.41,46.41,0.0,bezahlt
882,342,43,2023-12-17,39.0,7.41,46.41,0.0,46.41,offen
883,342,43,2024-01-16,39.0,7.41,46.41,46.41,0.0,bezahlt
884,342,43,2024-02-15,39.0,7.41,46.41,46.41,0.0,bezahlt
885,343,41,2024-03-25,99.0,18.81,117.81,117.81,0.0,bezahlt
886,343,41,2024-04-24,99.0,18.81,117.81,117.81,0.0,bezahlt
887,343,41,2024-05-24,99.0,18.81,117.81,0.0,117.81,offen
888,344,92,2023-10-02,198.0,37.62,235.62,235.62,0.0,bezahlt
889,345,75,2024-03-02,96679.0,18369.01,115048.01,0.0,115048.01,offen
890,346,5,2023-11-30,1245.0,236.55,1481.55,1481.55,0.0,bezahlt
891,346,5,2023-12-30,1245.0,236.55,1481.55,0.0,1481.55,offen
892,347,59,2024-04-27,5976.0,1135.44,7111.44,7111.44,0.0,bezahlt
893,347,59,2024-05-27,5976.0,1135.44,7111.44,7111.44,0.0,bezahlt
894,347,59,2024-06-26,5976.0,1135.44,7111.44,7111.44,0.0,bezahlt
895,348,43,2024-06-21,2739.0,520.41,3259.41,3259.41,0.0,bezahlt
896,348,43,2024-07-21,2739.0,520.41,3259.41,3259.41,0.0,bezahlt
897,349,61,2023-06-09,1494.0,283.86,1777.86,1777.86,0.0,bezahlt
898,349,61,2023-07-09,1494.0,283.86,1777.86,1777.86,0.0,bezahlt
899,350,76,2024-09-14,39.0,7.41,46.41,46.41,0.0,bezahlt
