nutz_id,firma_nr,usr_id,feat,am,anz_events
1554,74,554,export,2024-05-03,691
1555,85,325,export,2024-10-20,109
1556,85,685,dash,2024-11-14,668
1557,85,325,audit,2024-09-20,326
1558,85,325,api,2024-08-16,29
1559,85,85,export,2024-10-27,565
1560,85,85,export,2024-11-17,617
1561,85,445,dash,2024-11-23,38
1562,64,424,dash,2024-04-12,790
1563,64,544,export,2024-04-04,213
1564,64,304,sso,2024-03-29,218
1565,64,304,audit,2024-02-27,236
1566,64,184,sso,2024-02-12,57
1567,120,480,dash,2024-02-24,522
1568,120,360,sso,2024-02-10,54
1569,120,480,api,2024-02-06,282
1570,120,240,api,2024-03-26,57
1571,120,360,sso,2024-01-31,389
1572,120,240,dash,2024-02-23,1
1573,120,480,sso,2024-02-27,519
1574,120,480,audit,2024-04-23,504
1575,49,649,audit,2023-08-12,523
1576,49,49,api,2023-07-31,294
1577,49,169,api,2023-08-13,665
1578,49,49,export,2023-09-11,158
1579,49,169,dash,2023-08-09,575
1580,49,649,sso,2023-07-29,283
1581,49,649,dash,2023-07-27,542
1582,49,289,sso,2023-08-22,141
1583,86,86,dash,2024-03-30,378
1584,86,446,audit,2024-04-12,282
1585,86,566,dash,2024-01-22,284
1586,86,86,api,2024-04-07,443
1587,86,206,audit,2024-02-21,176
1588,86,206,audit,2024-01-16,347
1589,86,206,dash,2024-02-29,524
1590,34,634,audit,2024-04-05,43
1591,34,274,audit,2024-04-29,123
1592,34,394,dash,2024-05-11,543
1593,34,274,api,2024-06-01,283
1594,109,229,sso,2024-04-13,320
1595,109,349,api,2024-03-22,424
1596,109,469,audit,2024-04-05,601
1597,109,229,export,2024-04-29,408
1598,109,229,dash,2024-05-02,88
1599,109,109,export,2024-05-10,319
1600,109,229,api,2024-05-10,385
1601,54,174,export,2024-02-06,165
1602,54,654,export,2024-03-25,587
1603,54,54,dash,2024-01-21,556
1604,54,174,api,2024-01-17,70
1605,44,644,sso,2024-11-24,572
1606,44,164,dash,2024-09-26,603
1607,44,644,dash,2024-12-10,152
1608,44,404,export,2024-09-28,162
1609,44,404,api,2024-10-12,785
1610,77,437,api,2023-12-07,672
1611,77,77,api,2024-01-08,382
1612,77,557,export,2023-12-18,483
1613,77,437,export,2023-12-13,507
1614,77,677,export,2024-02-06,466
1615,77,197,dash,2024-02-05,694
1616,77,317,export,2024-02-15,36
1617,77,437,audit,2024-01-18,219
1618,84,204,audit,2024-10-09,202
1619,84,684,dash,2024-11-15,89
1620,84,444,export,2024-10-23,470
1621,24,264,api,2023-07-19,470
1622,24,24,sso,2023-08-22,249
1623,24,264,api,2023-07-16,746
1624,24,624,dash,2023-09-20,360
1625,24,264,dash,2023-09-21,768
1626,24,384,audit,2023-07-06,100
1627,24,264,sso,2023-06-24,745
1628,24,144,export,2023-06-25,797
1629,99,219,api,2024-07-09,754
1630,99,579,dash,2024-06-16,194
1631,99,579,api,2024-06-15,206
1632,99,579,api,2024-09-10,412
1633,99,339,api,2024-09-13,783
1634,99,579,audit,2024-07-19,34
1635,14,14,api,2024-10-19,210
1636,14,14,sso,2024-09-28,347
1637,14,14,dash,2024-09-07,266
1638,14,374,api,2023-12-10,308
1639,14,134,export,2023-12-21,190
1640,14,14,api,2023-12-22,264
1641,14,494,audit,2023-11-29,81
1642,14,254,sso,2024-01-09,689
1643,42,642,audit,2023-10-05,615
1644,42,522,audit,2023-10-02,631
1645,42,162,audit,2023-12-12,301
1646,42,162,sso,2023-10-31,196
1647,42,42,export,2023-12-16,195
1648,98,698,dash,2024-02-23,642
1649,98,578,sso,2024-03-22,99
1650,98,578,api,2024-05-10,68
1651,15,375,export,2024-10-15,347
1652,15,135,audit,2024-09-05,526
1653,15,255,dash,2024-09-05,371
1654,15,495,api,2024-09-09,249
1655,15,15,audit,2024-10-31,449
1656,90,570,api,2024-04-13,510
1657,90,450,dash,2024-06-17,278
1658,90,90,export,2024-06-15,355
1659,69,189,audit,2023-11-26,583
1660,69,69,api,2024-01-22,325
1661,69,429,export,2024-02-08,4
1662,69,189,sso,2023-12-30,560
1663,69,669,export,2023-12-02,740
1664,1,121,export,2024-01-14,74
1665,1,481,dash,2024-01-14,446
1666,1,1,dash,2024-02-08,360
1667,1,241,dash,2024-01-09,36
1668,11,371,dash,2024-10-24,481
1669,11,611,sso,2024-09-16,543
1670,11,11,dash,2024-10-27,294
1671,11,11,audit,2024-11-08,578
1672,92,692,audit,2024-01-10,452
1673,92,692,audit,2023-12-23,67
1674,92,692,audit,2024-01-16,753
1675,9,129,sso,2024-03-07,671
1676,9,129,export,2024-01-28,151
1677,9,129,dash,2024-02-15,122
1678,9,249,dash,2024-03-21,128
1679,9,9,api,2024-02-14,399
1680,9,129,export,2024-04-07,614
1681,9,129,audit,2024-03-07,771
1682,9,249,dash,2024-04-06,411
1683,53,173,dash,2024-03-05,204
1684,53,653,api,2024-01-17,286
1685,53,413,export,2024-03-18,2
1686,53,533,api,2024-02-22,419
1687,96,216,export,2024-12-23,161
1688,96,576,audit,2024-12-18,654
1689,96,336,api,2024-10-28,206
1690,93,693,sso,2023-08-04,214
1691,93,93,sso,2023-10-01,601
1692,93,453,api,2023-08-05,599
1693,93,213,dash,2023-10-23,30
1694,93,453,sso,2023-09-07,117
1695,93,573,audit,2023-08-17,771
1696,93,693,export,2023-10-05,53
1697,11,251,export,2024-05-30,631
1698,11,371,audit,2024-06-07,299
1699,11,11,audit,2024-03-17,780
1700,11,371,audit,2024-04-05,68
1701,11,371,export,2024-03-16,769
1702,11,491,export,2024-05-28,361
1703,11,491,audit,2024-05-24,730
1704,11,611,sso,2024-04-03,519
1705,57,657,export,2023-07-18,296
1706,57,657,dash,2023-09-16,585
1707,57,57,sso,2023-08-03,114
1708,57,657,api,2023-06-21,166
1709,57,537,api,2023-07-06,569
1710,113,233,sso,2024-05-13,258
1711,113,473,export,2024-03-29,600
1712,113,593,audit,2024-02-19,445
1713,113,113,sso,2024-03-25,767
1714,113,233,sso,2024-04-10,146
1715,113,113,sso,2024-05-05,387
1716,113,473,dash,2024-04-16,234
1717,113,473,dash,2024-02-13,326
1718,93,93,audit,2023-06-26,72
1719,93,333,api,2023-07-22,14
1720,93,213,audit,2023-06-30,589
1721,93,573,export,2023-07-07,48
1722,93,93,audit,2023-06-25,693
1723,93,693,audit,2023-06-14,463
1724,93,453,audit,2023-06-30,370
1725,93,93,dash,2023-07-16,95
1726,119,479,sso,2024-02-09,191
1727,119,119,audit,2024-03-23,337
1728,119,119,dash,2024-01-27,637
1729,119,119,sso,2024-03-05,43
1730,116,476,sso,2024-08-24,484
1731,116,476,export,2024-07-30,637
1732,116,476,api,2024-08-14,175
1733,117,357,dash,2024-10-02,721
1734,117,477,dash,2024-10-12,328
1735,117,237,dash,2024-12-15,718
1736,117,237,api,2024-11-30,195
1737,117,237,dash,2024-09-09,161
1738,27,507,api,2023-11-30,153
1739,27,147,sso,2023-11-27,366
1740,27,267,sso,2023-10-21,671
1741,36,276,export,2024-11-23,215
1742,36,516,audit,2024-12-25,777
1743,36,36,sso,2024-10-28,533
1744,36,516,api,2024-11-12,493
1745,36,36,sso,2024-11-18,579
1746,36,396,sso,2024-11-13,682
1747,51,171,export,2024-09-30,312
1748,51,651,dash,2024-09-02,733
1749,51,51,dash,2024-10-01,306
1750,51,651,api,2024-09-04,773
1751,51,651,audit,2024-08-13,795
1752,51,531,sso,2024-09-17,189
1753,51,411,export,2024-10-03,492
1754,51,411,dash,2024-10-13,565
1755,59,539,api,2023-12-20,234
1756,59,539,api,2023-11-29,708
1757,59,659,sso,2023-12-19,261
1758,59,659,audit,2023-12-04,49
1759,59,539,audit,2024-02-01,652
1760,112,112,audit,2024-04-01,311
1761,112,592,api,2024-03-02,27
1762,112,592,api,2024-02-27,267
1763,112,472,dash,2024-03-06,617
1764,74,434,export,2024-05-13,799
1765,74,314,audit,2024-07-06,152
1766,74,434,audit,2024-06-10,336
1767,74,434,sso,2024-07-13,101
1768,74,554,export,2024-08-02,500
1769,74,74,api,2024-05-06,186
1770,74,434,sso,2024-07-03,757
1771,47,287,sso,2024-07-15,697
1772,47,407,api,2024-10-01,592
1773,47,647,sso,2024-07-05,797
1774,47,287,export,2024-07-19,770
1775,47,407,dash,2024-09-24,683
1776,47,47,sso,2024-07-20,724
1777,4,484,audit,2024-01-26,224
1778,4,604,sso,2024-03-14,433
1779,4,244,dash,2024-01-13,221
1780,4,484,api,2024-01-07,240
1781,79,319,audit,2023-12-14,654
1782,79,319,dash,2023-12-16,7
1783,79,79,audit,2023-11-30,318
1784,79,679,audit,2024-01-05,702
1785,79,319,api,2024-01-25,461
1786,79,439,dash,2023-11-08,784
1787,120,360,export,2024-12-13,309
1788,120,480,sso,2025-01-18,65
1789,120,360,api,2025-01-10,430
1790,120,360,audit,2024-12-24,7
1791,120,120,audit,2024-11-30,239
1792,120,600,sso,2024-12-16,290
1793,120,360,sso,2024-11-12,634
1794,102,582,dash,2024-09-24,708
1795,102,582,export,2024-09-26,767
1796,102,582,dash,2024-12-28,456
1797,102,462,audit,2024-10-30,702
1798,102,102,api,2024-10-01,146
1799,102,222,audit,2024-10-03,418
1800,102,222,dash,2024-12-13,429
1801,8,248,export,2023-11-26,399
1802,8,608,sso,2023-10-26,635
1803,8,248,api,2023-11-30,663
1804,109,589,api,2024-02-17,673
1805,109,589,dash,2024-05-05,107
1806,109,589,audit,2024-02-05,171
1807,80,560,export,2024-06-26,18
1808,80,440,api,2024-07-27,500
1809,80,440,dash,2024-08-08,120
1810,98,698,api,2024-05-28,484
1811,98,218,api,2024-06-15,533
1812,98,338,api,2024-06-25,177
1813,82,322,api,2023-10-20,101
1814,82,202,dash,2023-11-27,41
1815,82,442,sso,2023-11-03,324
1816,82,442,export,2023-09-29,345
1817,82,562,dash,2023-09-10,619
1818,82,682,api,2023-10-27,564
1819,40,160,dash,2024-05-29,372
1820,40,640,dash,2024-07-06,505
1821,40,520,api,2024-07-17,141
1822,7,127,export,2024-04-08,334
1823,7,127,export,2024-02-28,272
1824,7,487,audit,2024-02-19,406
1825,7,607,export,2024-05-13,284
1826,7,607,dash,2024-04-15,156
1827,73,313,dash,2023-09-29,299
1828,73,313,api,2023-08-08,72
1829,73,73,export,2023-10-03,388
1830,73,193,audit,2023-08-15,756
1831,17,17,sso,2023-08-20,630
1832,17,17,sso,2023-09-02,444
1833,17,17,export,2023-09-20,431
1834,17,617,sso,2023-07-25,550
1835,82,682,dash,2024-08-30,338
1836,82,322,dash,2024-08-04,781
1837,82,442,api,2024-08-17,509
1838,82,682,audit,2024-09-08,345
1839,43,163,export,2024-01-25,183
1840,43,283,dash,2024-01-25,45
1841,43,283,sso,2023-12-30,413
1842,43,283,sso,2024-03-17,432
1843,43,403,dash,2024-01-22,686
1844,43,163,dash,2024-03-08,517
1845,43,283,audit,2024-03-26,307
1846,41,161,dash,2024-06-12,502
1847,41,281,export,2024-05-16,574
1848,41,401,api,2024-06-16,215
1849,41,401,api,2024-06-07,29
1850,41,41,audit,2024-03-29,596
1851,41,41,dash,2024-03-29,471
1852,92,332,sso,2023-11-10,548
1853,92,692,audit,2023-10-17,445
1854,92,572,api,2023-12-28,366
1855,92,572,dash,2023-11-01,518
1856,92,212,audit,2023-11-15,193
1857,92,692,dash,2023-12-08,759
1858,75,195,audit,2024-05-19,272
1859,75,75,export,2024-03-23,226
1860,75,555,api,2024-04-19,472
1861,75,315,audit,2024-04-15,685
1862,5,485,export,2024-01-18,421
1863,5,365,sso,2024-01-03,371
1864,5,365,sso,2024-01-21,678
1865,59,179,export,2024-06-20,408
1866,59,419,sso,2024-05-10,81
1867,59,179,export,2024-07-12,118
1868,59,59,audit,2024-05-30,339
1869,59,299,api,2024-06-29,494
1870,59,419,sso,2024-06-06,154
1871,59,299,audit,2024-06-09,688
1872,43,643,api,2024-07-13,214
1873,43,523,audit,2024-07-19,548
1874,43,523,sso,2024-06-28,13
1875,61,661,audit,2023-08-21,214
1876,61,421,dash,2023-06-15,252
1877,61,301,audit,2023-06-16,748
1878,61,61,export,2023-06-30,756
1879,61,61,sso,2023-09-08,534
1880,61,61,sso,2023-08-17,173
1881,61,301,dash,2023-08-07,711
1882,76,76,export,2024-12-09,522
1883,76,76,dash,2024-10-13,794
1884,76,556,sso,2024-10-02,326
